chr	start	end	frame	filler	frame	chr	exon_1_start	exon_1_end	exon_2_start	exon_2_end	gene	transcript	exon_strand	exon_frame	intron_start	intron_end	intron_length	merged_txs
NC_073224.2	105289342	105289642	-1	1	-	NC_073224.2	105289559	105289642	105289344	105289462	CGN	XM_031002181.3	-	1	105289462	105289559	96	2
NC_073224.2	105395646	105396315	1	1	+	NC_073224.2	105395714	105396004	105396086	105396304	POGZ	XM_019022477.4	+	1	105396004	105396086	81	9
NC_073224.2	105395646	105396315	1	1	+	NC_073224.2	105395714	105396004	105396113	105396304	POGZ	XM_031010036.3	+	1	105396004	105396113	108	4
NC_073224.2	106278544	106279297	-1	1	-	NC_073224.2	106279118	106279290	106278859	106278970	ADAMTSL4	XM_004026583.4	-	1	106278970	106279118	147	8
NC_073224.2	106278544	106279297	-1	1	-	NC_073224.2	106278859	106278970	106278574	106278759	ADAMTSL4	XM_004026583.4	-	1	106278759	106278859	99	8
NC_073224.2	106324511	106325015	-3	1	-	NC_073224.2	106324808	106324888	106324628	106324708	ECM1	XM_004026577.4	-	3	106324708	106324808	99	2
NC_073224.2	106895236	106895620	2	1	+	NC_073224.2	106895237	106895297	106895466	106895608	MTMR11	XM_004026556.5	+	2	106895297	106895466	168	4
NC_073224.2	112887071	112887734	3	1	+	NC_073224.2	112887198	112887386	112887471	112887734	LOC109028162	XM_063707071.1	+	3	112887386	112887471	84	1
NC_073224.2	116237054	116237672	3	1	+	NC_073224.2	116237100	116237283	116237518	116237543	NUDT17	XM_004026491.5	+	3	116237283	116237518	234	5
NC_073224.2	116241231	116241831	-2	1	-	NC_073224.2	116241579	116241712	116241358	116241395	PIAS3	XM_004026489.5	-	2	116241395	116241579	183	1
NC_073224.2	12279012	12279816	1	1	+	NC_073224.2	12279164	12279327	12279514	12279807	CEP170	XM_063707163.1	+	1	12279327	12279514	186	29
NC_073224.2	126180871	126181303	2	1	+	NC_073224.2	126180911	126181018	126181151	126181302	PPM1J	XM_004026359.5	+	2	126181018	126181151	132	3
NC_073224.2	129238372	129238864	-1	1	-	NC_073224.2	129238628	129238723	129238427	129238537	GSTM2	NM_001367592.3	-	1	129238537	129238628	90	2
NC_073224.2	130412985	130413537	-2	1	-	NC_073224.2	130413469	130413504	130413120	130413195	GSTM2	NM_001367592.3	-	2	130413195	130413469	273	1
NC_073224.2	130422318	130422906	-2	1	-	NC_073224.2	130422682	130422777	130422481	130422591	GSTM4	NM_001367591.1	-	2	130422591	130422682	90	1
NC_073224.2	130810120	130810978	-1	1	-	NC_073224.2	130810765	130810959	130810456	130810626	CELSR2	XM_019010595.4	-	1	130810626	130810765	138	4
NC_073224.2	130810120	130810978	-1	1	-	NC_073224.2	130810456	130810626	130810122	130810356	CELSR2	XM_019010595.4	-	1	130810356	130810456	99	2
NC_073224.2	130810120	130810978	-1	1	-	NC_073224.2	130810456	130810626	130810122	130810374	CELSR2	XM_055353722.2	-	1	130810374	130810456	81	2
NC_073224.2	15660194	15660689	3	1	+	NC_073224.2	15660300	15660411	15660625	15660688	LOC129529247	XM_055373693.2	+	3	15660411	15660625	213	3
NC_073224.2	15678063	15678777	1	1	+	NC_073224.2	15678278	15678373	15678605	15678681	LOC129529234	XM_055373641.2	+	1	15678373	15678605	231	3
NC_073224.2	15688049	15688781	3	1	+	NC_073224.2	15688099	15688203	15688345	15688524	LOC129529226	XM_055373615.2	+	3	15688203	15688345	141	3
NC_073224.2	15773730	15774225	1	1	+	NC_073224.2	15773836	15773947	15774161	15774224	LOC134758715	XM_063707366.1	+	1	15773947	15774161	213	1
NC_073224.2	15777399	15778215	1	1	+	NC_073224.2	15777600	15777745	15777860	15778057	LOC134758715	XM_063707366.1	+	1	15777745	15777860	114	1
NC_073224.2	15790281	15790995	1	1	+	NC_073224.2	15790496	15790591	15790823	15790899	LOC134758712	XM_063707358.1	+	1	15790591	15790823	231	3
NC_073224.2	15800248	15800980	2	1	+	NC_073224.2	15800298	15800402	15800544	15800723	LOC129534588	XM_063707329.1	+	2	15800402	15800544	141	4
NC_073224.2	15882593	15883088	3	1	+	NC_073224.2	15882699	15882777	15883024	15883087	LOC129532032	XM_063707365.1	+	3	15882777	15883024	246	1
NC_073224.2	15886297	15887077	2	1	+	NC_073224.2	15886462	15886607	15886722	15886919	LOC129532032	XM_063707365.1	+	2	15886607	15886722	114	1
NC_073224.2	15910456	15911509	2	1	+	NC_073224.2	15910506	15910610	15910752	15910931	LOC129532042	XM_055380065.2	+	2	15910610	15910752	141	1
NC_073224.2	16194923	16196192	3	1	+	NC_073224.2	16195003	16195269	16195861	16196142	OBSCN	XM_063707457.1	+	3	16195269	16195861	591	40
NC_073224.2	16255046	16255736	3	1	+	NC_073224.2	16255234	16255395	16255483	16255587	OBSCN	XM_063707457.1	+	3	16255395	16255483	87	40
NC_073224.2	16257704	16258691	3	1	+	NC_073224.2	16257910	16258176	16258261	16258527	OBSCN	XM_063707457.1	+	3	16258176	16258261	84	40
NC_073224.2	16315243	16315891	2	1	+	NC_073224.2	16315404	16315526	16315644	16315783	OBSCN	XM_063707457.1	+	2	16315526	16315644	117	40
NC_073224.2	163198459	163198852	2	1	+	NC_073224.2	163198529	163198653	163198765	163198852	LOC134758951	XM_063708761.1	+	2	163198653	163198765	111	1
NC_073224.2	16344420	16345329	1	1	+	NC_073224.2	16344599	16344711	16344925	16345093	OBSCN	XM_063707457.1	+	1	16344711	16344925	213	37
NC_073224.2	16353021	16353750	1	1	+	NC_073224.2	16353044	16353211	16353431	16353750	OBSCN	XM_063707526.1	+	1	16353211	16353431	219	1
NC_073224.2	16354026	16354680	1	1	+	NC_073224.2	16354160	16354282	16354466	16354636	OBSCN	XM_063707457.1	+	1	16354282	16354466	183	35
NC_073224.2	168899298	168899592	1	1	+	NC_073224.2	168899331	168899383	168899474	168899582	ZRANB2	XM_004025971.5	+	1	168899383	168899474	90	1
NC_073224.2	185163296	185164172	-3	1	-	NC_073224.2	185163810	185163974	185163489	185163611	CIMAP2	XM_055349801.2	-	3	185163611	185163810	198	2
NC_073224.2	185744403	185745090	1	1	+	NC_073224.2	185744605	185744683	185744954	185744982	SSBP3	XM_031004641.3	+	1	185744683	185744954	270	12
NC_073224.2	19028151	19028868	-2	1	-	NC_073224.2	19028559	19028654	19028248	19028324	LOC129523520	XM_063707673.1	-	2	19028324	19028559	234	1
NC_073224.2	19149690	19150470	-2	1	-	NC_073224.2	19150161	19150306	19149849	19150046	LOC129532055	XM_063707702.1	-	2	19150046	19150161	114	1
NC_073224.2	19153679	19154174	-3	1	-	NC_073224.2	19153991	19154069	19153681	19153744	LOC129532055	XM_063707702.1	-	3	19153744	19153991	246	1
NC_073224.2	19225473	19226232	-2	1	-	NC_073224.2	19225803	19225989	19225474	19225682	LOC134758744	XM_063707690.1	-	2	19225682	19225803	120	1
NC_073224.2	19236688	19237402	-1	1	-	NC_073224.2	19237093	19237188	19236785	19236861	LOC134756437	XM_063707695.1	-	1	19236861	19237093	231	3
NC_073224.2	193498912	193499572	-1	1	-	NC_073224.2	193499293	193499333	193499003	193499127	LOC101139612	XM_004025739.5	-	1	193499127	193499293	165	2
NC_073224.2	19357949	19358729	-3	1	-	NC_073224.2	19358420	19358565	19358108	19358305	LOC134758759	XM_063707732.1	-	3	19358305	19358420	114	1
NC_073224.2	19361934	19362429	-2	1	-	NC_073224.2	19362246	19362324	19361936	19361999	LOC134758759	XM_063707732.1	-	2	19361999	19362246	246	1
NC_073224.2	193735269	193735620	1	1	+	NC_073224.2	193735320	193735392	193735474	193735602	POMGNT1	XM_019017797.4	+	1	193735392	193735474	81	6
NC_073224.2	194316269	194316773	3	1	+	NC_073224.2	194316305	194316515	194316585	194316695	CCDC17	XM_055347641.2	+	3	194316515	194316585	69	1
NC_073224.2	194597946	194598225	-2	1	-	NC_073224.2	194598076	194598218	194597948	194597988	TOE1	XM_004025692.5	-	2	194597988	194598076	87	2
NC_073224.2	194597946	194598225	-2	1	-	NC_073224.2	194598076	194598132	194597948	194597988	TOE1	XM_063699336.1	-	2	194597988	194598076	87	1
NC_073224.2	195108245	195109478	3	1	+	NC_073224.2	195108371	195108719	195108846	195109158	PTCH2	XM_019017359.4	+	3	195108719	195108846	126	3
NC_073224.2	195109162	195110194	2	1	+	NC_073224.2	195109251	195109393	195109478	195109658	PTCH2	XM_019017359.4	+	2	195109393	195109478	84	3
NC_073224.2	195109162	195110194	2	1	+	NC_073224.2	195109478	195109658	195109971	195110078	PTCH2	XM_055347307.2	+	2	195109658	195109971	312	1
NC_073224.2	195122288	195122828	-3	1	-	NC_073224.2	195122559	195122684	195122289	195122420	BTBD19	XM_019017343.4	-	3	195122420	195122559	138	6
NC_073224.2	195134166	195134496	-2	1	-	NC_073224.2	195134349	195134478	195134168	195134255	PLK3	XM_063699345.1	-	2	195134255	195134349	93	2
NC_073224.2	195169318	195169669	-1	1	-	NC_073224.2	195169546	195169669	195169319	195169398	KIF2C	XM_031012256.3	-	1	195169398	195169546	147	3
NC_073224.2	195173740	195174235	-1	1	-	NC_073224.2	195174053	195174158	195173846	195173959	KIF2C	XM_031012256.3	-	1	195173959	195174053	93	3
NC_073224.2	195212587	195212947	-1	1	-	NC_073224.2	195212737	195212859	195212589	195212661	ARMH1	XM_019017230.3	-	1	195212661	195212737	75	2
NC_073224.2	195212587	195212947	-1	1	-	NC_073224.2	195212737	195212925	195212589	195212661	ARMH1	XM_055347220.1	-	1	195212661	195212737	75	4
NC_073224.2	195803146	195806488	2	1	+	NC_073224.2	195803222	195805192	195805235	195805276	KLF18	XM_031010665.2	+	2	195805192	195805235	42	1
NC_073224.2	195803146	195806488	2	1	+	NC_073224.2	195805235	195805276	195805361	195805846	KLF18	XM_031010665.2	+	2	195805276	195805361	84	1
NC_073224.2	195803146	195806488	2	1	+	NC_073224.2	195805361	195805846	195805973	195806483	KLF18	XM_031010665.2	+	2	195805846	195805973	126	1
NC_073224.2	195976276	195976669	-1	1	-	NC_073224.2	195976589	195976647	195976352	195976441	IPO13	XM_004025654.5	-	1	195976441	195976589	147	1
NC_073224.2	196493543	196493876	3	1	+	NC_073224.2	196493544	196493622	196493710	196493759	HYI	XM_031011005.3	+	3	196493622	196493710	87	5
NC_073224.2	196495082	196495481	-3	1	-	NC_073224.2	196495389	196495457	196495083	196495223	SZT2	XM_019016846.4	-	3	196495223	196495389	165	1
NC_073224.2	196503879	196504395	-2	1	-	NC_073224.2	196504166	196504332	196503945	196504042	SZT2	XM_019016846.4	-	2	196504042	196504166	123	1
NC_073224.2	196506039	196506897	-2	1	-	NC_073224.2	196506730	196506848	196506454	196506618	SZT2	XM_019016846.4	-	2	196506618	196506730	111	1
NC_073224.2	196506039	196506897	-2	1	-	NC_073224.2	196506454	196506618	196506105	196506189	SZT2	XM_019016846.4	-	2	196506189	196506454	264	1
NC_073224.2	196598730	196599354	-2	1	-	NC_073224.2	196599141	196599325	196598836	196598978	MPL	XM_063699616.1	-	2	196598978	196599141	162	1
NC_073224.2	196607519	196607927	-3	1	-	NC_073224.2	196607825	196607903	196607521	196607653	MPL	XM_063699616.1	-	3	196607653	196607825	171	1
NC_073224.2	199637971	199638193	2	1	+	NC_073224.2	199638002	199638037	199638122	199638184	COL9A2	XM_031003595.3	+	2	199638037	199638122	84	1
NC_073224.2	199640643	199641321	1	1	+	NC_073224.2	199640698	199640751	199640866	199640913	COL9A2	XM_031003595.3	+	1	199640751	199640866	114	1
NC_073224.2	199640643	199641321	1	1	+	NC_073224.2	199640866	199640913	199641127	199641183	COL9A2	XM_031003595.3	+	1	199640913	199641127	213	1
NC_073224.2	199647855	199648251	1	1	+	NC_073224.2	199647883	199647936	199648021	199648092	COL9A2	XM_031003595.3	+	1	199647936	199648021	84	1
NC_073224.2	203647220	203648645	-3	1	-	NC_073224.2	203648535	203648629	203647222	203648396	SH3D21	XM_004025463.5	-	3	203648396	203648535	138	3
NC_073224.2	203647220	203648645	-3	1	-	NC_073224.2	203648535	203648629	203647233	203648396	SH3D21	XM_063700347.1	-	3	203648396	203648535	138	4
NC_073224.2	203660870	203661404	-3	1	-	NC_073224.2	203661216	203661373	203661068	203661131	SH3D21	XM_004025463.5	-	3	203661131	203661216	84	2
NC_073224.2	203660870	203661404	-3	1	-	NC_073224.2	203661297	203661373	203661068	203661131	SH3D21	XM_055391917.2	-	3	203661131	203661297	165	2
NC_073224.2	203788693	203789584	-1	1	-	NC_073224.2	203789392	203789437	203789193	203789283	MAP7D1	XM_031009519.3	-	1	203789283	203789392	108	5
NC_073224.2	203788693	203789584	-1	1	-	NC_073224.2	203789193	203789283	203788882	203789075	MAP7D1	XM_031009519.3	-	1	203789075	203789193	117	11
NC_073224.2	203788693	203789584	-1	1	-	NC_073224.2	203788882	203789075	203788694	203788701	MAP7D1	XM_031009519.3	-	1	203788701	203788882	180	11
NC_073224.2	203788693	203789584	-1	1	-	NC_073224.2	203789392	203789434	203789193	203789283	MAP7D1	XM_031009520.3	-	1	203789283	203789392	108	6
NC_073224.2	207059924	207060614	-3	1	-	NC_073224.2	207060155	207060260	207059925	207060019	HPCA	XM_019014839.4	-	3	207060019	207060155	135	2
NC_073224.2	207180569	207183401	-3	1	-	NC_073224.2	207183260	207183373	207180605	207183166	NHSL3	XM_019014746.4	-	3	207183166	207183260	93	6
NC_073224.2	207743868	207744507	-2	1	-	NC_073224.2	207744077	207744223	207743920	207743959	DCDC2B	XM_004025356.5	-	2	207743959	207744077	117	1
NC_073224.2	208158532	208159183	2	1	+	NC_073224.2	208158758	208158883	208159037	208159091	SPOCD1	XM_055390498.2	+	2	208158883	208159037	153	2
NC_073224.2	208218452	208219163	3	1	+	NC_073224.2	208218477	208218671	208218840	208218908	ADGRB2	XM_019014288.4	+	3	208218671	208218840	168	15
NC_073224.2	208218452	208219163	3	1	+	NC_073224.2	208218840	208218908	208218984	208219092	ADGRB2	XM_019014288.4	+	3	208218908	208218984	75	15
NC_073224.2	208296279	208296630	1	1	+	NC_073224.2	208296316	208296387	208296571	208296624	COL16A1	XM_004025347.5	+	1	208296387	208296571	183	4
NC_073224.2	208373493	208374024	-2	1	-	NC_073224.2	208373840	208373990	208373536	208373725	TINAGL1	XM_019014201.4	-	2	208373725	208373840	114	2
NC_073224.2	211682759	211683317	-3	1	-	NC_073224.2	211683108	211683290	211682781	211682993	SESN2	XM_004025286.5	-	3	211682993	211683108	114	2
NC_073224.2	211719870	211720191	-2	1	-	NC_073224.2	211720054	211720140	211719872	211719963	ATP5IF1	XM_004025287.4	-	2	211719963	211720054	90	1
NC_073224.2	211996933	211997446	-1	1	-	NC_073224.2	211997266	211997446	211997048	211997181	SMPDL3B	XM_004025282.5	-	1	211997181	211997266	84	1
NC_073224.2	212589612	212590074	1	1	+	NC_073224.2	212589643	212589835	212589935	212590073	MAP3K6	XM_004025261.5	+	1	212589835	212589935	99	4
NC_073224.2	213773620	213774073	2	1	+	NC_073224.2	213773693	213773776	213773888	213773985	C1H1orf232	XM_031005350.3	+	2	213773776	213773888	111	1
NC_073224.2	214116156	214116612	-2	1	-	NC_073224.2	214116496	214116608	214116310	214116411	SELENON	XM_031009477.3	-	2	214116411	214116496	84	2
NC_073224.2	214121342	214121993	-3	1	-	NC_073224.2	214121703	214121912	214121344	214121468	SELENON	XM_031009477.3	-	3	214121468	214121703	234	2
NC_073224.2	216042464	216042947	3	1	+	NC_073224.2	216042486	216042563	216042807	216042921	GALE	XM_004024890.3	+	3	216042563	216042807	243	4
NC_073224.2	216400630	216401077	2	1	+	NC_073224.2	216400647	216400714	216400808	216400915	ASAP3	XM_031002423.3	+	2	216400714	216400808	93	4
NC_073224.2	216400630	216401077	2	1	+	NC_073224.2	216400647	216400714	216400808	216400978	ASAP3	XM_055387544.2	+	2	216400714	216400808	93	4
NC_073224.2	216760493	216760751	-3	1	-	NC_073224.2	216760605	216760751	216760494	216760526	KDM1A	XM_055387459.2	-	3	216760526	216760605	78	2
NC_073224.2	217244216	217244882	-3	1	-	NC_073224.2	217244520	217244669	217244242	217244432	EPHA8	XM_055387374.2	-	3	217244432	217244520	87	1
NC_073224.2	217958148	217958799	1	1	+	NC_073224.2	217958222	217958353	217958516	217958660	HSPG2	XM_055387257.2	+	1	217958353	217958516	162	10
NC_073224.2	217983481	217983991	2	1	+	NC_073224.2	217983517	217983575	217983750	217983917	HSPG2	XM_055387257.2	+	2	217983575	217983750	174	10
NC_073224.2	217995513	217996119	1	1	+	NC_073224.2	217995625	217995760	217995878	217996029	HSPG2	XM_055387257.2	+	1	217995760	217995878	117	10
NC_073224.2	218009756	218010287	3	1	+	NC_073224.2	218009785	218009894	218010096	218010243	HSPG2	XM_055387257.2	+	3	218009894	218010096	201	10
NC_073224.2	218012037	218012643	1	1	+	NC_073224.2	218012155	218012254	218012393	218012502	HSPG2	XM_055387257.2	+	1	218012254	218012393	138	10
NC_073224.2	218015101	218015779	2	1	+	NC_073224.2	218015276	218015447	218015550	218015672	HSPG2	XM_055387257.2	+	2	218015447	218015550	102	10
NC_073224.2	218610483	218611413	1	1	+	NC_073224.2	218610802	218610852	218611060	218611146	ECE1	XM_031009776.3	+	1	218610852	218611060	207	1
NC_073224.2	219242001	219242451	1	1	+	NC_073224.2	219242111	219242214	219242356	219242450	DDOST	XM_004024826.5	+	1	219242214	219242356	141	1
NC_073224.2	219244909	219245452	2	1	+	NC_073224.2	219244928	219245048	219245172	219245278	DDOST	XM_004024826.5	+	2	219245048	219245172	123	1
NC_073224.2	220592294	220592894	3	1	+	NC_073224.2	220592341	220592528	220592721	220592825	AKR7A2	XM_004024785.5	+	3	220592528	220592721	192	1
NC_073224.2	220614503	220615100	3	1	+	NC_073224.2	220614547	220614734	220614927	220615031	LOC115933748	XM_031008634.3	+	3	220614734	220614927	192	1
NC_073224.2	220629875	220630517	3	1	+	NC_073224.2	220629964	220630151	220630344	220630448	LOC101150628	XM_031008626.3	+	3	220630151	220630344	192	1
NC_073224.2	220702245	220702710	1	1	+	NC_073224.2	220702276	220702405	220702523	220702662	UBR4	XM_019011819.4	+	1	220702405	220702523	117	33
NC_073224.2	222914382	222914772	1	1	+	NC_073224.2	222914407	222914541	222914629	222914695	ATP13A2	XM_031013306.3	+	1	222914541	222914629	87	7
NC_073224.2	222914382	222914772	1	1	+	NC_073224.2	222914434	222914541	222914629	222914695	ATP13A2	XM_031013323.3	+	1	222914541	222914629	87	3
NC_073224.2	222924322	222925171	2	1	+	NC_073224.2	222924330	222924490	222924614	222924730	ATP13A2	XM_031013306.3	+	2	222924490	222924614	123	8
NC_073224.2	224054968	224056363	2	1	+	NC_073224.2	224054985	224055173	224056134	224056195	EPHA2	XM_031003244.3	+	2	224055173	224056134	960	1
NC_073224.2	224242465	224243443	2	1	+	NC_073224.2	224242559	224242701	224242798	224243098	ZBTB17	XM_004024728.5	+	2	224242701	224242798	96	4
NC_073224.2	224451957	224452941	-2	1	-	NC_073224.2	224452579	224452738	224452102	224452281	PLEKHM2	XM_031011827.3	-	2	224452281	224452579	297	2
NC_073224.2	228917440	228917935	2	1	+	NC_073224.2	228917642	228917681	228917772	228917890	MAD2L2	XM_004024650.5	+	2	228917681	228917772	90	5
NC_073224.2	229549233	229549905	1	1	+	NC_073224.2	229549409	229549492	229549577	229549722	SRM	XM_019010991.3	+	1	229549492	229549577	84	1
NC_073224.2	230896836	230897256	-2	1	-	NC_073224.2	230897131	230897230	230896838	230897016	PIK3CD	XM_031001010.3	-	2	230897016	230897131	114	20
NC_073224.2	230901845	230902559	-3	1	-	NC_073224.2	230902362	230902541	230901873	230902022	PIK3CD	XM_031001010.3	-	3	230902022	230902362	339	15
NC_073224.2	230901845	230902559	-3	1	-	NC_073224.2	230902362	230902541	230901873	230901935	PIK3CD	XM_055383922.2	-	3	230901935	230902362	426	5
NC_073224.2	234031717	234032287	-1	1	-	NC_073224.2	234032047	234032183	234031801	234031965	ZBTB48	XM_004024564.5	-	1	234031965	234032047	81	6
NC_073224.2	234032534	234033143	-3	1	-	NC_073224.2	234032988	234033074	234032614	234032768	ZBTB48	XM_004024564.5	-	3	234032768	234032988	219	3
NC_073224.2	234032534	234033143	-3	1	-	NC_073224.2	234032988	234033053	234032614	234032768	ZBTB48	XM_063703132.1	-	3	234032768	234032988	219	3
NC_073224.2	234145418	234145988	3	1	+	NC_073224.2	234145511	234145571	234145896	234145987	PLEKHG5	XM_031011730.3	+	3	234145571	234145896	324	12
NC_073224.2	234149015	234149666	3	1	+	NC_073224.2	234149226	234149276	234149397	234149546	PLEKHG5	XM_031011730.3	+	3	234149276	234149397	120	12
NC_073224.2	234168827	234169511	-3	1	-	NC_073224.2	234169308	234169453	234168960	234169223	ESPN	XM_031011720.3	-	3	234169223	234169308	84	9
NC_073224.2	234180059	234180812	-3	1	-	NC_073224.2	234180570	234180756	234180201	234180383	ESPN	XM_031011720.3	-	3	234180383	234180570	186	8
NC_073224.2	234381724	234382117	-1	1	-	NC_073224.2	234382007	234382069	234381800	234381895	HES3	XM_031001215.3	-	1	234381895	234382007	111	1
NC_073224.2	234497537	234498449	3	1	+	NC_073224.2	234497598	234497829	234498058	234498168	CHD5	XM_031013331.3	+	3	234497829	234498058	228	4
NC_073224.2	236878612	236879524	-1	1	-	NC_073224.2	236879008	236879374	236878646	236878776	CCDC27	XM_055351761.2	-	1	236878776	236879008	231	5
NC_073224.2	237144319	237145309	2	1	+	NC_073224.2	237144429	237144560	237144765	237144893	MEGF6	XM_004024542.5	+	2	237144560	237144765	204	26
NC_073224.2	238664163	238664766	-2	1	-	NC_073224.2	238664536	238664654	238664164	238664202	PRXL2B	XM_031007090.3	-	2	238664202	238664536	333	1
NC_073224.2	238753527	238754571	-2	1	-	NC_073224.2	238754200	238754324	238754019	238754103	PLCH2	XM_063703353.1	-	2	238754103	238754200	96	1
NC_073224.2	238753527	238754571	-2	1	-	NC_073224.2	238754019	238754103	238753617	238753763	PLCH2	XM_063703353.1	-	2	238753763	238754019	255	1
NC_073224.2	238955298	238956201	-2	1	-	NC_073224.2	238955847	238956115	238955362	238955654	SKI	XM_055382756.2	-	2	238955654	238955847	192	1
NC_073224.2	238955298	238956201	-2	1	-	NC_073224.2	238955853	238956115	238955362	238955654	SKI	XM_055382763.2	-	2	238955654	238955853	198	1
NC_073224.2	239326416	239326920	1	1	+	NC_073224.2	239326428	239326562	239326695	239326804	CFAP74	XM_055382619.2	+	1	239326562	239326695	132	7
NC_073224.2	239331275	239331707	3	1	+	NC_073224.2	239331336	239331470	239331675	239331707	CFAP74	XM_055382653.2	+	3	239331470	239331675	204	2
NC_073224.2	239335443	239336226	1	1	+	NC_073224.2	239335680	239335858	239335949	239336226	TMEM52	XM_055382679.2	+	1	239335858	239335949	90	3
NC_073224.2	239563696	239564110	2	1	+	NC_073224.2	239563721	239563892	239564094	239564110	CDK11B	XM_063705115.1	+	2	239563892	239564094	201	1
NC_073224.2	239566657	239568505	-1	1	-	NC_073224.2	239568239	239568394	239567658	239567788	MMP23B	XM_031007746.3	-	1	239567788	239568239	450	6
NC_073224.2	239575644	239576442	-2	1	-	NC_073224.2	239575974	239576080	239575689	239575883	MIB2	XM_055382246.2	-	2	239575883	239575974	90	12
NC_073224.2	239665317	239665818	1	1	+	NC_073224.2	239665383	239665591	239665673	239665818	TMEM240	XM_031006760.3	+	1	239665591	239665673	81	1
NC_073224.2	239789948	239790854	3	1	+	NC_073224.2	239790030	239790116	239790228	239790338	MRPL20	XM_019009759.3	+	3	239790116	239790228	111	3
NC_073224.2	239857903	239858302	2	1	+	NC_073224.2	239857994	239858063	239858133	239858272	DVL1	XM_055382061.2	+	2	239858063	239858133	69	3
