chr	start	end	frame	filler	frame	chr	exon_1_start	exon_1_end	exon_2_start	exon_2_end	gene	transcript	exon_strand	exon_frame	intron_start	intron_end	intron_length	merged_txs
NC_072398.2	186204598	186205135	-3	1	-	NC_072398.2	186204911	186205016	186204704	186204817	KIF2C	XM_001151208.6	-	3	186204817	186204911	93	4
NC_072398.2	186206294	186207116	-2	1	-	NC_072398.2	186206880	186207084	186206661	186206771	KIF2C	XM_001151208.6	-	2	186206771	186206880	108	3
NC_072398.2	186206294	186207116	-2	1	-	NC_072398.2	186206877	186207084	186206661	186206768	KIF2C	XM_063781280.1	-	2	186206768	186206877	108	1
NC_072398.2	186975159	186975705	-1	1	-	NC_072398.2	186975374	186975588	186975161	186975277	CCDC24	XM_016961107.4	-	1	186975277	186975374	96	4
NC_072398.2	186975159	186975705	-1	1	-	NC_072398.2	186975413	186975588	186975161	186975277	CCDC24	XM_016961116.4	-	1	186975277	186975413	135	4
NC_072398.2	186975159	186975705	-1	1	-	NC_072398.2	186975374	186975480	186975161	186975277	CCDC24	XM_016961129.4	-	1	186975277	186975374	96	1
NC_072398.2	186975159	186975705	-1	1	-	NC_072398.2	186975413	186975480	186975161	186975277	CCDC24	XM_016961139.4	-	1	186975277	186975413	135	3
NC_072398.2	186975159	186975705	-1	1	-	NC_072398.2	186975374	186975582	186975161	186975277	CCDC24	XM_024345192.3	-	1	186975277	186975374	96	1
NC_072398.2	186975159	186975705	-1	1	-	NC_072398.2	186975413	186975582	186975161	186975277	CCDC24	XM_054666357.2	-	1	186975277	186975413	135	1
NC_072398.2	186975159	186975705	-1	1	-	NC_072398.2	186975374	186975647	186975161	186975277	CCDC24	XM_063781600.1	-	1	186975277	186975374	96	5
NC_072398.2	186975159	186975705	-1	1	-	NC_072398.2	186975413	186975647	186975161	186975277	CCDC24	XM_063781619.1	-	1	186975277	186975413	135	4
NC_072398.2	187000731	187001124	-1	1	-	NC_072398.2	187001044	187001102	187000807	187000896	IPO13	XM_016960952.4	-	1	187000896	187001044	147	1
NC_072398.2	187515867	187516197	1	1	+	NC_072398.2	187515868	187515946	187516034	187516083	HYI	XM_009455678.5	+	1	187515946	187516034	87	7
NC_072398.2	187517403	187517862	-1	1	-	NC_072398.2	187517710	187517778	187517404	187517544	SZT2	XM_054666096.1	-	1	187517544	187517710	165	7
NC_072398.2	187528365	187529253	-1	1	-	NC_072398.2	187529056	187529174	187528780	187528944	SZT2	XM_054666096.1	-	1	187528944	187529056	111	7
NC_072398.2	187528365	187529253	-1	1	-	NC_072398.2	187528780	187528944	187528431	187528515	SZT2	XM_054666096.1	-	1	187528515	187528780	264	7
NC_072398.2	190655315	190655537	3	1	+	NC_072398.2	190655346	190655381	190655466	190655528	COL9A2	XM_016959838.4	+	3	190655381	190655466	84	2
NC_072398.2	190657962	190658355	1	1	+	NC_072398.2	190658017	190658070	190658182	190658229	COL9A2	XM_016959838.4	+	1	190658070	190658182	111	3
NC_072398.2	190665179	190665575	3	1	+	NC_072398.2	190665207	190665260	190665345	190665416	COL9A2	XM_016959838.4	+	3	190665260	190665345	84	3
NC_072398.2	193268048	193268495	3	1	+	NC_072398.2	193268075	193268136	193268281	193268406	EPHA10	XM_054681277.2	+	3	193268136	193268281	144	1
NC_072398.2	194670954	194672379	-1	1	-	NC_072398.2	194672269	194672363	194670956	194672130	SH3D21	NM_001280359.1	-	1	194672130	194672269	138	2
NC_072398.2	194812890	194813781	-1	1	-	NC_072398.2	194813589	194813634	194813390	194813480	MAP7D1	XM_016959211.4	-	1	194813480	194813589	108	6
NC_072398.2	194812890	194813781	-1	1	-	NC_072398.2	194813390	194813480	194813079	194813272	MAP7D1	XM_016959211.4	-	1	194813272	194813390	117	13
NC_072398.2	194812890	194813781	-1	1	-	NC_072398.2	194813079	194813272	194812891	194812898	MAP7D1	XM_016959211.4	-	1	194812898	194813079	180	13
NC_072398.2	194812890	194813781	-1	1	-	NC_072398.2	194813589	194813631	194813390	194813480	MAP7D1	XM_016959219.4	-	1	194813480	194813589	108	7
NC_072398.2	198075882	198076575	-1	1	-	NC_072398.2	198076113	198076218	198075883	198075977	HPCA	XM_001155509.6	-	1	198075977	198076113	135	3
NC_072398.2	198194867	198197699	-2	1	-	NC_072398.2	198197558	198197671	198194903	198197464	NHSL3	XM_001164540.6	-	2	198197464	198197558	93	5
NC_072398.2	198746876	198747221	-2	1	-	NC_072398.2	198747111	198747221	198746904	198746993	EIF3I	XM_016958164.3	-	2	198746993	198747111	117	2
NC_072398.2	198763144	198763783	-3	1	-	NC_072398.2	198763353	198763499	198763196	198763235	DCDC2B	XM_513279.8	-	3	198763235	198763353	117	1
NC_072398.2	199176923	199177574	3	1	+	NC_072398.2	199177149	199177274	199177428	199177482	SPOCD1	XM_016958084.3	+	3	199177274	199177428	153	5
NC_072398.2	199235518	199236130	2	1	+	NC_072398.2	199235607	199235708	199235853	199235959	ADGRB2	XM_016958033.2	+	2	199235708	199235853	144	16
NC_072398.2	199236760	199238020	2	1	+	NC_072398.2	199236785	199236979	199237148	199237216	ADGRB2	XM_016958033.2	+	2	199236979	199237148	168	15
NC_072398.2	199236760	199238020	2	1	+	NC_072398.2	199237148	199237216	199237292	199237400	ADGRB2	XM_016958033.2	+	2	199237216	199237292	75	15
NC_072398.2	199236760	199238020	2	1	+	NC_072398.2	199237292	199237400	199237692	199238019	ADGRB2	XM_016958033.2	+	2	199237400	199237692	291	16
NC_072398.2	199236760	199238020	2	1	+	NC_072398.2	199236785	199236979	199237292	199237400	ADGRB2	XM_016958048.2	+	2	199236979	199237292	312	1
NC_072398.2	199314526	199314895	2	1	+	NC_072398.2	199314563	199314634	199314836	199314889	COL16A1	XM_009452723.4	+	2	199314634	199314836	201	7
NC_072398.2	199391611	199392142	-3	1	-	NC_072398.2	199391958	199392108	199391654	199391843	TINAGL1	XM_016957939.2	-	3	199391843	199391958	114	5
NC_072398.2	202758065	202758386	-2	1	-	NC_072398.2	202758249	202758335	202758067	202758158	ATP5IF1	XM_003338984.7	-	2	202758158	202758249	90	1
NC_072398.2	203039063	203039576	-2	1	-	NC_072398.2	203039396	203039576	203039178	203039311	SMPDL3B	XM_001151336.7	-	2	203039311	203039396	84	1
NC_072398.2	203119116	203119782	-1	1	-	NC_072398.2	203119632	203119671	203119383	203119523	THEMIS2	XM_063804009.1	-	1	203119523	203119632	108	1
NC_072398.2	203633198	203633660	3	1	+	NC_072398.2	203633229	203633421	203633521	203633659	MAP3K6	XM_024357265.3	+	3	203633421	203633521	99	6
NC_072398.2	203641957	203642551	-3	1	-	NC_072398.2	203642405	203642505	203642138	203642251	SYTL1	XM_003307909.6	-	3	203642251	203642405	153	3
NC_072398.2	204633946	204634288	2	1	+	NC_072398.2	204634013	204634045	204634175	204634287	CRYBG2	XM_016956837.4	+	2	204634045	204634175	129	2
NC_072398.2	204804028	204804481	2	1	+	NC_072398.2	204804101	204804184	204804296	204804393	C1H1orf232	XM_054664164.2	+	2	204804184	204804296	111	1
NC_072398.2	207225049	207225523	2	1	+	NC_072398.2	207225071	207225148	207225383	207225497	GALE	XM_016956270.3	+	2	207225148	207225383	234	4
NC_072398.2	207581052	207581499	1	1	+	NC_072398.2	207581069	207581136	207581230	207581400	ASAP3	XM_016956228.4	+	1	207581136	207581230	93	3
NC_072398.2	207581052	207581499	1	1	+	NC_072398.2	207581069	207581136	207581230	207581337	ASAP3	XM_016956230.3	+	1	207581136	207581230	93	3
NC_072398.2	208419330	208419858	-1	1	-	NC_072398.2	208419634	208419783	208419356	208419546	EPHA8	XM_024356921.2	-	1	208419546	208419634	87	1
NC_072398.2	209133555	209134206	1	1	+	NC_072398.2	209133629	209133760	209133923	209134067	HSPG2	XM_016955956.4	+	1	209133760	209133923	162	5
NC_072398.2	209144296	209144704	2	1	+	NC_072398.2	209144345	209144458	209144543	209144670	HSPG2	XM_016955956.4	+	2	209144458	209144543	84	5
NC_072398.2	209158784	209159294	3	1	+	NC_072398.2	209158820	209158878	209159053	209159220	HSPG2	XM_016955956.4	+	3	209158878	209159053	174	5
NC_072398.2	209170842	209171448	1	1	+	NC_072398.2	209170954	209171089	209171207	209171358	HSPG2	XM_016955956.4	+	1	209171089	209171207	117	5
NC_072398.2	209185047	209185578	1	1	+	NC_072398.2	209185076	209185185	209185387	209185534	HSPG2	XM_016955956.4	+	1	209185185	209185387	201	5
NC_072398.2	209187317	209187923	3	1	+	NC_072398.2	209187435	209187534	209187673	209187782	HSPG2	XM_016955956.4	+	3	209187534	209187673	138	4
NC_072398.2	20978191	20978767	-3	1	-	NC_072398.2	20978610	20978691	20978193	20978432	OBSCN	XM_016940272.4	-	3	20978432	20978610	177	35
NC_072398.2	20979261	20979915	-1	1	-	NC_072398.2	20979660	20979782	20979306	20979476	OBSCN	XM_016940272.4	-	1	20979476	20979660	183	35
NC_072398.2	20988669	20989578	-1	1	-	NC_072398.2	20989288	20989400	20988906	20989074	OBSCN	XM_016940272.4	-	1	20989074	20989288	213	35
NC_072398.2	21018103	21018751	-3	1	-	NC_072398.2	21018469	21018591	21018212	21018351	OBSCN	XM_016940272.4	-	3	21018351	21018469	117	41
NC_072398.2	210546134	210546584	3	1	+	NC_072398.2	210546244	210546347	210546489	210546583	DDOST	XM_001161661.5	+	3	210546347	210546489	141	1
NC_072398.2	210549020	210549563	3	1	+	NC_072398.2	210549039	210549159	210549283	210549389	DDOST	XM_001161661.5	+	3	210549159	210549283	123	1
NC_072398.2	21074611	21075598	-3	1	-	NC_072398.2	21075127	21075393	21074776	21075042	OBSCN	XM_016940272.4	-	3	21075042	21075127	84	41
NC_072398.2	21077462	21078257	-2	1	-	NC_072398.2	21077909	21078070	21077717	21077821	OBSCN	XM_016940272.4	-	2	21077821	21077909	87	41
NC_072398.2	21081126	21081843	-1	1	-	NC_072398.2	21081528	21081806	21081132	21081398	OBSCN	XM_016940272.4	-	1	21081398	21081528	129	41
NC_072398.2	21138263	21139532	-2	1	-	NC_072398.2	21139187	21139453	21138314	21138595	OBSCN	XM_016940272.4	-	2	21138595	21139187	591	41
NC_072398.2	211891146	211891746	1	1	+	NC_072398.2	211891193	211891380	211891573	211891677	AKR7A2	XM_001163068.7	+	1	211891380	211891573	192	1
NC_072398.2	211913370	211913967	1	1	+	NC_072398.2	211913414	211913601	211913794	211913898	AKR7A3	XM_016938180.3	+	1	211913601	211913794	192	1
NC_072398.2	211928805	211929447	1	1	+	NC_072398.2	211928894	211929081	211929274	211929378	LOC742959	XM_024354779.3	+	1	211929081	211929274	192	3
NC_072398.2	212000869	212001334	2	1	+	NC_072398.2	212000900	212001029	212001147	212001286	UBR4	XM_009449501.5	+	2	212001029	212001147	117	23
NC_072398.2	214215110	214215500	3	1	+	NC_072398.2	214215135	214215269	214215357	214215423	ATP13A2	XM_016954962.4	+	3	214215269	214215357	87	12
NC_072398.2	214215110	214215500	3	1	+	NC_072398.2	214215162	214215269	214215357	214215423	ATP13A2	XM_016954973.4	+	3	214215269	214215357	87	7
NC_072398.2	214219044	214219803	1	1	+	NC_072398.2	214219166	214219276	214219361	214219407	ATP13A2	XM_016954962.4	+	1	214219276	214219361	84	19
NC_072398.2	214219044	214219803	1	1	+	NC_072398.2	214219361	214219407	214219501	214219689	ATP13A2	XM_016954962.4	+	1	214219407	214219501	93	19
NC_072398.2	214225381	214226212	2	1	+	NC_072398.2	214225389	214225549	214225673	214225789	ATP13A2	XM_016954962.4	+	2	214225549	214225673	123	16
NC_072398.2	215260035	215261013	1	1	+	NC_072398.2	215260129	215260271	215260368	215260668	ZBTB17	NM_001280199.1	+	1	215260271	215260368	96	19
NC_072398.2	215262494	215262992	3	1	+	NC_072398.2	215262544	215262633	215262712	215262992	ZBTB17	NM_001280199.1	+	3	215262633	215262712	78	10
NC_072398.2	215262494	215262992	3	1	+	NC_072398.2	215262523	215262633	215262712	215262992	ZBTB17	XM_009448713.4	+	3	215262633	215262712	78	9
NC_072398.2	21544479	21545046	-1	1	-	NC_072398.2	21544869	21545016	21544481	21544643	PRSS38	XM_525080.7	-	1	21544643	21544869	225	1
NC_072398.2	220312902	220313394	1	1	+	NC_072398.2	220313104	220313143	220313231	220313349	MAD2L2	XM_001138745.7	+	1	220313143	220313231	87	3
NC_072398.2	220938359	220939730	3	1	+	NC_072398.2	220938852	220939018	220939448	220939568	SRM	XM_514381.7	+	3	220939018	220939448	429	1
NC_072398.2	222271839	222272259	-1	1	-	NC_072398.2	222272134	222272233	222271841	222272019	PIK3CD	XM_016953669.4	-	1	222272019	222272134	114	29
NC_072398.2	222276860	222277574	-2	1	-	NC_072398.2	222277377	222277556	222276888	222277037	PIK3CD	XM_016953669.4	-	2	222277037	222277377	339	15
NC_072398.2	222276860	222277574	-2	1	-	NC_072398.2	222277377	222277556	222276888	222276950	PIK3CD	XM_054662618.2	-	2	222276950	222277377	426	8
NC_072398.2	225411866	225412436	-2	1	-	NC_072398.2	225412196	225412332	225411950	225412114	ZBTB48	XM_003307788.5	-	2	225412114	225412196	81	4
NC_072398.2	225524027	225524522	3	1	+	NC_072398.2	225524120	225524180	225524430	225524521	PLEKHG5	XM_016953161.3	+	3	225524180	225524430	249	8
NC_072398.2	225527552	225528203	3	1	+	NC_072398.2	225527763	225527813	225527934	225528083	PLEKHG5	XM_016953161.3	+	3	225527813	225527934	120	8
NC_072398.2	225547231	225548080	-3	1	-	NC_072398.2	225547877	225548022	225547529	225547792	ESPN	XM_016953118.4	-	3	225547792	225547877	84	10
NC_072398.2	225558711	225559446	-1	1	-	NC_072398.2	225559222	225559408	225558853	225559035	ESPN	XM_016953118.4	-	1	225559035	225559222	186	6
NC_072398.2	225875895	225876807	1	1	+	NC_072398.2	225875956	225876187	225876416	225876526	CHD5	XM_016953031.4	+	1	225876187	225876416	228	5
NC_072398.2	228317219	228318197	-2	1	-	NC_072398.2	228317949	228318047	228317681	228317855	CCDC27	NM_001279930.1	-	2	228317855	228317949	93	1
NC_072398.2	228317219	228318197	-2	1	-	NC_072398.2	228317681	228317855	228317319	228317449	CCDC27	NM_001279930.1	-	2	228317449	228317681	231	1
NC_072398.2	228317219	228318197	-2	1	-	NC_072398.2	228317681	228318047	228317319	228317449	CCDC27	XM_016958372.4	-	2	228317449	228317681	231	2
NC_072398.2	228577408	228578002	2	1	+	NC_072398.2	228577506	228577640	228577716	228577850	MEGF6	XM_024355909.3	+	2	228577640	228577716	75	7
NC_072398.2	229487866	229488910	-3	1	-	NC_072398.2	229488539	229488663	229488358	229488442	PLCH2	XM_063805933.1	-	3	229488442	229488539	96	4
NC_072398.2	229487866	229488910	-3	1	-	NC_072398.2	229488358	229488442	229487956	229488102	PLCH2	XM_063805933.1	-	3	229488102	229488358	255	4
NC_072398.2	229696334	229696760	-2	1	-	NC_072398.2	229696629	229696754	229696336	229696451	SKI	XM_016952511.4	-	2	229696451	229696629	177	2
NC_072398.2	230085854	230086358	3	1	+	NC_072398.2	230085866	230086000	230086133	230086242	CFAP74	XM_024355833.3	+	3	230086000	230086133	132	2
NC_072398.2	230094739	230095522	2	1	+	NC_072398.2	230094976	230095154	230095245	230095522	TMEM52	XM_016952457.2	+	2	230095154	230095245	90	3
NC_072398.2	230320832	230321312	-2	1	-	NC_072398.2	230321060	230321170	230320831	230320957	MMP23	XM_016952309.4	-	2	230320957	230321060	102	1
NC_072398.2	230322198	230323053	-1	1	-	NC_072398.2	230322787	230322942	230322245	230322375	MMP23	XM_016952309.4	-	1	230322375	230322787	411	1
NC_072398.2	230420355	230420856	1	1	+	NC_072398.2	230420421	230420629	230420711	230420856	TMEM240	XM_016952210.3	+	1	230420629	230420711	81	1
NC_072398.2	230430652	230431135	-3	1	-	NC_072398.2	230430835	230430944	230430653	230430747	LOC457200	XM_063787507.1	-	3	230430747	230430835	87	1
NC_072398.2	230554570	230555476	2	1	+	NC_072398.2	230554652	230554738	230554850	230554960	MRPL20	XM_016952115.4	+	2	230554738	230554850	111	3
NC_072398.2	230616584	230617004	3	1	+	NC_072398.2	230616682	230616762	230616982	230617004	MXRA8	NM_001280245.1	+	3	230616762	230616982	219	1
NC_072398.2	230630828	230631416	3	1	+	NC_072398.2	230630843	230630936	230631030	230631099	DVL1	NM_001012430.1	+	3	230630936	230631030	93	3
NC_072398.2	230630828	230631416	3	1	+	NC_072398.2	230631030	230631099	230631169	230631308	DVL1	NM_001012430.1	+	3	230631099	230631169	69	3
NC_072398.2	230632718	230633405	3	1	+	NC_072398.2	230632771	230632902	230632987	230633154	DVL1	NM_001012430.1	+	3	230632902	230632987	84	3
NC_072398.2	230662884	230663340	1	1	+	NC_072398.2	230662903	230663045	230663121	230663250	INTS11	NM_001280424.1	+	1	230663045	230663121	75	1
NC_072398.2	230685024	230685603	-1	1	-	NC_072398.2	230685443	230685501	230685256	230685331	SCNN1D	NM_001009072.1	-	1	230685331	230685443	111	7
NC_072398.2	230731222	230731978	2	1	+	NC_072398.2	230731364	230731480	230731586	230731670	C1QTNF12	XM_016951979.4	+	2	230731480	230731586	105	2
NC_072398.2	230762252	230763014	3	1	+	NC_072398.2	230762557	230762658	230762947	230763013	TNFRSF4	XM_016951949.4	+	3	230762658	230762947	288	2
NC_072398.2	230762252	230763014	3	1	+	NC_072398.2	230762277	230762658	230762947	230763013	TNFRSF4	XM_054661635.2	+	3	230762658	230762947	288	1
NC_072398.2	230771095	230771863	2	1	+	NC_072398.2	230771124	230771311	230771474	230771676	TNFRSF18	XM_063787616.1	+	2	230771311	230771474	162	1
NC_072398.2	230947660	230948443	-3	1	-	NC_072398.2	230947831	230948023	230947662	230947749	AGRN	XM_009454710.5	-	3	230947749	230947831	81	10
NC_072398.2	230952520	230953315	-3	1	-	NC_072398.2	230952892	230953230	230952670	230952807	AGRN	XM_009454710.5	-	3	230952807	230952892	84	10
NC_072398.2	230954098	230954494	-3	1	-	NC_072398.2	230954350	230954466	230954104	230954268	AGRN	XM_009454710.5	-	3	230954268	230954350	81	10
NC_072398.2	231002522	231003104	3	1	+	NC_072398.2	231002553	231002640	231002734	231003104	HES4	XM_003318952.6	+	3	231002640	231002734	93	2
NC_072398.2	231041378	231041942	3	1	+	NC_072398.2	231041519	231041597	231041709	231041819	NOC2L	XM_003318947.7	+	3	231041597	231041709	111	4
NC_072398.2	231051509	231052325	-2	1	-	NC_072398.2	231051977	231052087	231051510	231051877	SAMD11	XM_054661455.2	-	2	231051877	231051977	99	1
NC_072398.2	39336429	39337230	-1	1	-	NC_072398.2	39337072	39337212	39336826	39336963	TRAF3IP3	XM_001168308.5	-	1	39336963	39337072	108	15
NC_072398.2	39336429	39337230	-1	1	-	NC_072398.2	39337072	39337194	39336826	39336963	TRAF3IP3	XM_009441415.4	-	1	39336963	39337072	108	2
NC_072398.2	39488354	39488951	3	1	+	NC_072398.2	39488378	39488535	39488650	39488870	LAMB3	XM_054658208.2	+	3	39488535	39488650	114	2
NC_072398.2	41621610	41622039	-1	1	-	NC_072398.2	41621796	41621984	41621612	41621711	CR2	XM_054674312.2	-	1	41621711	41621796	84	5
NC_072398.2	44023964	44024519	-2	1	-	NC_072398.2	44024332	44024482	44024054	44024181	CNTN2	XM_016937093.4	-	2	44024181	44024332	150	1
NC_072398.2	48088639	48089125	2	1	+	NC_072398.2	48088676	48088825	48088928	48089062	KIF21B	XM_016935394.4	+	2	48088825	48088928	102	4
NC_072398.2	5981975	5982779	3	1	+	NC_072398.2	5982127	5982290	5982477	5982770	CEP170	XM_063809496.1	+	3	5982290	5982477	186	22
NC_072398.2	63798228	63798711	1	1	+	NC_072398.2	63798269	63798400	63798515	63798688	IVNS1ABP	XM_001164878.7	+	1	63798400	63798515	114	4
NC_072398.2	65867152	65867680	-3	1	-	NC_072398.2	65867351	65867509	65867158	65867257	LAMC2	XM_009439410.5	-	3	65867257	65867351	93	2
NC_072398.2	81287012	81287465	3	1	+	NC_072398.2	81287076	81287280	81287359	81287455	ADCY10	XM_003308592.7	+	3	81287280	81287359	78	10
NC_072398.2	87914068	87914662	2	1	+	NC_072398.2	87914069	87914282	87914526	87914661	MPZ	XM_001173975.7	+	2	87914282	87914526	243	3
NC_072398.2	87990402	87991068	-1	1	-	NC_072398.2	87990738	87990860	87990541	87990617	TOMM40L	XM_001173832.7	-	1	87990617	87990738	120	6
NC_072398.2	88450019	88450712	-2	1	-	NC_072398.2	88450403	88450675	88450073	88450192	SLAMF7	XM_001172275.7	-	2	88450192	88450403	210	2
NC_072398.2	88904046	88904484	1	1	+	NC_072398.2	88904047	88904236	88904354	88904449	COPA	XM_001171563.6	+	1	88904236	88904354	117	9
NC_072398.2	89073015	89073639	-1	1	-	NC_072398.2	89073336	89073534	89073097	89073206	ATP1A2	XM_016930289.4	-	1	89073206	89073336	129	2
NC_072398.2	90477332	90478328	3	1	+	NC_072398.2	90477336	90477383	90477441	90478328	LOC469533	XM_524916.5	+	3	90477383	90477441	57	1
NC_072398.2	92100214	92100883	2	1	+	NC_072398.2	92100500	92100557	92100645	92100882	ETV3L	XM_001167835.6	+	2	92100557	92100645	87	2
NC_072398.2	92267058	92267628	-1	1	-	NC_072398.2	92267479	92267600	92267059	92267172	LRRC71	XM_016929666.3	-	1	92267172	92267479	306	2
NC_072398.2	92275126	92275744	-3	1	-	NC_072398.2	92275294	92275422	92275128	92275203	LRRC71	XM_016929666.3	-	3	92275203	92275294	90	4
NC_072398.2	92634753	92635074	1	1	+	NC_072398.2	92634795	92634862	92634953	92635066	IQGAP3	XM_016929189.4	+	1	92634862	92634953	90	2
NC_072398.2	92647563	92648070	1	1	+	NC_072398.2	92647634	92647801	92647895	92648034	IQGAP3	XM_016929189.4	+	1	92647801	92647895	93	1
NC_072398.2	92647563	92648070	1	1	+	NC_072398.2	92647634	92647801	92647898	92648034	IQGAP3	XM_054686983.2	+	1	92647801	92647898	96	1
NC_072398.2	92818172	92818637	-2	1	-	NC_072398.2	92818452	92818602	92818193	92818340	RHBG	NM_001009091.2	-	2	92818340	92818452	111	4
NC_072398.2	93237489	93238026	1	1	+	NC_072398.2	93237585	93237694	93237869	93238009	ARHGEF2	XM_003308498.7	+	1	93237694	93237869	174	16
NC_072398.2	93237489	93238026	1	1	+	NC_072398.2	93237585	93237694	93237866	93238009	ARHGEF2	XM_009434038.5	+	1	93237694	93237866	171	30
NC_072398.2	93580862	93581258	-2	1	-	NC_072398.2	93581085	93581227	93580885	93580994	MSTO1	XM_016945436.4	-	2	93580994	93581085	90	2
NC_072398.2	93582322	93582709	-3	1	-	NC_072398.2	93582551	93582668	93582335	93582469	MSTO1	NM_001362267.1	-	3	93582469	93582551	81	31
NC_072398.2	93875884	93876397	-3	1	-	NC_072398.2	93876320	93876397	93876080	93876214	FDPS	XM_001160391.6	-	3	93876214	93876320	105	12
NC_072398.2	93900144	93900690	1	1	+	NC_072398.2	93900212	93900303	93900400	93900531	PKLR	XM_016928724.4	+	1	93900303	93900400	96	5
NC_072398.2	93983059	93983848	-3	1	-	NC_072398.2	93983435	93983527	93983087	93983269	MTX1	XM_016928669.4	-	3	93983269	93983435	165	1
NC_072398.2	94106583	94107042	-1	1	-	NC_072398.2	94106925	94107002	94106584	94106711	EFNA3	XM_003308416.4	-	1	94106711	94106925	213	1
NC_072398.2	94131598	94132402	-3	1	-	NC_072398.2	94132280	94132349	94131623	94131697	ADAM15	XM_003308406.6	-	3	94131697	94132280	582	3
NC_072398.2	94131598	94132402	-3	1	-	NC_072398.2	94132280	94132349	94131623	94131694	ADAM15	XM_009433032.5	-	3	94131694	94132280	585	2
NC_072398.2	94140341	94140590	-2	1	-	NC_072398.2	94140561	94140589	94140343	94140449	ADAM15	XM_003949576.5	-	2	94140449	94140561	111	1
NC_072398.2	94146863	94147286	-2	1	-	NC_072398.2	94147137	94147236	94146909	94147004	DCST1	XM_003308413.5	-	2	94147004	94147137	132	4
NC_072398.2	94226077	94226839	2	1	+	NC_072398.2	94226170	94226368	94226456	94226525	SHC1	XM_003308415.4	+	2	94226368	94226456	87	10
