without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18710575_18719227_frame2_fft     8    3  0.176491;0.352982;0.058830    5527.895;2703.167;2428.453        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18717834_18729276_frame1_fft     8    3  0.176455;0.352910;0.058818    7317.416;3558.803;3205.232        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18729411_18734427_frame1_fft     8    3  0.176435;0.352871;0.058812    3206.657;1561.127;1416.318        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18733525_18739969_frame2_fft     8    3  0.176443;0.352886;0.058814    4122.092;2007.377;1800.342        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18744694_18749710_frame2_fft     8    3  0.176435;0.352871;0.058812    3201.887;1560.433;1402.997        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18460955_18847313_frame_3_fft    367  3  0.176471;0.352937;0.176476    153633.949;60254.256;54902.071    6;3;6
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18754044_18759417_frame1_fft     8    3  0.176438;0.352875;0.058813    3436.723;1669.835;1495.912        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18768239_18774389_frame3_fft     9    3  0.176423;0.352846;0.470732    3968.236;1999.837;1339.190        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18749845_18757156_frame2_fft     8    3  0.176446;0.352893;0.058815    4659.248;2258.503;2038.786        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18781245_18787848_frame1_fft     13   3  0.176435;0.352870;0.058761    4278.571;2160.256;1579.748        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18789445_18795736_frame2_fft     8    3  0.176443;0.352885;0.058814    4012.041;1955.854;1778.636        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18796704_18802383_frame1_fft     8    3  0.176440;0.352879;0.058813    3603.678;1757.094;1564.166        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18803097_18808248_frame1_fft     8    3  0.176471;0.352941;0.470588    3456.666;1979.011;1599.808        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18813687_18819621_frame1_fft     8    3  0.176441;0.352882;0.058814    3803.390;1857.071;1668.408        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18807499_18817717_frame2_fft     8    3  0.176453;0.352907;0.058818    6542.937;3181.473;2854.495        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18823369_18828784_frame2_fft     8    3  0.176547;0.352909;0.470545    2719.645;1970.491;1541.651        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18815642_18821525_frame3_fft     8    3  0.176441;0.352881;0.058814    3764.613;1830.837;1657.975        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18833288_18839885_frame3_fft     8    3  0.176444;0.352888;0.058815    4237.482;2077.985;1893.059        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18851444_18856868_frame3_fft     8    3  0.176438;0.352876;0.058813    3465.844;1689.113;1524.532        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18858057_18863532_frame1_fft     8    3  0.176438;0.352877;0.058813    3505.351;1703.859;1534.659        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18861712_18867574_frame2_fft     8    3  0.176390;0.352951;0.058854    2668.817;2260.386;1590.339        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18868818_18887247_frame1_fft     8    3  0.176461;0.352922;0.058820    11772.451;5769.882;5292.876       6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18873340_18912373_frame2_fft     8    3  0.176466;0.352932;0.058822    24927.902;12243.759;11208.765     6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18878117_18890426_frame3_fft     8    3  0.176456;0.352913;0.058819    7850.769;3852.228;3567.479        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18887382_18911676_frame1_fft     8    3  0.176463;0.352927;0.058821    15538.998;7631.178;6978.592       6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18847316_18977078_frame_3_fft    97   3  0.176477;0.176462;0.352946    47297.792;45176.158;32997.334     6;6;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18900044_18909755_frame3_fft     8    3  0.176501;0.470600;0.352899    5644.374;3048.534;2817.073        6;2;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18913260_18919947_frame1_fft     8    3  0.176462;0.352924;0.470615    4432.711;2538.789;2021.467        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18910421_18925187_frame3_fft     20   3  0.352905;0.176487;0.470540    4939.868;4937.553;3622.821        3;6;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18913384_18924823_frame2_fft     10   3  0.176501;0.352915;0.470583    5725.221;4066.390;3234.687        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18586218_19032354_frame_2_fft    384  3  0.176471;0.176475;0.352937    143576.742;104964.602;95535.725   6;6;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18925190_18932015_frame3_fft     8    3  0.176410;0.352967;0.470623    3408.249;2525.218;1992.795        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18461140_19049575_frame_1_fft    483  3  0.176471;0.176468;0.352938    183211.408;142024.002;125107.639  6;6;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18932732_18969911_frame3_fft     8    3  0.176471;0.352941;0.470588    25018.217;14471.460;11723.597     6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18924826_18973396_frame2_fft     8    3  0.176467;0.352934;0.058822    30980.626;15181.674;13682.893     6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18969030_18977079_frame1_fft     8    3  0.176419;0.352963;0.470617    3973.480;2986.266;2318.014        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18929280_18969027_frame1_fft     8    3  0.176466;0.352932;0.058822    25400.005;12466.971;11162.204     6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18974266_18984871_frame2_fft     8    3  0.176426;0.352947;0.058840    4740.620;4122.733;2851.222        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18977394_18992334_frame1_fft     8    3  0.176439;0.352945;0.058835    6700.319;5834.032;4041.811        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18982817_18988424_frame3_fft     8    3  0.176387;0.352952;0.058855    2504.947;2197.446;1514.773        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18984874_18992113_frame2_fft     8    3  0.176406;0.352949;0.058848    3255.337;2835.495;1971.704        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18992116_19003213_frame2_fft     10   3  0.176444;0.352978;0.058845    5295.573;3434.213;2990.056        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18988427_18996566_frame3_fft     11   3  0.176557;0.352992;0.058852    3531.013;2644.530;2227.623        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18992337_18999456_frame1_fft     10   3  0.176429;0.352999;0.058857    3165.709;2230.559;1933.970        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19003216_19009366_frame2_fft     9    3  0.176423;0.353008;0.058862    2531.177;1973.865;1670.051        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18977081_19025996_frame_3_fft    37   3  0.176490;0.352959;0.117653    21839.926;14543.997;10900.685     6;3;8
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_18996569_19009145_frame3_fft     15   3  0.176527;0.352974;0.058842    5451.327;4089.834;3472.667        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19009369_19018852_frame2_fft     8    3  0.176421;0.352947;0.058842    4228.191;3695.722;2575.059        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19003437_19010622_frame1_fft     9    3  0.176479;0.352958;0.058873    4460.142;2183.657;1779.386        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19026424_19032355_frame2_fft     8    3  0.176530;0.352892;0.470578    3173.367;2014.639;1970.463        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19009148_19018631_frame3_fft     8    3  0.176421;0.352947;0.058842    4239.725;3693.628;2578.022        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19018855_19024258_frame2_fft     8    3  0.176383;0.352952;0.058856    2396.039;2119.610;1465.965        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19010625_19020108_frame1_fft     8    3  0.176421;0.352947;0.058842    4252.941;3697.289;2587.188        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19029263_19042622_frame_3_fft    8    3  0.176435;0.352946;0.058837    5960.532;5231.105;3652.673        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19036794_19046175_frame_2_fft    8    3  0.176420;0.352947;0.058842    4223.854;3666.081;2597.619        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19042625_19058126_frame_3_fft    9    3  0.176440;0.352945;0.058835    6939.376;6061.522;4295.056        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19042604_19049576_frame3_fft     8    3  0.176420;0.352983;0.470597    3740.584;2380.583;2276.788        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19048095_19058127_frame1_fft     8    3  0.176435;0.352970;0.470594    5395.250;3396.053;3244.469        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19049578_19055185_frame_1_fft    8    3  0.176387;0.352952;0.058855    2514.972;2187.138;1539.682        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19055167_19062814_frame2_fft     8    3  0.176409;0.352949;0.058847    3423.312;2987.832;2113.062        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19055188_19063804_frame_1_fft    8    3  0.176416;0.352948;0.058844    3856.506;3365.345;2382.494        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19061661_19068990_frame1_fft     8    3  0.176422;0.352981;0.470596    3928.639;2481.479;2367.337        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19046178_19081059_frame_2_fft    8    3  0.176457;0.352943;0.058829    15617.127;13646.242;9602.285      6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19059965_19068989_frame_3_fft    8    3  0.176418;0.352948;0.058843    4030.155;3528.568;2484.073        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19073293_19079563_frame_1_fft    8    3  0.176396;0.352951;0.058852    2790.540;2460.606;1722.012        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19065643_19073290_frame_1_fft    8    3  0.176409;0.352949;0.058847    3413.630;2999.520;2100.849        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19068992_19076537_frame_3_fft    8    3  0.176408;0.352949;0.058847    3379.569;2956.926;2069.857        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19082184_19089066_frame_2_fft    8    3  0.176402;0.352950;0.058849    3081.045;2686.531;1871.545        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19087739_19093958_frame3_fft     8    3  0.176395;0.352951;0.058852    2756.424;2435.701;1691.322        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_1907_7673_frame3_fft             2    2  0.166667;0.333333             4285.330;1999.041                 6;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19096311_19102989_frame_2_fft    8    3  0.176400;0.352950;0.058850    2969.276;2615.102;1815.944        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19076540_19099589_frame_3_fft    8    3  0.176450;0.352944;0.058831    10287.670;9013.982;6291.304       6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19099592_19107749_frame_3_fft    8    3  0.176413;0.352948;0.058845    3665.740;3194.098;2233.157        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19102992_19108905_frame_2_fft    8    3  0.176391;0.352951;0.058853    2638.272;2322.464;1634.646        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19089069_19096308_frame_2_fft    8    3  0.176406;0.352949;0.058848    3215.594;2831.453;1961.243        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19106239_19113325_frame_1_fft    8    3  0.176404;0.352949;0.058848    3162.110;2777.454;1953.604        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19108908_19119870_frame_2_fft    8    3  0.176428;0.352947;0.058840    4914.208;4299.286;3006.937        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19113329_19118336_frame3_fft     8    3  0.176553;0.352906;0.470541    2484.021;1868.225;1488.478        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19079566_19106236_frame_1_fft    8    3  0.176453;0.352943;0.058830    11909.895;10432.068;7272.553      6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19125377_19130651_frame3_fft     14   3  0.176716;0.352863;0.117747    1549.816;1408.683;986.438         6;3;8
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19127179_19132453_frame2_fft     15   3  0.176716;0.176337;0.352863    1837.062;1836.614;1417.856        6;6;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19132456_19139605_frame2_fft     16   3  0.176528;0.058889;0.353196    3898.585;1855.174;1432.114        6;17;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19107752_19139135_frame_3_fft    38   3  0.176465;0.352930;0.176561    14750.729;7766.891;6608.482       6;3;6
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19143758_19149671_frame3_fft     8    3  0.176391;0.352951;0.058853    2648.515;2304.030;1627.856        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19146087_19153377_frame1_fft     8    3  0.176406;0.352949;0.058848    3260.670;2839.795;2009.524        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19156695_19163934_frame1_fft     8    3  0.176406;0.352949;0.058848    3231.712;2822.346;1993.871        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19119873_19172223_frame_2_fft    42   3  0.176485;0.352932;0.058816    20248.843;14045.050;11016.523     6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19160282_19170887_frame3_fft     8    3  0.176426;0.352947;0.058840    4772.723;4123.446;2930.961        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19164753_19176456_frame1_fft     8    3  0.176450;0.470563;0.352901    7103.340;3267.725;3055.248        6;2;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19139138_19176983_frame_3_fft    8    3  0.176483;0.352940;0.058819    16948.329;14685.829;10404.566     6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19182548_19191698_frame3_fft     8    3  0.176503;0.470601;0.352896    5270.261;2848.209;2628.683        6;2;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19183311_19257468_frame1_fft     80   3  0.176463;0.470583;0.352927    30307.989;17076.506;16258.329     6;2;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19178703_19287357_frame_2_fft    133  3  0.176468;0.470586;0.352946    48527.007;29371.703;26103.596     6;2;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19113328_19287679_frame_1_fft    199  3  0.176477;0.176466;0.058824    65138.614;57241.180;34276.544     6;6;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19191956_19215290_frame3_fft     8    3  0.176481;0.470601;0.352961    14188.721;6648.720;6139.630       6;2;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19183310_19287365_frame_3_fft    121  3  0.176464;0.176484;0.470588    46182.693;32277.224;28205.790     6;6;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19254032_19261412_frame3_fft     8    3  0.176423;0.352981;0.470596    4000.985;2484.277;2416.366        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19257471_19264761_frame1_fft     8    3  0.176406;0.352949;0.058848    3296.841;2831.367;2072.579        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19261415_19270775_frame3_fft     8    3  0.176496;0.470620;0.352991    5694.898;2699.396;2488.824        6;2;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19270778_19286483_frame3_fft     8    3  0.176441;0.352945;0.058835    7175.739;5945.206;4405.964        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19275304_19280554_frame2_fft     8    3  0.176381;0.352952;0.058857    2372.846;2047.878;1474.460        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19271496_19279836_frame1_fft     8    3  0.176499;0.470624;0.352998    5075.742;2406.492;2206.206        6;2;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19215293_19254029_frame3_fft     73   3  0.176528;0.176451;0.352928    9707.222;9253.039;8931.307        6;6;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19279839_19286097_frame1_fft     8    3  0.176414;0.352988;0.470598    3367.003;2123.298;2038.621        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19280557_19286446_frame2_fft     8    3  0.176431;0.470538;0.352861    3613.029;1596.101;1582.123        6;2;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_19190800_19275301_frame2_fft     98   3  0.176483;0.352931;0.470586    34223.113;23801.560;23186.255     6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20061346_20074342_frame2_fft     8    3  0.176439;0.352955;0.470606    6515.246;4804.492;3788.165        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20062689_20074824_frame1_fft     8    3  0.176432;0.352946;0.058838    5504.387;4702.460;3332.891        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20066009_20074586_frame3_fft     8    3  0.176519;0.352921;0.470561    4274.982;3177.397;2486.139        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20074827_20092686_frame1_fft     8    3  0.176494;0.352931;0.470575    8911.167;6602.006;5215.751        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20076170_20091428_frame3_fft     8    3  0.176498;0.352930;0.470573    7622.072;5640.445;4452.902        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20079490_20093383_frame2_fft     8    3  0.176492;0.470597;0.352912    8068.660;4347.981;4015.043        6;2;3
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20055694_20154544_frame_1_fft    79   3  0.176480;0.352949;0.470592    44629.693;24176.599;24029.875     6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20091431_20100770_frame3_fft     13   3  0.176571;0.352929;0.176357    3501.531;3386.073;2950.658        6;3;6
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20094270_20104128_frame1_fft     8    3  0.176506;0.352911;0.470582    5233.683;3378.253;3030.178        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20094394_20106148_frame2_fft     15   3  0.176451;0.352901;0.470563    6729.949;3628.483;2649.250        6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20055800_20216210_frame_3_fft    150  3  0.176479;0.176467;0.470588    67537.762;60427.405;40485.410     6;6;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20106027_20150913_frame1_fft     8    3  0.176469;0.352939;0.470592    29981.899;17046.146;13472.053     6;3;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20106151_20150029_frame2_fft     8    3  0.176467;0.352933;0.058822    28039.543;13752.228;12392.915     6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20151783_20161980_frame1_fft     8    3  0.176424;0.352947;0.058841    4575.593;3958.139;2749.582        6;3;17
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20055615_20205381_frame_2_fft    144  3  0.176482;0.176469;0.470587    56532.359;37384.111;36230.376     6;6;2
without_coding_region  5000   NC_073236.2  SCFR_NC_073236_2_20161983_20173368_frame1_fft     15   3  0.176548;0.058849;0.353008    5010.246;3099.780;2894.629        6;17;3
