without_coding_region  5000   NC_060934.1  SCFR_NC_060934_1_133769541_133774647_frame_1_fft  25   3  0.434391;0.430082;0.425969  613.677;612.594;596.948      2;2;2
without_coding_region  5000   NC_060934.1  SCFR_NC_060934_1_134060533_134067874_frame_3_fft  20   3  0.238115;0.285656;0.119057  1922.811;1727.301;1552.592   4;4;8
without_coding_region  5000   NC_060934.1  SCFR_NC_060934_1_134060784_134067861_frame1_fft   20   3  0.285714;0.238095;0.380952  2260.657;2035.547;1737.643   4;4;3
without_coding_region  5000   NC_060934.1  SCFR_NC_060934_1_134091100_134096386_frame_3_fft  22   3  0.037079;0.111616;0.073969  842.440;830.653;702.577      27;9;14
without_coding_region  5000   NC_060934.1  SCFR_NC_060934_1_134060672_134067875_frame3_fft   20   3  0.285714;0.238095;0.380952  2252.034;2010.945;1740.959   4;4;3
without_coding_region  5000   NC_060934.1  SCFR_NC_060934_1_134091083_134096327_frame_2_fft  22   3  0.036995;0.111556;0.073989  1010.751;814.788;758.432     27;9;14
without_coding_region  5000   NC_060934.1  SCFR_NC_060934_1_18577128_18582279_frame_1_fft    25   3  0.177247;0.412347;0.410600  701.315;647.125;640.181      6;2;2
without_coding_region  5000   NC_060945.1  SCFR_NC_060945_1_41607428_41614955_frame3_fft     6    3  0.333333;0.333865;0.332802  2246.335;660.636;593.450     3;3;3
without_coding_region  5000   NC_060945.1  SCFR_NC_060945_1_41607470_41617934_frame_3_fft    14   3  0.333429;0.333142;0.333811  4609.382;2016.347;1004.393   3;3;3
without_coding_region  5000   NC_060945.1  SCFR_NC_060945_1_41607447_41617941_frame_2_fft    11   3  0.333429;0.333143;0.333810  4615.756;2034.314;988.336    3;3;3
without_coding_region  5000   NC_060945.1  SCFR_NC_060945_1_41607535_41617975_frame_1_fft    12   3  0.333429;0.333142;0.333812  4579.840;2011.845;992.877    3;3;3
without_coding_region  5000   NC_060945.1  SCFR_NC_060945_1_41610271_41617888_frame2_fft     7    3  0.333333;0.333858;0.332808  2255.060;653.961;592.519     3;3;3
without_coding_region  5000   NC_060948.1  SCFR_NC_060948_1_374877_381462_frame1_fft         21   3  0.477752;0.477145;0.477449  691.219;564.833;514.145      2;2;2
without_coding_region  5000   NC_060948.1  SCFR_NC_060948_1_374857_381433_frame2_fft         21   3  0.477494;0.477798;0.477038  690.964;611.320;596.965      2;2;2
without_coding_region  5000   NC_060948.1  SCFR_NC_060948_1_325911_331452_frame_3_fft        17   3  0.237502;0.236780;0.236239  850.160;640.049;578.847      4;4;4
without_coding_region  5000   NC_060948.1  SCFR_NC_060948_1_325834_331447_frame_2_fft        20   3  0.237484;0.236772;0.235703  784.528;663.932;589.292      4;4;4
without_coding_region  5000   NC_060948.1  SCFR_NC_060948_1_375050_381458_frame3_fft         24   3  0.477528;0.015137;0.477060  731.734;617.619;592.242      2;66;2
without_coding_region  5000   NC_060926.1  SCFR_NC_060926_1_201153_207540_frame1_fft         9    3  0.250039;0.250352;0.249726  2040.579;1542.356;1202.390   4;4;4
without_coding_region  5000   NC_060926.1  SCFR_NC_060926_1_201123_207753_frame_2_fft        7    3  0.250075;0.250377;0.249774  2413.951;1223.354;1123.259   4;4;4
without_coding_region  5000   NC_060926.1  SCFR_NC_060926_1_201109_207667_frame2_fft         7    3  0.250076;0.250381;0.249771  2401.149;1184.757;1115.756   4;4;4
without_coding_region  5000   NC_060926.1  SCFR_NC_060926_1_200980_207685_frame_1_fft        7    3  0.250112;0.249814;0.499627  2158.693;989.716;824.420     4;4;2
without_coding_region  5000   NC_060926.1  SCFR_NC_060926_1_201161_207728_frame_3_fft        8    3  0.250038;0.250343;0.249734  2094.415;1559.855;1197.248   4;4;4
without_coding_region  5000   NC_060926.1  SCFR_NC_060926_1_202469_207686_frame3_fft         7    3  0.249760;0.250335;0.499521  1370.140;1214.947;391.465    4;4;2
without_coding_region  5000   NC_060926.1  SCFR_NC_060926_1_242515684_242521150_frame2_fft   19   3  0.476217;0.452433;0.095317  1645.928;1598.655;1535.664   2;2;10
without_coding_region  5000   NC_060926.1  SCFR_NC_060926_1_242515876_242520997_frame_1_fft  20   3  0.095294;0.452451;0.071470  1740.863;1450.695;1298.883   10;2;14
without_coding_region  5000   NC_060926.1  SCFR_NC_060926_1_242515959_242521185_frame_2_fft  20   3  0.095293;0.452354;0.476272  1747.642;1714.450;1264.612   10;2;2
without_coding_region  5000   NC_060926.1  SCFR_NC_060926_1_87368150_87373736_frame_3_fft    27   3  0.390440;0.392410;0.385070  912.297;813.121;704.930      3;3;3
without_coding_region  5000   NC_060926.1  SCFR_NC_060926_1_242515871_242521001_frame_3_fft  19   3  0.476218;0.452437;0.095322  1647.129;1571.501;1467.068   2;2;10
without_coding_region  5000   NC_060943.1  SCFR_NC_060943_1_56998926_57004200_frame1_fft     20   3  0.037163;0.037732;0.111301  629.334;613.088;558.774      27;27;9
without_coding_region  5000   NC_060943.1  SCFR_NC_060943_1_16062466_16067851_frame_1_fft    9    3  0.449954;0.249954;0.049954  2391.496;1813.736;1425.821   2;4;20
without_coding_region  5000   NC_060943.1  SCFR_NC_060943_1_61634235_61640661_frame1_fft     36   3  0.051665;0.025833;0.281979  2054.876;1138.290;872.503    19;39;4
without_coding_region  5000   NC_060943.1  SCFR_NC_060943_1_16062735_16067886_frame_2_fft    9    3  0.450010;0.250049;0.299942  2573.837;1712.976;1538.648   2;4;3
without_coding_region  5000   NC_060943.1  SCFR_NC_060943_1_61634819_61640612_frame3_fft     39   3  0.051614;0.281719;0.025893  2135.496;958.772;859.134     19;4;39
without_coding_region  5000   NC_060931.1  SCFR_NC_060931_1_1295463_1304679_frame_1_fft      28   3  0.028863;0.057292;0.057834  1580.746;1483.553;980.026    35;17;17
without_coding_region  5000   NC_060931.1  SCFR_NC_060931_1_1295698_1304692_frame_3_fft      24   3  0.028797;0.057260;0.057816  1636.297;1159.588;1051.854   35;17;17
without_coding_region  5000   NC_060931.1  SCFR_NC_060931_1_1380634_1385743_frame2_fft       9    3  0.449990;0.300059;0.149931  1834.765;1425.861;1301.923   2;3;7
without_coding_region  5000   NC_060931.1  SCFR_NC_060931_1_1295714_1304672_frame_2_fft      28   3  0.028801;0.057267;0.057825  1670.120;1266.401;1013.488   35;17;17
without_coding_region  5000   NC_060931.1  SCFR_NC_060931_1_159805334_159822644_frame3_fft   28   3  0.333333;0.310687;0.400462  8953.069;1181.475;923.437    3;3;2
without_coding_region  5000   NC_060931.1  SCFR_NC_060931_1_159806198_159822557_frame_2_fft  21   3  0.333333;0.310716;0.400452  9079.161;1185.812;866.430    3;3;2
without_coding_region  5000   NC_060931.1  SCFR_NC_060931_1_159806178_159822525_frame1_fft   20   3  0.333333;0.310699;0.355967  9081.192;1240.704;875.294    3;3;3
without_coding_region  5000   NC_060931.1  SCFR_NC_060931_1_159806340_159822717_frame_1_fft  27   3  0.333333;0.310680;0.310435  9021.218;1141.394;912.590    3;3;3
without_coding_region  5000   NC_060935.1  SCFR_NC_060935_1_11331257_11336300_frame3_fft     10   3  0.031132;0.499306;0.468570  687.618;628.118;528.099      32;2;2
without_coding_region  5000   NC_060935.1  SCFR_NC_060935_1_206502_214065_frame1_fft         30   3  0.365067;0.333333;0.031733  2358.063;2054.721;1749.369   3;3;32
without_coding_region  5000   NC_060935.1  SCFR_NC_060935_1_3699612_3705909_frame_3_fft      31   3  0.317453;0.253930;0.285692  1534.909;1456.790;1383.295   3;4;4
without_coding_region  5000   NC_060935.1  SCFR_NC_060935_1_206501_214061_frame_1_fft        31   3  0.365079;0.333333;0.190476  2394.385;2056.375;2023.886   3;3;5
without_coding_region  5000   NC_060935.1  SCFR_NC_060935_1_6773051_6778619_frame_1_fft      1    1  0.333333                    611.352                      3
without_coding_region  5000   NC_060935.1  SCFR_NC_060935_1_3712779_3720252_frame1_fft       37   3  0.142914;0.174629;0.253981  1792.297;1497.819;1490.986   7;6;4
without_coding_region  5000   NC_060935.1  SCFR_NC_060935_1_3701299_3707122_frame2_fft       31   3  0.142882;0.253993;0.285763  1506.869;1320.676;1148.228   7;4;4
without_coding_region  5000   NC_060942.1  SCFR_NC_060942_1_74425633_74430805_frame_2_fft    22   3  0.481439;0.296210;0.111176  1542.241;1277.086;1048.826   2;3;9
without_coding_region  5000   NC_060946.1  SCFR_NC_060946_1_20758991_20765624_frame3_fft     29   3  0.333484;0.333183;0.073873  1845.472;1737.489;1654.261   3;3;14
without_coding_region  5000   NC_060946.1  SCFR_NC_060946_1_20759017_20765623_frame_2_fft    28   3  0.333485;0.333182;0.073872  1819.245;1748.614;1645.768   3;3;14
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_151389693_151396119_frame_2_fft  23   3  0.148148;0.333333;0.426082  754.783;748.337;690.896      7;3;2
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_151659493_151665865_frame2_fft   20   3  0.455430;0.456215;0.454959  1057.852;923.477;891.891     2;2;2
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_151659503_151665851_frame3_fft   21   3  0.455419;0.454946;0.456207  1016.554;935.643;918.604     2;2;2
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_151659219_151665822_frame1_fft   20   3  0.454945;0.455399;0.457671  945.387;945.224;814.988      2;2;2
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_3253016_3259088_frame_3_fft      17   3  0.042819;0.041996;0.242095  698.777;542.665;495.404      23;24;4
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_3253152_3259275_frame_2_fft      16   3  0.042953;0.242038;0.041973  750.970;554.083;537.766      23;4;24
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_359745_366177_frame1_fft         16   3  0.015081;0.461909;0.477767  608.217;484.080;480.997      66;2;2
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_3253387_3259066_frame_1_fft      19   3  0.042965;0.280859;0.041733  710.272;498.611;482.036      23;4;24
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_359918_366206_frame3_fft         16   3  0.015108;0.477576;0.478053  610.341;565.281;458.060      66;2;2
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_359725_366202_frame2_fft         17   3  0.015130;0.477999;0.477536  572.408;531.914;528.925      66;2;2
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_7722645_7734708_frame1_fft       29   3  0.032247;0.032413;0.033325  1157.921;906.294;848.234     31;31;30
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_7724006_7730822_frame_3_fft      15   3  0.033304;0.032864;0.272007  731.001;604.382;583.538      30;30;4
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_74174571_74180871_frame_2_fft    3    3  0.333333;0.000476;0.000794  760.336;384.478;373.447      3;2100;1260
without_coding_region  5000   NC_060947.1  SCFR_NC_060947_1_7722679_7734679_frame2_fft       30   3  0.032250;0.033333;0.032417  1184.001;897.776;860.743     31;30;31
without_coding_region  5000   NC_060944.1  SCFR_NC_060944_1_1893398_1907567_frame3_fft       90   3  0.071282;0.071424;0.142706  2627.962;1960.291;1835.946   14;14;7
without_coding_region  5000   NC_060944.1  SCFR_NC_060944_1_1893108_1907463_frame1_fft       99   3  0.071404;0.071264;0.070637  2923.365;1843.615;1748.349   14;14;14
without_coding_region  5000   NC_060944.1  SCFR_NC_060944_1_1893379_1907482_frame2_fft       94   3  0.071403;0.070623;0.071261  2943.972;1687.480;1656.681   14;14;14
without_coding_region  5000   NC_060944.1  SCFR_NC_060944_1_1893330_1907433_frame_1_fft      94   3  0.071403;0.070623;0.071261  2937.322;1678.167;1664.509   14;14;14
without_coding_region  5000   NC_060944.1  SCFR_NC_060944_1_1893422_1907585_frame_2_fft      93   3  0.071383;0.142696;0.070818  3043.927;1919.060;1646.843   14;7;14
without_coding_region  5000   NC_060944.1  SCFR_NC_060944_1_1893463_1907521_frame_3_fft      90   3  0.071276;0.071418;0.142695  2431.250;2258.698;1907.762   14;14;7
without_coding_region  5000   NC_060944.1  SCFR_NC_060944_1_65507338_65514148_frame2_fft     1    1  0.333333                    4397.953                     3
without_coding_region  5000   NC_060944.1  SCFR_NC_060944_1_65507465_65514230_frame3_fft     1    1  0.333333                    4396.596                     3
without_coding_region  5000   NC_060944.1  SCFR_NC_060944_1_65507362_65514208_frame_3_fft    1    1  0.333333                    4394.612                     3
without_coding_region  5000   NC_060937.1  SCFR_NC_060937_1_13673413_13678828_frame_3_fft    25   3  0.333333;0.408310;0.370822  1639.915;683.907;654.420     3;2;3
without_coding_region  5000   NC_060937.1  SCFR_NC_060937_1_1302045_1307583_frame1_fft       19   3  0.452329;0.428494;0.047671  1356.407;1309.784;1123.361   2;2;21
without_coding_region  5000   NC_060937.1  SCFR_NC_060937_1_13673369_13678517_frame3_fft     23   3  0.333333;0.074398;0.408314  1658.120;698.362;676.843     3;13;2
without_coding_region  5000   NC_060928.1  SCFR_NC_060928_1_192585953_192591416_frame_1_fft  29   3  0.323266;0.323632;0.382391  1325.185;1160.435;1144.364   3;3;3
without_coding_region  5000   NC_060928.1  SCFR_NC_060928_1_169929235_169935583_frame2_fft   42   3  0.390832;0.482829;0.471330  1444.594;1398.563;1315.446   3;2;2
without_coding_region  5000   NC_060928.1  SCFR_NC_060928_1_169925786_169936622_frame_1_fft  71   3  0.103451;0.482743;0.160945  1973.057;1958.963;1744.106   10;2;6
without_coding_region  5000   NC_060928.1  SCFR_NC_060928_1_40264093_40269565_frame2_fft     4    3  0.166667;0.333333;0.499086  1577.338;1521.046;412.891    6;3;2
without_coding_region  5000   NC_060928.1  SCFR_NC_060928_1_169925808_169937574_frame_3_fft  69   3  0.091960;0.103434;0.482747  2108.537;1857.692;1715.475   11;10;2
without_coding_region  5000   NC_060928.1  SCFR_NC_060928_1_40264043_40269398_frame3_fft     2    2  0.166760;0.333333           1575.750;1502.649            6;3
without_coding_region  5000   NC_060928.1  SCFR_NC_060928_1_40264149_40269732_frame1_fft     3    3  0.166756;0.333333;0.332259  1612.138;1521.591;365.750    6;3;3
without_coding_region  5000   NC_060928.1  SCFR_NC_060928_1_7835832_7842624_frame1_fft       32   3  0.166519;0.208333;0.374853  1143.447;1090.833;1075.168   6;5;3
without_coding_region  5000   NC_060927.1  SCFR_NC_060927_1_199530585_199537254_frame1_fft   24   3  0.227320;0.225971;0.226421  1102.369;925.590;847.954     4;4;4
without_coding_region  5000   NC_060927.1  SCFR_NC_060927_1_199530610_199537132_frame2_fft   21   3  0.227384;0.226004;0.224778  859.267;854.716;789.948      4;4;4
without_coding_region  5000   NC_060927.1  SCFR_NC_060927_1_199530596_199537127_frame3_fft   18   3  0.227377;0.225999;0.224774  911.549;864.827;812.764      4;4;4
without_coding_region  5000   NC_060930.1  SCFR_NC_060930_1_168126855_168132705_frame1_fft   7    3  0.124957;0.375043;0.062564  2240.508;1946.301;1620.587   8;3;16
without_coding_region  5000   NC_060930.1  SCFR_NC_060930_1_171253508_171258662_frame_1_fft  22   3  0.351572;0.350407;0.352348  810.153;735.364;731.732      3;3;3
without_coding_region  5000   NC_060930.1  SCFR_NC_060930_1_168126875_168132740_frame3_fft   7    3  0.124979;0.374936;0.312532  2327.051;1624.012;1553.101   8;3;3
without_coding_region  5000   NC_060930.1  SCFR_NC_060930_1_168126778_168132607_frame2_fft   7    3  0.375021;0.062446;0.125064  2031.368;1887.144;1739.794   3;16;8
without_coding_region  5000   NC_060930.1  SCFR_NC_060930_1_65442883_65449135_frame_2_fft    1    1  0.333333                    3790.305                     3
without_coding_region  5000   NC_060930.1  SCFR_NC_060930_1_65442955_65449012_frame2_fft     1    1  0.333333                    3798.980                     3
without_coding_region  5000   NC_060930.1  SCFR_NC_060930_1_65442954_65448960_frame_3_fft    1    1  0.333333                    3805.130                     3
without_coding_region  5000   NC_060925.1  SCFR_NC_060925_1_110130430_110135794_frame2_fft   11   3  0.333520;0.332401;0.331096  1701.645;785.518;733.383     3;3;3
without_coding_region  5000   NC_060925.1  SCFR_NC_060925_1_31283991_31289457_frame_1_fft    4    3  0.444383;0.222283;0.333333  2262.336;2082.512;1992.331   2;4;3
without_coding_region  5000   NC_060925.1  SCFR_NC_060925_1_31284113_31289453_frame3_fft     4    3  0.444382;0.222285;0.333333  2235.623;2075.062;1973.031   2;4;3
without_coding_region  5000   NC_060925.1  SCFR_NC_060925_1_2194196_2200379_frame_2_fft      35   3  0.099628;0.024907;0.049814  1378.010;1335.996;1258.581   10;40;20
without_coding_region  5000   NC_060925.1  SCFR_NC_060925_1_31283716_31289560_frame_3_fft    4    3  0.444387;0.222279;0.333333  2316.031;2138.653;1997.006   2;4;3
without_coding_region  5000   NC_060925.1  SCFR_NC_060925_1_31283980_31289470_frame2_fft     4    3  0.444444;0.222222;0.111111  2690.727;2510.194;2259.456   2;5;9
without_coding_region  5000   NC_060933.1  SCFR_NC_060933_1_395486_400679_frame3_fft         1    1  0.333333                    3274.498                     3
without_coding_region  5000   NC_060933.1  SCFR_NC_060933_1_395542_400771_frame2_fft         1    1  0.333333                    3319.157                     3
without_coding_region  5000   NC_060933.1  SCFR_NC_060933_1_395516_400868_frame_2_fft        1    1  0.333333                    3340.742                     3
without_coding_region  5000   NC_060933.1  SCFR_NC_060933_1_395493_400890_frame1_fft         1    1  0.333333                    3338.616                     3
without_coding_region  5000   NC_060933.1  SCFR_NC_060933_1_395577_400893_frame_1_fft        1    1  0.333333                    3342.754                     3
without_coding_region  5000   NC_060933.1  SCFR_NC_060933_1_79978486_79984003_frame_3_fft    17   3  0.390248;0.391336;0.383179  1085.498;736.834;580.098     3;3;3
without_coding_region  5000   NC_060933.1  SCFR_NC_060933_1_44806122_44812923_frame_1_fft    28   3  0.389943;0.388913;0.389355  819.551;665.345;601.354      3;3;3
without_coding_region  5000   NC_060933.1  SCFR_NC_060933_1_40576219_40581328_frame_3_fft    19   3  0.390683;0.382267;0.391270  639.204;605.862;498.108      3;3;3
without_coding_region  5000   NC_060933.1  SCFR_NC_060933_1_77562595_77568433_frame2_fft     31   3  0.390716;0.390202;0.389860  1003.483;876.061;758.007     3;3;3
without_coding_region  5000   NC_060940.1  SCFR_NC_060940_1_1751049_1756365_frame_3_fft      15   3  0.499624;0.499059;0.498683  818.945;595.711;464.925      2;2;2
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_132290033_132296255_frame3_fft   27   3  0.022179;0.177756;0.155416  1342.693;1210.905;1140.810   45;6;6
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_131622648_131629353_frame1_fft   28   3  0.470694;0.470395;0.470097  2205.699;1650.204;1505.773   2;2;2
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_131623112_131629325_frame3_fft   32   3  0.470626;0.470143;0.177853  1936.680;1334.700;1034.984   2;2;6
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_131622820_131629414_frame2_fft   29   3  0.470428;0.470731;0.470124  1883.384;1713.373;1428.576   2;2;2
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_133004969_133010465_frame3_fft   8    3  0.053311;0.052766;0.105895  495.587;491.817;443.944      19;19;9
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_133005159_133010910_frame1_fft   9    3  0.053208;0.052686;0.105895  480.039;448.185;425.300      19;19;9
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_133005142_133011970_frame_3_fft  10   3  0.053310;0.052724;0.105888  486.448;452.451;448.947      19;19;9
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_133005018_133011888_frame_1_fft  11   3  0.053275;0.052693;0.105968  556.760;436.894;433.868      19;19;9
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_133005146_133011884_frame_2_fft  8    3  0.053280;0.052686;0.105966  544.773;435.943;434.160      19;19;9
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_133005175_133011940_frame2_fft   10   3  0.053215;0.052772;0.106282  555.852;429.558;412.493      19;19;9
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_2251543_2257381_frame2_fft       14   3  0.233299;0.166667;0.366735  1949.466;1901.511;1881.848   4;6;3
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_40437820_40444819_frame_3_fft    21   3  0.333333;0.233319;0.133305  2773.139;1344.290;1262.061   3;4;8
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_40431056_40441022_frame3_fft     35   3  0.333333;0.033414;0.366747  3886.346;1586.177;1510.890   3;30;3
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_31856901_31861944_frame1_fft     1    1  0.333333                    658.834                      3
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_50313453_50319429_frame_1_fft    15   3  0.333333;0.027778;0.305556  933.640;689.480;672.347      3;36;3
with_coding_region     5000   NC_060936.1  SCFR_NC_060936_1_56683770_56689479_frame_1_fft    3    3  0.333333;0.043440;0.072517  1408.091;604.192;348.912     3;23;14
with_coding_region     5000   NC_060938.1  SCFR_NC_060938_1_1281710_1287200_frame3_fft       19   3  0.428597;0.452459;0.166667  1946.013;1235.559;1221.734   2;2;6
with_coding_region     5000   NC_060938.1  SCFR_NC_060938_1_9191928_9197229_frame_2_fft      11   3  0.399925;0.200528;0.199585  1236.826;1230.044;1132.211   3;5;5
with_coding_region     5000   NC_060938.1  SCFR_NC_060938_1_9180175_9185392_frame_1_fft      9    3  0.400422;0.199348;0.200498  1359.879;1196.313;1080.027   2;5;5
with_coding_region     5000   NC_060938.1  SCFR_NC_060938_1_99184539_99199485_frame_2_fft    100  3  0.333333;0.187876;0.143450  2877.341;1532.108;1482.166   3;5;7
with_coding_region     5000   NC_060938.1  SCFR_NC_060938_1_99472982_99484097_frame3_fft     49   3  0.264687;0.362753;0.343140  2660.607;2487.754;2438.692   4;3;3
with_coding_region     5000   NC_060941.1  SCFR_NC_060941_1_39189373_39194515_frame_3_fft    1    1  0.333333                    480.514                      3
