SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods
SCFR_NC_073252_2_26037181_26037592_frame_1_fft	1	1	0.248175	174.783	4
SCFR_NC_073252_2_2779449_2779825_frame1_fft	1	1	0.111702	106.304	9
SCFR_NC_073252_2_38941121_38941680_frame3_fft	2	2	0.466905;0.484794	115.482;109.097	2;2
SCFR_NC_073252_2_48977364_48977463_frame1_fft	1	1	0.252525	46.090	4
SCFR_NC_073252_2_5033168_5033220_frame3_fft	1	1	0.346154	33.686	3
SCFR_NC_073252_2_49038249_49039122_frame_2_fft	1	1	0.003436	142.024	291
SCFR_NC_073252_2_5896227_5896596_frame_2_fft	1	1	0.490515	92.093	2
SCFR_NC_073252_2_6076537_6076768_frame2_fft	1	1	0.251082	68.927	4
SCFR_NC_073252_2_6125352_6125560_frame_1_fft	2	2	0.336538;0.326923	89.285;64.589	3;3
SCFR_NC_073252_2_61341485_61342195_frame3_fft	1	1	0.084507	119.547	12
SCFR_NC_073252_2_59244500_59245032_frame3_fft	1	1	0.189850	111.968	5
SCFR_NC_073252_2_7913704_7913915_frame2_fft	1	1	0.018957	72.809	53
SCFR_NC_073252_2_8009144_8009319_frame3_fft	1	1	0.040000	57.437	25
SCFR_NC_073252_2_8009922_8010269_frame1_fft	1	1	0.184438	103.260	5
SCFR_NC_073252_2_93236831_93237106_frame_1_fft	1	1	0.014545	77.599	69
SCFR_NC_073253_2_133714465_133714622_frame2_fft	1	1	0.337580	56.406	3
SCFR_NC_073253_2_168743143_168743488_frame_1_fft	1	1	0.333333	90.467	3
SCFR_NC_073253_2_1689600_1690391_frame_3_fft	1	1	0.419722	144.393	2
SCFR_NC_073253_2_171325191_171325360_frame1_fft	1	1	0.331361	67.953	3
SCFR_NC_073253_2_1698193_1699672_frame_1_fft	5	3	0.207573;0.206220;0.138607	298.038;207.919;200.105	5;5;7
SCFR_NC_073253_2_171672910_171673186_frame2_fft	1	1	0.336957	107.142	3
SCFR_NC_073253_2_171971061_171971180_frame_3_fft	1	1	0.487395	48.329	2
SCFR_NC_073253_2_172480327_172480917_frame2_fft	8	3	0.481356;0.074576;0.444068	186.721;162.389;150.483	2;13;2
SCFR_NC_073253_2_172761879_172762134_frame_2_fft	1	1	0.333333	115.231	3
SCFR_NC_073253_2_172172700_172173050_frame1_fft	1	1	0.494286	84.064	2
SCFR_NC_073253_2_1773680_1774013_frame_3_fft	2	2	0.300300;0.198198	105.179;92.066	3;5
SCFR_NC_073253_2_1873601_1873941_frame3_fft	2	2	0.320588;0.358824	103.067;83.606	3;3
SCFR_NC_073253_2_2131767_2140050_frame1_fft	29	3	0.066763;0.066522;0.470361	969.603;873.477;752.048	15;15;2
SCFR_NC_073253_2_507364_507544_frame_1_fft	1	1	0.361111	66.065	3
SCFR_NC_073253_2_54203474_54206739_frame_2_fft	1	1	0.333231	276.545	3
SCFR_NC_073253_2_662323_663538_frame_1_fft	1	1	0.059259	163.038	17
SCFR_NC_073254_2_100271951_100272672_frame3_fft	2	2	0.242718;0.252427	149.404;118.999	4;4
SCFR_NC_073254_2_127508466_127508647_frame1_fft	1	1	0.331492	64.404	3
SCFR_NC_073254_2_155158510_155159201_frame2_fft	1	1	0.004342	132.964	231
SCFR_NC_073254_2_156008401_156008660_frame2_fft	1	1	0.335907	78.745	3
SCFR_NC_073254_2_190692510_190693023_frame_2_fft	2	2	0.064327;0.048733	103.914;103.867	16;21
SCFR_NC_073254_2_51637084_51638024_frame2_fft	1	1	0.003191	162.543	314
SCFR_NC_073254_2_56081836_56082952_frame2_fft	1	1	0.006272	153.691	160
SCFR_NC_073254_2_56183903_56184266_frame_3_fft	1	1	0.333333	96.536	3
SCFR_NC_073254_2_57678379_57678765_frame2_fft	1	1	0.494819	90.518	2
SCFR_NC_073254_2_58643473_58644517_frame2_fft	1	1	0.001916	192.415	522
SCFR_NC_073254_2_66423475_66423568_frame_1_fft	1	1	0.247312	48.330	4
SCFR_NC_073254_2_78434902_78435035_frame2_fft	1	1	0.338346	54.389	3
SCFR_NC_073254_2_90512341_90513912_frame2_fft	1	1	0.333546	180.977	3
SCFR_NC_073255_2_114842265_114842506_frame1_fft	1	1	0.008299	73.388	121
SCFR_NC_073255_2_116467370_116468271_frame3_fft	1	1	0.093230	134.062	11
SCFR_NC_073255_2_118599985_118600396_frame_3_fft	1	1	0.004866	91.304	206
SCFR_NC_073255_2_118764444_118764619_frame1_fft	1	1	0.102857	64.165	10
SCFR_NC_073255_2_119046512_119047140_frame3_fft	4	3	0.332803;0.265924;0.401274	183.130;159.628;150.372	3;4;2
SCFR_NC_073255_2_120332632_120333003_frame2_fft	1	1	0.495957	116.853	2
SCFR_NC_073255_2_12573045_12573103_frame1_fft	1	1	0.327586	35.361	3
SCFR_NC_073255_2_144848967_144849090_frame_1_fft	1	1	0.016260	48.774	62
SCFR_NC_073255_2_119046512_119050857_frame3_fft	48	3	0.333257;0.265593;0.401151	1201.695;1016.017;1010.692	3;4;2
SCFR_NC_073255_2_150730744_150731512_frame_3_fft	1	1	0.333333	125.771	3
SCFR_NC_073255_2_119022050_119043954_frame3_fft	110	3	0.333318;0.401160;0.367239	6131.505;4633.896;4173.925	3;2;3
SCFR_NC_073255_2_119022050_119028384_frame3_fft	48	3	0.333281;0.401168;0.265551	1712.712;1328.297;1124.824	3;2;4
SCFR_NC_073255_2_165695107_165695369_frame_2_fft	1	1	0.122137	73.835	8
SCFR_NC_073255_2_119022050_119025717_frame3_fft	34	3	0.333242;0.401145;0.299427	991.642;802.105;774.423	3;2;3
SCFR_NC_073255_2_119022050_119030685_frame3_fft	71	3	0.333295;0.401158;0.367226	2343.000;1854.567;1545.639	3;2;3
SCFR_NC_073255_2_119022050_119032794_frame3_fft	77	3	0.333302;0.401154;0.299423	2948.340;2309.182;2197.981	3;2;3
SCFR_NC_073255_2_175730809_175733249_frame_2_fft	1	1	0.333197	277.885	3
SCFR_NC_073255_2_118884714_118940821_frame1_fft	90	3	0.333327;0.392144;0.078457	14551.787;8055.806;7914.170	3;3;13
SCFR_NC_073255_2_187365348_187365772_frame_3_fft	1	1	0.004717	92.443	212
SCFR_NC_073255_2_187413841_187414313_frame2_fft	1	1	0.122881	93.799	8
SCFR_NC_073255_2_187439844_187440696_frame_1_fft	1	1	0.333333	189.749	3
SCFR_NC_073255_2_187619941_187620528_frame_1_fft	1	1	0.250426	232.123	4
SCFR_NC_073255_2_26292109_26292584_frame2_fft	1	1	0.004211	123.737	238
SCFR_NC_073255_2_31226071_31226536_frame2_fft	1	1	0.004301	95.546	233
SCFR_NC_073255_2_35279242_35280727_frame_3_fft	1	1	0.333333	352.912	3
SCFR_NC_073255_2_35783118_35783265_frame1_fft	1	1	0.197279	52.881	5
SCFR_NC_073255_2_49138089_49140379_frame_3_fft	6	3	0.054148;0.106114;0.486463	368.276;344.120;281.178	18;9;2
SCFR_NC_073255_2_118884714_118932727_frame1_fft	77	3	0.333326;0.411784;0.392144	12493.024;7057.215;7025.564	3;2;3
SCFR_NC_073255_2_5097218_5098157_frame_2_fft	1	1	0.333333	137.745	3
SCFR_NC_073255_2_52922262_52922586_frame1_fft	1	1	0.493827	79.036	2
SCFR_NC_073255_2_5933936_5934696_frame3_fft	2	2	0.043421;0.088158	165.508;163.801	23;11
SCFR_NC_073255_2_7533489_7534543_frame1_fft	10	3	0.490512;0.431689;0.352941	356.673;283.584;267.456	2;2;3
SCFR_NC_073255_2_7533489_7534576_frame1_fft	8	3	0.490340;0.431463;0.353266	408.112;349.396;232.821	2;2;3
SCFR_NC_073255_2_77086737_77087154_frame_1_fft	1	1	0.496403	139.692	2
SCFR_NC_073255_2_82214062_82214153_frame2_fft	1	1	0.483516	46.396	2
SCFR_NC_073255_2_92853670_92854219_frame_3_fft	1	1	0.477231	100.356	2
SCFR_NC_073255_2_93649766_93650253_frame_1_fft	1	1	0.010267	105.155	98
SCFR_NC_073256_2_101211390_101211533_frame1_fft	1	1	0.489510	51.747	2
SCFR_NC_073256_2_122668498_122668670_frame2_fft	1	1	0.331395	55.907	3
SCFR_NC_073256_2_150321918_150322517_frame1_fft	1	1	0.495826	122.233	2
SCFR_NC_073255_2_93965784_93967251_frame1_fft	5	3	0.241309;0.237900;0.119291	281.376;242.281;185.920	4;4;8
SCFR_NC_073255_2_93965788_93967426_frame2_fft	3	3	0.238095;0.241148;0.120269	262.080;226.866;180.913	4;4;8
SCFR_NC_073255_2_5848849_5851241_frame_2_fft	8	3	0.131689;0.130017;0.125836	293.829;274.264;272.321	8;8;8
SCFR_NC_073256_2_159909111_159909530_frame1_fft	1	1	0.081146	105.614	12
SCFR_NC_073256_2_159909111_159909520_frame1_fft	1	1	0.080685	95.968	12
SCFR_NC_073256_2_161054923_161055370_frame_2_fft	1	1	0.290828	99.636	3
SCFR_NC_073256_2_161058937_161059498_frame_2_fft	1	1	0.185383	132.584	5
SCFR_NC_073256_2_161059114_161059498_frame_2_fft	2	2	0.184896;0.036458	130.678;101.276	5;28
SCFR_NC_073256_2_161726468_161726616_frame3_fft	1	1	0.479730	55.757	2
SCFR_NC_073256_2_161914698_161914892_frame_1_fft	1	1	0.103093	62.461	10
SCFR_NC_073256_2_161926169_161926541_frame_1_fft	1	1	0.123656	87.456	8
SCFR_NC_073256_2_16336136_16337027_frame3_fft	11	3	0.410774;0.160494;0.035915	248.406;204.522;191.790	2;6;28
SCFR_NC_073256_2_41131351_41131683_frame_3_fft	1	1	0.057229	119.549	18
SCFR_NC_073256_2_48656824_48656930_frame2_fft	1	1	0.330189	47.542	3
SCFR_NC_073257_2_106891108_106891350_frame2_fft	1	1	0.252066	72.061	4
SCFR_NC_073257_2_106939959_106940170_frame_3_fft	1	1	0.251185	65.376	4
SCFR_NC_073257_2_108497220_108497421_frame_1_fft	1	1	0.338308	63.288	3
SCFR_NC_073257_2_114049234_114049326_frame2_fft	1	1	0.021739	41.534	46
SCFR_NC_073257_2_124826546_124826967_frame3_fft	1	1	0.004751	109.195	211
SCFR_NC_073257_2_125927274_125927817_frame_1_fft	1	1	0.333333	115.561	3
SCFR_NC_073257_2_126189833_126190536_frame_1_fft	7	3	0.332859;0.277383;0.166430	266.605;187.577;176.726	3;4;6
SCFR_NC_073257_2_129412819_129413348_frame2_fft	1	1	0.003781	141.858	265
SCFR_NC_073257_2_13876489_13877701_frame_3_fft	15	3	0.309406;0.333333;0.047855	354.664;306.584;278.745	3;3;21
SCFR_NC_073257_2_142027531_142027991_frame2_fft	1	1	0.123913	109.806	8
SCFR_NC_073257_2_144196114_144196315_frame_3_fft	1	1	0.398010	62.942	3
SCFR_NC_073257_2_144196081_144196315_frame_3_fft	1	1	0.397436	68.670	3
SCFR_NC_073257_2_144169731_144170047_frame1_fft	1	1	0.256329	78.357	4
SCFR_NC_073257_2_144356398_144356858_frame2_fft	1	1	0.004348	97.096	230
SCFR_NC_073257_2_144886209_144886647_frame_1_fft	2	2	0.248858;0.184932	111.914;105.454	4;5
SCFR_NC_073257_2_145304378_145304853_frame3_fft	1	1	0.332632	100.017	3
SCFR_NC_073257_2_145409082_145409420_frame_2_fft	2	2	0.298817;0.455621	104.120;86.549	3;2
SCFR_NC_073257_2_145413628_145414689_frame_1_fft	13	3	0.292177;0.375118;0.478794	369.769;257.643;214.437	3;3;2
SCFR_NC_073257_2_145594486_145594771_frame_3_fft	1	1	0.171930	102.711	6
SCFR_NC_073257_2_145403968_145405233_frame_1_fft	22	3	0.381028;0.015810;0.047431	446.281;352.968;286.507	3;63;21
SCFR_NC_073257_2_25959670_25959719_frame_2_fft	1	1	0.244898	32.531	4
SCFR_NC_073257_2_27351620_27352397_frame_2_fft	2	2	0.335907;0.332046	176.874;156.704	3;3
SCFR_NC_073257_2_38846236_38846321_frame2_fft	1	1	0.329412	39.293	3
SCFR_NC_073257_2_41206538_41206925_frame3_fft	1	1	0.007752	99.108	129
SCFR_NC_073257_2_91434440_91434699_frame3_fft	1	1	0.007722	71.526	130
SCFR_NC_073258_2_112971268_112971512_frame2_fft	1	1	0.331967	74.594	3
SCFR_NC_073258_2_117883354_117883409_frame2_fft	1	1	0.327273	35.126	3
SCFR_NC_073258_2_120065165_120065569_frame_2_fft	1	1	0.004950	89.123	202
SCFR_NC_073258_2_126962997_126963294_frame1_fft	1	1	0.488215	72.839	2
SCFR_NC_073258_2_124131132_124131820_frame1_fft	1	1	0.002907	125.613	344
SCFR_NC_073258_2_14685144_14685229_frame1_fft	1	1	0.141176	40.483	7
SCFR_NC_073258_2_119175572_119178103_frame3_fft	1	1	0.333465	258.762	3
SCFR_NC_073258_2_2576040_2576392_frame1_fft	1	1	0.190341	116.968	5
SCFR_NC_073258_2_2605566_2606358_frame_3_fft	3	3	0.359848;0.154040;0.308081	138.714;134.447;132.039	3;6;3
SCFR_NC_073258_2_2771253_2771989_frame1_fft	3	3	0.188859;0.062500;0.126359	140.051;125.877;121.129	5;16;8
SCFR_NC_073258_2_2789963_2790457_frame_2_fft	1	1	0.491903	133.994	2
SCFR_NC_073258_2_3160661_3160877_frame3_fft	1	1	0.199074	69.951	5
SCFR_NC_073258_2_33531772_33531829_frame2_fft	1	1	0.333333	31.683	3
SCFR_NC_073258_2_3491432_3491902_frame3_fft	1	1	0.061702	100.511	16
SCFR_NC_073258_2_3586764_3587597_frame1_fft	2	2	0.498199;0.495798	222.936;199.664	2;2
SCFR_NC_073258_2_3668340_3668936_frame1_fft	4	3	0.449664;0.098993;0.199664	146.089;142.615;128.918	2;10;5
SCFR_NC_073258_2_63378471_63378861_frame1_fft	1	1	0.333333	95.267	3
SCFR_NC_073258_2_65548158_65548623_frame1_fft	2	2	0.060215;0.425806	177.950;105.098	17;2
SCFR_NC_073258_2_66808259_66808790_frame3_fft	1	1	0.003766	103.256	266
SCFR_NC_073258_2_64946108_64948288_frame3_fft	1	1	0.333486	319.409	3
SCFR_NC_073258_2_67575664_67576097_frame_1_fft	1	1	0.484988	191.271	2
SCFR_NC_073258_2_69213293_69214451_frame_1_fft	1	1	0.333333	253.843	3
SCFR_NC_073258_2_77583260_77583668_frame_1_fft	1	1	0.004902	89.060	204
SCFR_NC_073258_2_84123964_84124958_frame2_fft	1	1	0.332998	193.257	3
SCFR_NC_073259_2_118943696_118944113_frame3_fft	1	1	0.333333	155.777	3
SCFR_NC_073259_2_12379893_12380732_frame1_fft	1	1	0.498212	190.964	2
SCFR_NC_073259_2_125620781_125620951_frame_3_fft	1	1	0.252941	73.889	4
SCFR_NC_073259_2_126217504_126217705_frame_3_fft	1	1	0.482587	62.535	2
SCFR_NC_073259_2_129895538_129895905_frame3_fft	1	1	0.008174	87.988	123
SCFR_NC_073259_2_129907435_129907868_frame2_fft	1	1	0.009238	101.430	108
SCFR_NC_073259_2_130290776_130291089_frame3_fft	1	1	0.006390	84.938	157
SCFR_NC_073259_2_130944147_130944712_frame1_fft	1	1	0.065487	143.874	15
SCFR_NC_073259_2_132998527_132998986_frame_3_fft	1	1	0.333333	120.684	3
SCFR_NC_073259_2_140012686_140012990_frame2_fft	1	1	0.437500	82.649	2
SCFR_NC_073259_2_140010069_140010929_frame1_fft	6	3	0.281395;0.094186;0.375581	240.527;182.969;182.249	4;11;3
SCFR_NC_073259_2_140728258_140728937_frame2_fft	1	1	0.002946	126.900	340
SCFR_NC_073259_2_27082365_27082530_frame_1_fft	1	1	0.327273	61.567	3
SCFR_NC_073259_2_37092033_37092250_frame1_fft	1	1	0.009217	67.445	109
SCFR_NC_073259_2_38371204_38371929_frame2_fft	1	1	0.333793	121.830	3
SCFR_NC_073259_2_140728245_140729722_frame1_fft	2	2	0.155721;0.002708	193.989;182.284	6;370
SCFR_NC_073259_2_37148777_37150563_frame_1_fft	1	1	0.451288	193.842	2
SCFR_NC_073259_2_5643552_5644345_frame1_fft	1	1	0.034048	152.884	29
SCFR_NC_073259_2_6906370_6906533_frame2_fft	1	1	0.018405	58.293	55
SCFR_NC_073259_2_70422949_70423164_frame2_fft	1	1	0.488372	69.266	2
SCFR_NC_073260_2_105774960_105775143_frame_2_fft	1	1	0.010929	62.663	92
SCFR_NC_073260_2_11173139_11173686_frame3_fft	1	1	0.332724	181.046	3
SCFR_NC_073260_2_118559184_118560445_frame1_fft	1	1	0.333069	196.846	3
SCFR_NC_073260_2_13609675_13610032_frame_1_fft	1	1	0.333333	82.696	3
SCFR_NC_073260_2_14167819_14167964_frame2_fft	1	1	0.331034	54.797	3
SCFR_NC_073260_2_15962261_15962622_frame3_fft	4	3	0.171745;0.484765;0.429363	104.929;100.499;97.571	6;2;2
SCFR_NC_073260_2_17180344_17180730_frame_2_fft	1	1	0.448187	98.223	2
SCFR_NC_073260_2_1963096_1963432_frame_1_fft	1	1	0.163690	80.932	6
SCFR_NC_073260_2_2167113_2167783_frame_1_fft	1	1	0.002985	115.097	336
SCFR_NC_073260_2_2382026_2382422_frame3_fft	1	1	0.333333	89.068	3
SCFR_NC_073260_2_2610058_2610352_frame_1_fft	1	1	0.146259	81.746	7
SCFR_NC_073260_2_2644598_2644866_frame3_fft	3	3	0.417910;0.167910;0.082090	125.586;98.786;86.858	2;6;12
SCFR_NC_073260_2_1937866_1939349_frame2_fft	7	3	0.065408;0.333109;0.033715	271.482;255.068;242.309	15;3;30
SCFR_NC_073260_2_2904447_2907667_frame1_fft	1	1	0.333230	353.607	3
SCFR_NC_073260_2_2982503_2983370_frame3_fft	2	2	0.040369;0.083045	143.184;133.717	25;12
SCFR_NC_073260_2_2904447_2907670_frame1_fft	1	1	0.333230	354.535	3
SCFR_NC_073260_2_1803723_1813277_frame1_fft	48	3	0.066674;0.233305;0.066883	2116.647;1328.117;1256.065	15;4;15
SCFR_NC_073260_2_3335905_3336680_frame2_fft	1	1	0.332903	184.634	3
SCFR_NC_073260_2_4210051_4211299_frame_1_fft	5	3	0.098558;0.148237;0.049679	439.426;290.829;215.526	10;7;20
SCFR_NC_073260_2_45126410_45127049_frame3_fft	3	3	0.111111;0.133020;0.422535	134.793;125.533;124.667	9;8;2
SCFR_NC_073260_2_5562481_5563085_frame2_fft	1	1	0.490066	177.607	2
SCFR_NC_073260_2_5568699_5569123_frame1_fft	1	1	0.492925	117.546	2
SCFR_NC_073260_2_572253_572785_frame_1_fft	1	1	0.187970	103.677	5
SCFR_NC_073260_2_5920312_5920900_frame_1_fft	1	1	0.056122	133.814	18
SCFR_NC_073260_2_6148199_6149251_frame3_fft	4	3	0.157795;0.403992;0.122624	352.667;261.976;228.002	6;2;8
SCFR_NC_073260_2_5969122_5969353_frame_1_fft	1	1	0.333333	112.419	3
SCFR_NC_073260_2_88936118_88936446_frame3_fft	1	1	0.006098	86.825	164
SCFR_NC_073260_2_9082850_9083492_frame_3_fft	1	1	0.003115	128.565	322
SCFR_NC_073261_2_102433720_102434078_frame2_fft	1	1	0.198324	102.991	5
SCFR_NC_073261_2_14994942_14995287_frame_1_fft	1	1	0.249275	124.927	4
SCFR_NC_073261_2_16019305_16019602_frame_3_fft	1	1	0.158249	82.375	6
SCFR_NC_073261_2_26044054_26044563_frame_1_fft	1	1	0.003929	99.581	255
SCFR_NC_073261_2_29156833_29157412_frame2_fft	1	1	0.333333	110.844	3
SCFR_NC_073261_2_30064658_30064882_frame_3_fft	1	1	0.008929	73.683	112
SCFR_NC_073261_2_51898742_51899123_frame_2_fft	1	1	0.005249	88.586	191
SCFR_NC_073261_2_65900959_65901631_frame_3_fft	1	1	0.333333	452.026	3
SCFR_NC_073261_2_20891918_20894847_frame3_fft	1	1	0.333220	416.811	3
SCFR_NC_073261_2_78478742_78479415_frame3_fft	1	1	0.005944	120.891	168
SCFR_NC_073261_2_79448500_79449022_frame_3_fft	1	1	0.331418	104.522	3
SCFR_NC_073262_2_121640361_121640793_frame_1_fft	2	2	0.201389;0.400463	150.032;105.675	5;3
SCFR_NC_073262_2_132483179_132483930_frame_1_fft	1	1	0.332889	130.154	3
SCFR_NC_073262_2_134200464_134200701_frame_1_fft	1	1	0.333333	84.426	3
SCFR_NC_073262_2_134200482_134200701_frame_1_fft	1	1	0.333333	85.738	3
SCFR_NC_073262_2_140180511_140180704_frame1_fft	1	1	0.492228	83.580	2
SCFR_NC_073262_2_140509915_140510127_frame2_fft	1	1	0.363208	99.350	3
SCFR_NC_073262_2_142690964_142692489_frame_1_fft	9	3	0.142951;0.285902;0.071475	547.897;526.751;443.176	7;4;14
SCFR_NC_073262_2_143918963_143920071_frame3_fft	2	2	0.478339;0.239170	235.719;160.641	2;4
SCFR_NC_073262_2_23225847_23226534_frame_1_fft	7	3	0.342067;0.487627;0.097525	202.765;182.625;171.948	3;2;10
SCFR_NC_073262_2_42241002_42241141_frame1_fft	1	1	0.330935	52.403	3
SCFR_NC_073262_2_47518138_47518239_frame_1_fft	1	1	0.019802	43.482	51
SCFR_NC_073262_2_63185515_63185923_frame_3_fft	1	1	0.333333	89.049	3
SCFR_NC_073263_2_111662640_111663136_frame_3_fft	1	1	0.258065	105.876	4
SCFR_NC_073263_2_112002449_112003219_frame3_fft	5	3	0.488312;0.023377;0.340260	277.398;185.607;165.800	2;43;3
SCFR_NC_073263_2_114581260_114581691_frame2_fft	2	2	0.315545;0.104408	105.199;104.466	3;10
SCFR_NC_073263_2_115161812_115161929_frame_2_fft	1	1	0.478632	48.192	2
SCFR_NC_073263_2_115470626_115470786_frame_1_fft	1	1	0.068750	55.983	15
SCFR_NC_073263_2_115305923_115306731_frame_1_fft	3	3	0.383663;0.024752;0.049505	175.797;165.124;138.103	3;40;20
SCFR_NC_073263_2_17842985_17843375_frame_2_fft	1	1	0.025641	105.316	39
SCFR_NC_073263_2_17841368_17841918_frame_1_fft	3	3	0.052727;0.025455;0.380000	130.131;112.310;110.124	19;39;3
SCFR_NC_073263_2_114664884_114666881_frame1_fft	7	3	0.190285;0.022033;0.212318	322.140;287.467;283.567	5;45;5
SCFR_NC_073263_2_24766762_24767993_frame_2_fft	1	1	0.333063	184.529	3
SCFR_NC_073263_2_26356080_26356629_frame_1_fft	1	1	0.333333	116.860	3
SCFR_NC_073264_2_101389672_101390876_frame2_fft	1	1	0.004153	154.676	241
SCFR_NC_073264_2_105243078_105244489_frame1_fft	3	3	0.182140;0.410347;0.273565	211.126;180.925;164.658	5;2;4
SCFR_NC_073264_2_105955382_105955544_frame_3_fft	1	1	0.401235	56.667	3
SCFR_NC_073264_2_104138341_104138753_frame2_fft	4	3	0.019417;0.196602;0.371359	117.788;105.754;103.193	52;5;3
SCFR_NC_073264_2_62892421_62892668_frame2_fft	1	1	0.117409	74.877	9
SCFR_NC_073264_2_75975528_75975724_frame1_fft	1	1	0.331633	62.296	3
SCFR_NC_073265_2_32437331_32437549_frame3_fft	1	1	0.174312	66.192	6
SCFR_NC_073265_2_51253726_51253825_frame_1_fft	1	1	0.333333	45.613	3
SCFR_NC_073265_2_63982247_63982442_frame3_fft	1	1	0.010256	61.960	98
SCFR_NC_073265_2_6857785_6858879_frame_2_fft	3	3	0.333638;0.381170;0.383912	407.047;202.749;168.307	3;3;3
SCFR_NC_073265_2_6857971_6858879_frame_2_fft	3	3	0.333700;0.383260;0.049559	339.524;179.608;153.636	3;3;20
SCFR_NC_073265_2_72781124_72781484_frame_3_fft	1	1	0.261111	97.424	4
SCFR_NC_073265_2_78078292_78079192_frame_1_fft	1	1	0.333333	139.390	3
SCFR_NC_073265_2_88253764_88254065_frame2_fft	1	1	0.332226	78.190	3
SCFR_NC_073266_2_23261992_23262205_frame_3_fft	1	1	0.380282	66.741	3
SCFR_NC_073266_2_23261489_23261879_frame_2_fft	1	1	0.025641	105.005	39
SCFR_NC_073266_2_23259870_23260420_frame_3_fft	3	3	0.052727;0.025455;0.380000	130.960;110.963;110.580	19;39;3
SCFR_NC_073266_2_73114378_73114456_frame_3_fft	1	1	0.025641	38.844	40
SCFR_NC_073267_2_1012072_1012418_frame_1_fft	2	2	0.063584;0.127168	84.462;80.776	16;8
SCFR_NC_073267_2_15658496_15658958_frame_1_fft	1	1	0.337662	140.134	3
