SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods	Metric
SCFR_NC_072402_2_1883073_1884617_frame3_fft	9	3	0.040803;0.188472;0.431995	305.921;301.957;283.271	25;5;2	0.2151880212085746
SCFR_NC_072403_2_13531873_13533685_frame2_fft	1	1	0.333333	408.198	3	0.333333
SCFR_NC_072403_2_172100918_172101262_frame2_fft	2	2	0.066860;0.482558	103.675;95.283	15;2	0.2659419797846782
SCFR_NC_072403_2_179038670_179038833_frame_2_fft	1	1	0.478528	60.859	2	0.478528
SCFR_NC_072403_2_180129484_180130129_frame_3_fft	1	1	0.480620	151.605	2	0.48062
SCFR_NC_072403_2_180121715_180122688_frame_2_fft	8	3	0.443988;0.405961;0.389517	184.744;166.106;152.124	2;2;3	0.41495496993085124
SCFR_NC_072403_2_34214870_34215314_frame3_fft	1	1	0.333333	113.456	3	0.333333
SCFR_NC_072403_2_37939404_37939976_frame3_fft	1	1	0.005245	113.270	191	0.005245
SCFR_NC_072403_2_41014293_41014968_frame_1_fft	1	1	0.002963	122.990	338	0.002963
SCFR_NC_072403_2_49394639_49395087_frame1_fft	2	2	0.491071;0.006696	132.037;123.540	2;150	0.2569353481220924
SCFR_NC_072403_2_69358023_69358199_frame3_fft	1	1	0.017045	57.326	59	0.017045
SCFR_NC_072404_2_10181955_10182971_frame3_fft	10	3	0.017717;0.035433;0.473425	294.777;221.546;189.812	56;28;2	0.14577148792652964
SCFR_NC_072404_2_10729647_10730503_frame_2_fft	2	2	0.026869;0.081776	155.082;147.294	37;12	0.05361540731407255
SCFR_NC_072404_2_110141123_110141414_frame3_fft	1	1	0.333333	76.562	3	0.333333
SCFR_NC_072404_2_112040654_112040910_frame_3_fft	3	3	0.449219;0.199219;0.148438	91.133;77.170;76.922	2;5;7	0.276197586677541
SCFR_NC_072404_2_137713073_137713302_frame_3_fft	1	1	0.248908	99.765	4	0.24890800000000002
SCFR_NC_072404_2_143030201_143030999_frame_3_fft	2	2	0.250627;0.253133	285.251;150.246	4;4	0.25149156732422956
SCFR_NC_072404_2_137713073_137713674_frame_3_fft	1	1	0.251248	125.456	4	0.251248
SCFR_NC_072404_2_147555243_147555756_frame_2_fft	2	2	0.495127;0.009747	186.089;110.836	2;103	0.3139446216889787
SCFR_NC_072404_2_150302020_150302671_frame2_fft	1	1	0.333333	144.310	3	0.333333
SCFR_NC_072404_2_153210404_153210831_frame_3_fft	1	1	0.007026	105.207	143	0.007025999999999999
SCFR_NC_072404_2_157692232_157692450_frame1_fft	1	1	0.486239	71.705	2	0.48623900000000003
SCFR_NC_072404_2_166017664_166017902_frame3_fft	1	1	0.071429	68.169	14	0.071429
SCFR_NC_072404_2_11955760_11957511_frame1_fft	12	3	0.071388;0.428327;0.464306	350.215;295.106;264.604	14;2;2	0.30140972157705304
SCFR_NC_072404_2_110482352_110484883_frame2_fft	4	3	0.333465;0.019755;0.254840	612.854;307.415;254.705	3;51;4	0.23434336813835885
SCFR_NC_072404_2_169803325_169803485_frame3_fft	1	1	0.012500	56.855	80	0.0125
SCFR_NC_072404_2_110480529_110484883_frame2_fft	24	3	0.333257;0.392283;0.411805	889.962;585.703;569.433	3;3;2	0.37203241739417864
SCFR_NC_072404_2_173366099_173366198_frame_3_fft	1	1	0.474747	43.294	2	0.474747
SCFR_NC_072404_2_110586478_110591907_frame1_fft	38	3	0.333395;0.401179;0.265611	1493.768;1002.909;867.329	3;2;4	0.33612690794546735
SCFR_NC_072404_2_174052427_174052761_frame1_fft	1	1	0.470060	86.549	2	0.47006
SCFR_NC_072404_2_110463011_110484883_frame2_fft	58	3	0.333349;0.411805;0.078456	5645.863;4285.005;3329.186	3;2;13	0.29470648355036866
SCFR_NC_072404_2_53359593_53359957_frame_2_fft	1	1	0.494505	97.817	2	0.494505
SCFR_NC_072404_2_8194830_8195095_frame_2_fft	1	1	0.283019	77.644	4	0.283019
SCFR_NC_072404_2_83181103_83181198_frame_1_fft	1	1	0.021053	41.472	48	0.021053
SCFR_NC_072403_2_82481637_82483145_frame3_fft	1	1	0.333554	219.222	3	0.333554
SCFR_NC_072404_2_101539141_101541139_frame_1_fft	1	1	0.116116	199.932	9	0.116116
SCFR_NC_072404_2_82382606_82384001_frame_3_fft	3	3	0.250896;0.246595;0.497491	553.141;280.358;267.929	4;4;2	0.3097869415749373
SCFR_NC_072404_2_137420821_137423403_frame1_fft	1	1	0.333462	404.714	3	0.333462
SCFR_NC_072404_2_110475965_110484883_frame2_fft	36	3	0.333371;0.078493;0.411864	2313.030;1540.021;1513.046	3;13;2	0.28235553144622616
SCFR_NC_072405_2_104358741_104358927_frame_3_fft	1	1	0.016129	60.136	62	0.016129
SCFR_NC_072404_2_110575150_110591907_frame1_fft	83	3	0.333353;0.401146;0.265561	4677.688;3370.718;3133.030	3;2;4	0.3347943815554639
SCFR_NC_072404_2_110569794_110591907_frame1_fft	88	3	0.333333;0.265545;0.401122	7454.903;5114.857;4724.401	3;4;2	0.3318028010544137
SCFR_NC_072405_2_143741431_143741576_frame_2_fft	1	1	0.158621	51.588	6	0.158621
SCFR_NC_072405_2_129521385_129521883_frame1_fft	1	1	0.004016	104.055	250	0.004016
SCFR_NC_072405_2_153673978_153674798_frame_2_fft	2	2	0.468293;0.063415	266.624;144.895	2;16	0.32573628254588494
SCFR_NC_072405_2_153728476_153729059_frame3_fft	1	1	0.493997	142.444	2	0.493997
SCFR_NC_072405_2_153823143_153823553_frame_3_fft	1	1	0.331707	90.593	3	0.331707
SCFR_NC_072405_2_154678831_154679047_frame2_fft	2	2	0.388889;0.222222	94.897;68.720	3;5	0.3188879839686585
SCFR_NC_072405_2_154792383_154793243_frame_3_fft	13	3	0.102326;0.487209;0.359302	285.272;238.244;222.662	10;2;3	0.3018961502376109
SCFR_NC_072405_2_154895331_154895761_frame_3_fft	1	1	0.332558	92.086	3	0.332558
SCFR_NC_072405_2_8796631_8796903_frame1_fft	2	2	0.084559;0.415441	111.057;75.478	12;2	0.21844439199614013
SCFR_NC_072405_2_8796643_8796903_frame1_fft	1	1	0.084615	106.295	12	0.084615
SCFR_NC_072406_2_109164031_109164406_frame_2_fft	1	1	0.250667	138.322	4	0.250667
SCFR_NC_072406_2_137847900_137848044_frame1_fft	1	1	0.479167	53.244	2	0.479167
SCFR_NC_072404_2_110458778_110484883_frame2_fft	77	3	0.333346;0.411799;0.254855	6740.232;4979.205;4420.415	3;2;4	0.33605177302071915
SCFR_NC_072406_2_144339938_144340301_frame3_fft	1	1	0.415978	109.159	2	0.415978
SCFR_NC_072406_2_144756732_144756921_frame1_fft	1	1	0.142857	72.353	7	0.142857
SCFR_NC_072406_2_145096810_145097180_frame_2_fft	1	1	0.483784	131.695	2	0.483784
SCFR_NC_072406_2_145436877_145437713_frame3_fft	3	3	0.482057;0.476077;0.490431	271.580;152.408;134.901	2;2;2	0.48244752680228103
SCFR_NC_072406_2_145465960_145466785_frame2_fft	1	1	0.496970	216.985	2	0.49697
SCFR_NC_072406_2_145538879_145539352_frame_1_fft	2	2	0.183932;0.369979	131.922;110.841	5;3	0.26887754576685907
SCFR_NC_072406_2_145453993_145454562_frame1_fft	2	2	0.065026;0.193322	134.196;109.655	15;5	0.12271818859057373
SCFR_NC_072406_2_145631870_145632395_frame_1_fft	6	3	0.087619;0.478095;0.369524	165.283;129.015;113.082	11;2;3	0.2895327963326624
SCFR_NC_072406_2_18495906_18496176_frame_3_fft	2	2	0.062963;0.125926	127.065;74.485	16;8	0.08623166313569834
SCFR_NC_072406_2_30203432_30203567_frame_1_fft	1	1	0.474074	62.015	2	0.474074
SCFR_NC_072406_2_55874122_55874293_frame2_fft	1	1	0.198830	56.781	5	0.19883
SCFR_NC_072406_2_50863958_50865366_frame_1_fft	2	2	0.071733;0.428977	241.870;180.739	14;2	0.2245170706563277
SCFR_NC_072406_2_72337248_72338649_frame_3_fft	1	1	0.333333	206.886	3	0.33333300000000005
SCFR_NC_072406_2_13192996_13195496_frame_2_fft	15	3	0.062000;0.030800;0.218000	597.628;442.375;387.258	16;32;5	0.09465705992106557
SCFR_NC_072406_2_81095829_81097989_frame1_fft	1	1	0.333333	242.976	3	0.333333
SCFR_NC_072406_2_91981981_91982067_frame1_fft	1	1	0.162791	40.464	6	0.162791
SCFR_NC_072406_2_72337248_72342543_frame_3_fft	1	1	0.333333	761.080	3	0.333333
SCFR_NC_072407_2_109429141_109429472_frame_3_fft	1	1	0.495468	102.468	2	0.495468
SCFR_NC_072407_2_119338849_119339287_frame2_fft	1	1	0.004566	97.704	220	0.004566
SCFR_NC_072407_2_122067737_122067921_frame_2_fft	1	1	0.255435	72.205	4	0.255435
SCFR_NC_072407_2_127616227_127616764_frame_3_fft	5	3	0.067039;0.333333;0.134078	169.749;144.907;121.477	15;3;7	0.17418879435401588
SCFR_NC_072407_2_131797443_131798139_frame_1_fft	1	1	0.333333	157.910	3	0.333333
SCFR_NC_072407_2_136319212_136319992_frame2_fft	8	3	0.416667;0.156410;0.426923	194.140;173.722;171.740	2;6;2	0.336142833829378
SCFR_NC_072407_2_21446552_21447649_frame_2_fft	1	1	0.333637	253.819	3	0.333637
SCFR_NC_072407_2_21535683_21536187_frame_1_fft	1	1	0.003968	99.277	252	0.003968
SCFR_NC_072407_2_37053733_37054131_frame1_fft	1	1	0.007538	87.373	133	0.007538
SCFR_NC_072407_2_37550280_37552577_frame3_fft	1	1	0.333478	266.518	3	0.333478
SCFR_NC_072407_2_4424328_4424601_frame_1_fft	1	1	0.036630	83.529	27	0.03663
SCFR_NC_072407_2_4954666_4954915_frame2_fft	1	1	0.393574	69.953	3	0.393574
SCFR_NC_072407_2_5228699_5229263_frame3_fft	1	1	0.145390	116.910	7	0.14539
SCFR_NC_072407_2_5515707_5516007_frame1_fft	1	1	0.050000	79.352	20	0.05
SCFR_NC_072407_2_5701398_5701594_frame2_fft	1	1	0.198980	60.907	5	0.19898
SCFR_NC_072407_2_6103063_6103711_frame2_fft	1	1	0.033951	232.248	30	0.033951
SCFR_NC_072407_2_5485957_5486297_frame3_fft	1	1	0.255882	81.689	4	0.255882
SCFR_NC_072407_2_66884108_66884390_frame3_fft	1	1	0.336879	79.056	3	0.336879
SCFR_NC_072407_2_66913709_66914335_frame2_fft	1	1	0.003195	110.452	314	0.003195
SCFR_NC_072407_2_67097434_67097869_frame_3_fft	1	1	0.333333	94.521	3	0.333333
SCFR_NC_072407_2_67116586_67116754_frame_3_fft	1	1	0.297619	56.599	3	0.297619
SCFR_NC_072407_2_67931612_67931985_frame_2_fft	1	1	0.335121	101.010	3	0.335121
SCFR_NC_072407_2_67948948_67949445_frame1_fft	1	1	0.004024	98.377	249	0.004024
SCFR_NC_072407_2_69628675_69629104_frame2_fft	1	1	0.011655	91.915	86	0.011655
SCFR_NC_072407_2_68298140_68298376_frame2_fft	1	1	0.334746	72.580	3	0.334746
SCFR_NC_072407_2_68670861_68671359_frame_1_fft	1	1	0.483936	181.573	2	0.4839359999999999
SCFR_NC_072407_2_70303835_70304901_frame_2_fft	1	1	0.333021	195.073	3	0.333021
SCFR_NC_072407_2_7143260_7143885_frame_2_fft	2	2	0.166400;0.332800	123.009;118.813	6;3	0.24815634640355302
SCFR_NC_072407_2_85196395_85197627_frame1_fft	2	2	0.333604;0.103084	262.836;163.878	3;10	0.24507361065256825
SCFR_NC_072407_2_67906244_67908098_frame3_fft	3	3	0.333333;0.133225;0.131607	345.852;311.489;218.554	3;8;8	0.21183502933456635
SCFR_NC_072407_2_67906562_67908098_frame3_fft	3	3	0.333333;0.132812;0.131510	310.008;303.239;206.593	3;8;8	0.20830737724677983
SCFR_NC_072408_2_112149146_112149625_frame2_fft	1	1	0.004175	97.183	240	0.004175
SCFR_NC_072408_2_115793154_115793742_frame_3_fft	1	1	0.333333	293.243	3	0.333333
SCFR_NC_072407_2_87745203_87749097_frame_1_fft	1	1	0.333333	573.727	3	0.333333
SCFR_NC_072407_2_4595702_4597889_frame3_fft	3	3	0.130316;0.064472;0.199360	315.524;268.250;208.056	8;16;5	0.12615142611924277
SCFR_NC_072408_2_12607314_12607869_frame1_fft	1	1	0.007207	106.078	139	0.007207
SCFR_NC_072408_2_129316191_129316464_frame_3_fft	1	1	0.010989	74.870	91	0.010989
SCFR_NC_072408_2_129698542_129699292_frame2_fft	1	1	0.333333	126.405	3	0.333333
SCFR_NC_072408_2_130198513_130198849_frame2_fft	1	1	0.008929	86.737	112	0.008929
SCFR_NC_072408_2_130674926_130675256_frame3_fft	1	1	0.118182	91.925	8	0.118182
SCFR_NC_072408_2_138740798_138741380_frame3_fft	1	1	0.151203	111.783	7	0.151203
SCFR_NC_072408_2_13999574_14000482_frame2_fft	2	2	0.496696;0.491189	169.696;135.160	2;2	0.4942544337523289
SCFR_NC_072408_2_22058478_22058698_frame_3_fft	1	1	0.009091	65.950	110	0.009091
SCFR_NC_072408_2_16072316_16072865_frame3_fft	1	1	0.333333	119.798	3	0.33333300000000005
SCFR_NC_072408_2_38841451_38841997_frame_2_fft	1	1	0.448718	137.131	2	0.448718
SCFR_NC_072408_2_8004210_8005190_frame3_fft	1	1	0.333673	220.642	3	0.333673
SCFR_NC_072408_2_8004225_8005190_frame3_fft	1	1	0.333679	212.357	3	0.333679
SCFR_NC_072408_2_9068943_9069237_frame_3_fft	1	1	0.231293	79.127	4	0.23129299999999997
SCFR_NC_072409_2_1002766_1003027_frame2_fft	1	1	0.153257	76.458	7	0.153257
SCFR_NC_072409_2_10274160_10274529_frame1_fft	2	2	0.333333;0.165312	137.723;86.202	3;6	0.26865176189795686
SCFR_NC_072409_2_11764734_11764914_frame_1_fft	1	1	0.183333	66.703	5	0.183333
SCFR_NC_072409_2_1297225_1297362_frame_3_fft	1	1	0.043796	52.488	23	0.043796
SCFR_NC_072409_2_1656861_1657675_frame_1_fft	1	1	0.332924	128.916	3	0.332924
SCFR_NC_072409_2_1700395_1700583_frame1_fft	1	1	0.414894	68.896	2	0.414894
SCFR_NC_072409_2_1962749_1963919_frame3_fft	1	1	0.333333	185.342	3	0.333333
SCFR_NC_072409_2_2389026_2389752_frame1_fft	1	1	0.333333	130.165	3	0.333333
SCFR_NC_072409_2_24210380_24210648_frame_2_fft	1	1	0.358209	76.032	3	0.358209
SCFR_NC_072409_2_25863860_25864820_frame_2_fft	1	1	0.333333	159.331	3	0.333333
SCFR_NC_072409_2_2671567_2672278_frame_3_fft	3	3	0.175809;0.351617;0.410689	163.818;133.365;120.119	6;3;2	0.29960467948392294
SCFR_NC_072409_2_3501909_3502404_frame_1_fft	1	1	0.050505	106.405	20	0.050505
SCFR_NC_072409_2_4004481_4005333_frame_1_fft	3	3	0.052817;0.447183;0.055164	198.247;184.353;148.355	19;2;18	0.19040068295429932
SCFR_NC_072409_2_3297079_3297398_frame_3_fft	1	1	0.006270	78.712	160	0.00627
SCFR_NC_072409_2_45422372_45422558_frame_2_fft	1	1	0.483871	64.858	2	0.483871
SCFR_NC_072409_2_5254479_5255126_frame3_fft	3	3	0.125193;0.157651;0.406491	138.924;137.635;129.357	8;6;2	0.22584245017195678
SCFR_NC_072409_2_6219451_6219670_frame_3_fft	1	1	0.155251	64.964	6	0.155251
SCFR_NC_072409_2_6942507_6942721_frame_1_fft	2	2	0.056075;0.471963	79.390;70.269	18;2	0.2513458081171196
SCFR_NC_072409_2_31523047_31525748_frame_3_fft	1	1	0.333210	343.082	3	0.33321
SCFR_NC_072409_2_3287853_3289615_frame_1_fft	2	2	0.334847;0.332577	270.919;218.164	3;3	0.3338344269193573
SCFR_NC_072409_2_8093506_8094016_frame_3_fft	1	1	0.250980	193.282	4	0.25098
SCFR_NC_072409_2_917775_918911_frame3_fft	6	3	0.096831;0.145246;0.428697	262.378;192.575;186.252	10;7;2	0.20776935022652665
SCFR_NC_072410_2_10792982_10793801_frame3_fft	2	2	0.333333;0.308913	224.238;131.471	3;3	0.32430730253381274
SCFR_NC_072410_2_121206439_121206570_frame1_fft	1	1	0.465649	65.904	2	0.465649
SCFR_NC_072410_2_16408703_16409723_frame3_fft	1	1	0.333333	160.446	3	0.333333
SCFR_NC_072409_2_50359489_50362681_frame_3_fft	1	1	0.000627	256.624	1596	0.000627
SCFR_NC_072410_2_23480628_23481912_frame1_fft	3	3	0.025701;0.332555;0.304517	175.066;164.571;156.212	39;3;3	0.21538308996287175
SCFR_NC_072410_2_48249710_48249962_frame3_fft	1	1	0.011905	71.596	84	0.011905
SCFR_NC_072410_2_49322261_49323077_frame_3_fft	1	1	0.333333	135.650	3	0.333333
SCFR_NC_072410_2_85706403_85706644_frame_2_fft	1	1	0.473029	72.309	2	0.473029
SCFR_NC_072410_2_96674386_96675326_frame_1_fft	1	1	0.334043	136.688	3	0.334043
SCFR_NC_072411_2_133319055_133319145_frame1_fft	1	1	0.400000	40.491	3	0.4
SCFR_NC_072411_2_142776849_142777501_frame_2_fft	2	2	0.251534;0.246933	202.941;115.230	4;4	0.24986768462242
SCFR_NC_072410_2_49666265_49668248_frame3_fft	1	1	0.333333	265.490	3	0.333333
SCFR_NC_072410_2_15155030_15156350_frame3_fft	5	3	0.333333;0.303030;0.454545	255.927;198.726;179.000	3;3;2	0.35807044150505085
SCFR_NC_072411_2_143207193_143207972_frame3_fft	1	1	0.166881	129.141	6	0.166881
SCFR_NC_072411_2_143355396_143356670_frame3_fft	3	3	0.453689;0.091837;0.277865	211.393;207.798;179.278	2;11;4	0.2753781819492739
SCFR_NC_072411_2_143523059_143523773_frame3_fft	1	1	0.477591	115.225	2	0.477591
SCFR_NC_072411_2_144012322_144013035_frame1_fft	1	1	0.002805	118.905	357	0.002805
SCFR_NC_072411_2_34727125_34727200_frame_1_fft	1	1	0.333333	42.731	3	0.333333
SCFR_NC_072411_2_74003978_74004770_frame3_fft	1	1	0.006313	126.410	159	0.006313
SCFR_NC_072411_2_72547173_72547475_frame3_fft	1	1	0.248344	77.863	4	0.24834399999999998
SCFR_NC_072411_2_143238913_143240272_frame2_fft	1	1	0.250184	689.446	4	0.250184
SCFR_NC_072410_2_62238092_62239967_frame3_fft	1	1	0.333333	309.978	3	0.333333
SCFR_NC_072412_2_105577134_105577281_frame_3_fft	1	1	0.340136	52.686	3	0.340136
SCFR_NC_072412_2_115818323_115819337_frame_1_fft	2	2	0.333333;0.238659	264.799;148.902	3;4	0.29925730777783954
SCFR_NC_072412_2_118653837_118655092_frame2_fft	10	3	0.148207;0.481275;0.074104	390.745;369.342;341.154	7;2;14	0.23695729752252231
SCFR_NC_072412_2_118642229_118643074_frame2_fft	3	3	0.291124;0.165680;0.375148	184.920;141.288;132.464	3;6;3	0.27674863648097114
SCFR_NC_072412_2_119087243_119088059_frame_1_fft	9	3	0.416667;0.250000;0.291667	288.074;251.410;243.227	2;4;3	0.32428919328717754
SCFR_NC_072412_2_24339471_24340725_frame_3_fft	1	1	0.333333	206.004	3	0.333333
SCFR_NC_072412_2_78743320_78743968_frame2_fft	1	1	0.003086	120.114	324	0.003086
SCFR_NC_072413_2_100994715_100995490_frame_3_fft	1	1	0.487742	130.142	2	0.487742
SCFR_NC_072413_2_100994715_100995850_frame_3_fft	8	3	0.416740;0.488106;0.483700	178.966;173.026;167.497	2;2;2	0.46209952183010616
SCFR_NC_072413_2_100994715_100995958_frame_3_fft	6	3	0.488335;0.416734;0.388576	202.685;197.828;180.738	2;2;3	0.43294597740907115
SCFR_NC_072413_2_103378006_103378558_frame2_fft	3	3	0.063406;0.126812;0.032609	169.364;167.933;141.927	16;8;31	0.07650432975602224
SCFR_NC_072413_2_103702092_103702455_frame_3_fft	1	1	0.333333	89.678	3	0.333333
SCFR_NC_072413_2_100994715_100995670_frame_3_fft	2	2	0.487958;0.416754	155.429;146.557	2;2	0.45340194565310976
SCFR_NC_072412_2_25380538_25382186_frame_2_fft	1	1	0.333131	201.202	3	0.333131
