Region	Window_Size	Chromosome	SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods	Metric
without_coding_region	5000	NC_072438.2	SCFR_NC_072438_2_46820219_46825262_frame_3_fft	26	3	0.025778;0.025183;0.076145	885.761;781.991;520.322	39;40;13	0.037542580872950364
without_coding_region	5000	NC_072438.2	SCFR_NC_072438_2_7799_13496_frame3_fft	2	2	0.166579;0.333333	3091.800;2020.917	6;3	0.23249228904337943
without_coding_region	5000	NC_072438.2	SCFR_NC_072438_2_7798_13495_frame_1_fft	2	2	0.166579;0.333333	3090.817;2018.938	6;3	0.23246591380545645
without_coding_region	5000	NC_072446.2	SCFR_NC_072446_2_79415333_79423268_frame_3_fft	2	2	0.166730;0.333333	4062.738;2568.396	6;3	0.23125930656928362
without_coding_region	5000	NC_072446.2	SCFR_NC_072446_2_79416361_79423126_frame2_fft	2	2	0.166593;0.333333	3400.631;2252.000	6;3	0.23302197440147782
without_coding_region	5000	NC_072446.2	SCFR_NC_072446_2_79415340_79423125_frame_2_fft	2	2	0.166602;0.333333	3912.981;2593.001	6;3	0.23305371316659038
without_coding_region	5000	NC_072446.2	SCFR_NC_072446_2_79415334_79423269_frame1_fft	2	2	0.166730;0.333333	4063.263;2569.421	6;3	0.23126997308827016
without_coding_region	5000	NC_072446.2	SCFR_NC_072446_2_9204138_9210156_frame1_fft	31	3	0.054835;0.054503;0.477567	685.545;634.042;575.942	18;18;2	0.1831678356358568
without_coding_region	5000	NC_072446.2	SCFR_NC_072446_2_9204002_9210932_frame_3_fft	37	3	0.054545;0.051659;0.054834	842.561;753.205;643.531	18;19;18	0.05365732446120367
without_coding_region	5000	NC_072446.2	SCFR_NC_072446_2_9204106_9210922_frame_1_fft	40	3	0.054577;0.051643;0.054871	762.625;729.101;696.133	18;19;18	0.05369279346201011
without_coding_region	5000	NC_072446.2	SCFR_NC_072446_2_9204072_9211104_frame_2_fft	41	3	0.054892;0.051621;0.479238	707.187;687.100;659.997	18;19;2	0.1901311309390522
without_coding_region	5000	NC_072441.2	SCFR_NC_072441_2_146697193_146706766_frame2_fft	2	2	0.166719;0.333333	4807.593;3190.000	6;3	0.23317632784851644
without_coding_region	5000	NC_072441.2	SCFR_NC_072441_2_146697192_146706765_frame_3_fft	2	2	0.166614;0.333333	4807.215;3190.000	6;3	0.23311635238142278
without_coding_region	5000	NC_072441.2	SCFR_NC_072441_2_146706764_146713586_frame3_fft	2	2	0.166667;0.333333	5308.930;2186.098	6;3	0.21527898774280763
without_coding_region	5000	NC_072441.2	SCFR_NC_072441_2_146695433_146713406_frame_1_fft	16	3	0.166694;0.333389;0.333278	10705.119;3286.484;3286.061	6;3;3	0.23008484010454192
without_coding_region	5000	NC_072441.2	SCFR_NC_072441_2_146706763_146713585_frame_2_fft	2	2	0.166667;0.333333	5310.784;2184.618	6;3	0.21524365320525835
without_coding_region	5000	NC_072441.2	SCFR_NC_072441_2_146695434_146713407_frame1_fft	16	3	0.166694;0.333389;0.333278	10706.267;3287.265;3285.388	6;3;3	0.23008127847382825
without_coding_region	5000	NC_072441.2	SCFR_NC_072441_2_442_11914_frame2_fft	5	3	-0.166667;0.166667;-0.333333	9047.181;9047.181;3824.000	6;32;8	-0.0581551391477155
without_coding_region	5000	NC_072441.2	SCFR_NC_072441_2_208_11956_frame_2_fft	5	3	-0.166667;0.166667;-0.333333	9146.546;9146.546;3797.083	6;31;8	-0.05729665191149459
without_coding_region	5000	NC_072441.2	SCFR_NC_072441_2_158_11927_frame3_fft	5	3	-0.166709;0.166709;-0.333333	6057.520;6057.520;3792.947	6;31;8	-0.07947670577999591
without_coding_region	5000	NC_072441.2	SCFR_NC_072441_2_441_11973_frame_3_fft	5	3	-0.166667;0.166667;-0.333333	9054.280;9054.280;3835.252	6;31;8	-0.058258613176051625
without_coding_region	5000	NC_072441.2	SCFR_NC_072441_2_80570022_80586390_frame_3_fft	72	3	0.333333;0.179497;0.307796	3856.388;2516.505;2208.099	3;6;3	0.28164698428724794
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_106244535_106255398_frame_1_fft	2	2	0.166621;0.333333	5454.906;3620.000	6;3	0.23312278415071186
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_106244456_106255763_frame_2_fft	2	2	0.166711;0.333333	5866.547;3549.253	6;3	0.22951858229422883
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_106244536_106255399_frame2_fft	2	2	0.166713;0.333333	5455.284;3620.000	6;3	0.23317531677157433
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_106244457_106255764_frame1_fft	2	2	0.166711;0.333333	5867.086;3550.722	6;3	0.22953118077709803
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_2712_10515_frame_1_fft	4	3	0.166731;0.333333;0.165962	5014.699;1560.087;542.420	6;3;6	0.20319144436454414
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_33032205_33037500_frame1_fft	3	3	0.333333;0.043059;0.100094	1290.862;541.888;334.307	3;23;10	0.22476666894133382
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_38084816_38090105_frame3_fft	16	3	0.201550;0.198903;0.199282	1425.569;1119.936;768.840	5;5;5	0.20012944791142742
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_36425162_36431177_frame3_fft	24	3	0.025769;0.051704;0.077307	1628.144;656.225;577.324	39;19;13	0.042113632246366044
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_2713_10516_frame2_fft	4	3	0.166731;0.333333;0.165962	5013.686;1559.500;544.101	6;3;6	0.20317710724999571
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_36425215_36431266_frame2_fft	23	3	0.025781;0.051562;0.077343	1549.772;686.300;666.601	39;19;13	0.04371783996164914
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_5034_10425_frame1_fft	2	2	0.166574;0.333333	2719.275;1795.001	6;3	0.23288199086254366
without_coding_region	5000	NC_072439.2	SCFR_NC_072439_2_5033_10334_frame_2_fft	2	2	0.166572;0.333333	2664.619;1764.000	6;3	0.23299595834909254
without_coding_region	5000	NC_072445.2	SCFR_NC_072445_2_5551_13684_frame2_fft	2	2	0.166728;0.333333	4508.182;2403.509	6;3	0.22466412835773475
without_coding_region	5000	NC_072445.2	SCFR_NC_072445_2_5550_13683_frame_2_fft	2	2	0.166728;0.333333	4508.035;2403.938	6;3	0.2246721051766261
without_coding_region	5000	NC_072445.2	SCFR_NC_072445_2_4212_13023_frame1_fft	4	3	0.166610;0.333333;0.167064	5229.832;2301.654;684.437	6;3;6	0.2133545220993429
without_coding_region	5000	NC_072445.2	SCFR_NC_072445_2_4211_13022_frame_3_fft	4	3	0.166610;0.333333;0.167064	5231.611;2299.669;683.837	6;3;6	0.2133187902320807
without_coding_region	5000	NC_072445.2	SCFR_NC_072445_2_78301741_78309385_frame2_fft	14	3	0.166797;0.166405;0.333333	4472.632;1769.093;1275.207	6;6;3	0.19495667850926415
without_coding_region	5000	NC_072445.2	SCFR_NC_072445_2_78301740_78309384_frame_2_fft	14	3	0.166797;0.166405;0.333333	4474.510;1767.171;1275.736	6;6;3	0.19496668108380846
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_142577574_142585212_frame_2_fft	2	2	0.166667;0.333333	5864.890;2339.146	6;3	0.21418703858052307
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_142576030_142584793_frame_1_fft	4	3	0.166724;0.333333;0.166267	5191.900;2292.953;945.485	6;3;6	0.21198843895037187
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_142576031_142584794_frame3_fft	4	3	0.166724;0.333333;0.166267	5193.057;2290.981;944.036	6;3;6	0.21196169356759326
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_134976537_134982198_frame1_fft	33	3	0.025614;0.051051;0.256492	1387.680;749.649;603.567	39;20;4	0.08341231246388042
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_142577575_142585213_frame2_fft	2	2	0.166667;0.333333	5863.051;2339.600	6;3	0.21420428686006515
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_21024703_21030550_frame2_fft	27	3	0.025654;0.025312;0.076107	1423.951;688.721;650.054	39;40;13	0.03744005184878993
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_1799_13667_frame3_fft	6	3	0.166667;0.333333;0.333502	6846.462;2944.877;1389.495	6;3;3	0.2312978914350218
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_4124_13673_frame_3_fft	3	3	0.166614;0.333333;0.167138	4899.514;3286.324;722.219	6;3;6	0.22816177564984144
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_4125_13674_frame1_fft	3	3	0.166614;0.333333;0.167138	4900.098;3284.924;721.490	6;3;6	0.2281462030797241
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_21024935_21030623_frame3_fft	30	3	0.025668;0.026020;0.025316	1469.488;678.937;666.960	39;38;40	0.02566949745203587
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_21024939_21030615_frame1_fft	31	3	0.025722;0.026075;0.076110	1515.490;676.571;620.334	39;38;13	0.036921073798310694
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_53841505_53848756_frame_1_fft	27	3	0.025790;0.051579;0.460626	2140.204;907.873;703.324	39;19;2	0.11355553923747419
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_53959385_53965793_frame_3_fft	18	3	0.025593;0.075999;0.051030	1409.237;706.587;694.068	39;13;20	0.04455146247400255
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_1798_13666_frame_1_fft	6	3	0.166667;0.333333;0.333502	6846.459;2943.885;1388.789	6;3;3	0.2312823999800342
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_53841516_53848635_frame_2_fft	29	3	0.025846;0.051693;0.460598	2169.998;1069.180;854.937	39;19;2	0.12338128322580094
without_coding_region	5000	NC_072433.2	SCFR_NC_072433_2_53959449_53966802_frame_2_fft	28	3	0.025840;0.025432;0.025024	1209.331;1139.564;815.374	39;39;40	0.025482796710393454
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_114172347_114179310_frame1_fft	23	3	0.025707;0.051415;0.051845	2112.956;900.997;673.169	39;19;19	0.03676118323505433
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_167643224_167653856_frame_3_fft	2	2	0.166667;0.333333	7738.333;2640.205	6;3	0.2090653037427815
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_167641908_167651931_frame_2_fft	3	3	0.166717;0.333333;0.166218	5746.250;2797.757;682.575	6;3;6	0.21720270265641164
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_167641909_167651932_frame2_fft	3	3	0.166717;0.333333;0.166218	5748.041;2795.765;681.549	6;3;6	0.2171734960686066
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_37286880_37292022_frame1_fft	20	3	0.025671;0.051147;0.383119	1090.635;811.568;519.176	39;20;3	0.1108513576457878
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_167643225_167653857_frame1_fft	2	2	0.166667;0.333333	7736.579;2641.512	6;3	0.20908811954809414
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_37_11296_frame2_fft	23	3	0.166711;-0.166711;0.499956	7323.845;7323.845;2217.160	33;7;11	0.06572738239355821
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_4127_13097_frame_3_fft	5	3	0.166667;0.333333;0.165886	5022.388;2204.639;617.196	6;3;6	0.21344745658543876
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_66340990_66347632_frame_1_fft	14	3	0.485245;0.484493;0.484944	1786.670;1280.114;949.060	2;2;2	0.4849341530676988
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_4128_13098_frame1_fft	5	3	0.166667;0.333333;0.165886	5022.449;2204.614;618.266	6;3;6	0.2134402240646632
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_73184144_73189256_frame3_fft	15	3	0.025822;0.051643;0.077465	1412.465;686.109;505.149	39;19;13	0.04264538339984707
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_51_11295_frame_2_fft	20	3	0.166667;-0.166667;-0.333333	7813.216;7813.216;2151.481	33;7;8	-0.040339921574202776
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_86270863_86275942_frame_1_fft	23	3	0.025792;0.051388;0.382949	1258.303;661.216;565.145	39;19;3	0.1138401133469153
without_coding_region	5000	NC_072423.2	SCFR_NC_072423_2_86270646_86276277_frame_2_fft	23	3	0.025750;0.051501;0.077251	1526.024;747.918;593.683	39;19;13	0.04312845938747221
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_108038856_108045864_frame1_fft	15	3	0.458333;0.457192;0.459332	1519.636;1462.365;1247.145	2;2;2	0.4582330600570422
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_108038897_108045554_frame3_fft	17	3	0.458315;0.457263;0.459216	1351.981;1348.256;1152.758	2;2;2	0.4582164454070145
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_134048973_134054655_frame_2_fft	25	3	0.025695;0.051390;0.077086	1728.515;817.425;544.148	39;19;13	0.04154181253187611
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_134049251_134054423_frame_3_fft	32	3	0.025715;0.051431;0.374903	1596.079;691.333;601.662	39;19;3	0.10458853175584981
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_73427017_73434565_frame2_fft	19	3	0.025570;0.051404;0.076974	1488.831;1103.816;590.260	39;19;13	0.044061808772295256
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_70681200_70686339_frame_2_fft	16	3	0.025491;0.051177;0.076669	1457.995;596.414;469.734	39;20;13	0.04108422774343609
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_73463077_73471240_frame2_fft	23	3	0.025603;0.051207;0.025358	2367.562;834.307;774.847	39;20;39	0.030926930326681618
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_73839248_73844933_frame_3_fft	22	3	0.025506;0.051187;0.051715	1452.412;676.376;493.550	39;20;19	0.037062658221022615
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_73471243_73476586_frame2_fft	9	3	0.025454;0.050908;0.076362	1493.608;664.389;587.706	39;20;13	0.04250984859469506
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_73854286_73860004_frame_1_fft	18	3	0.025533;0.051067;0.076600	1877.394;969.749;703.424	39;20;13	0.042624164417964794
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_73473386_73492376_frame3_fft	70	3	0.025540;0.051132;0.076672	5526.100;2173.957;1927.267	39;20;13	0.04155493039893536
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_97794432_97802028_frame_2_fft	37	3	0.412981;0.412586;0.413770	1255.519;1206.520;1086.403	2;2;2	0.41308825737295407
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_97809167_97814498_frame3_fft	24	3	0.172951;0.413806;0.413431	1118.778;911.648;869.399	6;2;2	0.32076959269438676
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_73854899_73866491_frame_3_fft	43	3	0.025535;0.051156;0.025794	2658.099;1224.665;1103.380	39;20;39	0.03188518109886116
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_97794469_97802284_frame_1_fft	35	3	0.412796;0.173640;0.173257	1319.726;973.129;926.915	2;6;6	0.27155549794271017
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_97813500_97820925_frame1_fft	37	3	0.412660;0.413603;0.412121	1341.944;1043.168;975.965	2;2;2	0.4127961653687196
without_coding_region	5000	NC_072431.2	SCFR_NC_072431_2_97802031_97809525_frame_2_fft	31	3	0.413131;0.174807;0.174540	1554.349;1078.331;1055.889	2;6;6	0.2751593991859716
without_coding_region	5000	NC_072448.2	SCFR_NC_072448_2_7243476_7270779_frame1_fft	77	3	0.499945;0.499872;0.499725	11397.901;4091.435;4090.626	2;2;2	0.49988378371801745
without_coding_region	5000	NC_072448.2	SCFR_NC_072448_2_7243525_7270459_frame_1_fft	86	3	0.499740;0.499814;0.499220	4577.667;3226.377;2340.484	2;2;2	0.4996435637949838
without_coding_region	5000	NC_072448.2	SCFR_NC_072448_2_7243611_7270485_frame_2_fft	79	3	0.499740;0.499814;0.499219	4584.037;3238.009;2243.575	2;2;2	0.49964767684288935
without_coding_region	5000	NC_072448.2	SCFR_NC_072448_2_7243394_7270601_frame_3_fft	80	3	0.499945;0.499871;0.499724	11393.060;4120.182;4012.744	2;2;2	0.4998839680043815
without_coding_region	5000	NC_072448.2	SCFR_NC_072448_2_7243625_7270745_frame3_fft	84	3	0.499926;0.499742;0.499816	6885.180;4548.826;3221.227	2;2;2	0.49984471033684696
without_coding_region	5000	NC_072448.2	SCFR_NC_072448_2_7243639_7270552_frame2_fft	73	3	0.499944;0.499870;0.499721	11359.233;4156.519;3821.846	2;2;2	0.4998840207790025
without_coding_region	5000	NC_072426.2	SCFR_NC_072426_2_0_8721_frame1_fft	5	3	-0.166609;0.166609;-0.333333	4410.054;4410.054;2891.522	9;44;11	-0.08229765650263883
without_coding_region	5000	NC_072426.2	SCFR_NC_072426_2_119573612_119579057_frame_3_fft	32	3	0.333333;0.290542;0.042792	1480.486;1265.503;1194.749	3;3;23	0.23150544686604388
without_coding_region	5000	NC_072426.2	SCFR_NC_072426_2_0_8665_frame_1_fft	5	3	-0.166647;0.166647;-0.333295	6525.554;6525.554;2389.216	9;44;11	-0.05157364228367229
without_coding_region	5000	NC_072426.2	SCFR_NC_072426_2_0_8720_frame_3_fft	5	3	-0.166628;0.166628;-0.500000	5698.099;5698.099;2886.000	9;44;15	-0.10103486872258738
without_coding_region	5000	NC_072426.2	SCFR_NC_072426_2_119573613_119578905_frame1_fft	27	3	0.333333;0.290438;0.042895	1480.579;999.663;943.419	3;3;23	0.24077556750098797
without_coding_region	5000	NC_072426.2	SCFR_NC_072426_2_119573625_119578863_frame_2_fft	33	3	0.333333;0.290569;0.042764	1478.468;1148.286;1081.683	3;3;23	0.23533784728984206
without_coding_region	5000	NC_072426.2	SCFR_NC_072426_2_167239212_167249139_frame1_fft	2	2	0.166616;0.333333	4984.953;3308.000	6;3	0.2331182261672048
without_coding_region	5000	NC_072426.2	SCFR_NC_072426_2_2_8666_frame3_fft	5	3	-0.166667;0.166667;-0.333333	6831.581;6831.581;2888.000	9;44;11	-0.05816302831184904
without_coding_region	5000	NC_072426.2	SCFR_NC_072426_2_167239072_167250001_frame_1_fft	3	3	0.166712;0.333333;0.165980	5941.910;3154.295;556.098	6;3;6	0.2211202301870341
without_coding_region	5000	NC_072426.2	SCFR_NC_072426_2_167239073_167250002_frame3_fft	3	3	0.166712;0.333333;0.165980	5942.521;3154.713;554.354	6;3;6	0.22113160925445635
without_coding_region	5000	NC_072426.2	SCFR_NC_072426_2_167239211_167249138_frame_3_fft	2	2	0.166616;0.333333	4986.819;3308.000	6;3	0.2331032658463072
without_coding_region	5000	NC_072442.2	SCFR_NC_072442_2_72967620_72975501_frame1_fft	4	3	0.166730;0.333333;0.167111	5176.228;1573.945;672.793	6;3;6	0.20209056786034046
without_coding_region	5000	NC_072442.2	SCFR_NC_072442_2_72967619_72975500_frame_3_fft	4	3	0.166730;0.333333;0.167111	5174.601;1573.840;671.029	6;3;6	0.20210478115943592
without_coding_region	5000	NC_072442.2	SCFR_NC_072442_2_33846401_33851597_frame_3_fft	15	3	0.199192;0.201694;0.400693	1250.822;1153.777;1112.066	5;5;2	0.2637330242715755
without_coding_region	5000	NC_072442.2	SCFR_NC_072442_2_72970069_72975853_frame_1_fft	2	2	0.166667;0.333333	4428.707;1753.979	6;3	0.21394882282166683
without_coding_region	5000	NC_072442.2	SCFR_NC_072442_2_72970070_72975854_frame3_fft	2	2	0.166667;0.333333	4426.871;1755.429	6;3	0.21399086485838603
without_coding_region	5000	NC_072442.2	SCFR_NC_072442_2_7681_13348_frame2_fft	4	3	0.166755;0.333333;0.167284	3722.363;1123.925;485.889	6;3;6	0.20191478819364023
without_coding_region	5000	NC_072442.2	SCFR_NC_072442_2_7680_13347_frame_2_fft	4	3	0.166755;0.333333;0.167284	3723.407;1124.709;486.689	6;3;6	0.20192202752640442
without_coding_region	5000	NC_072429.2	SCFR_NC_072429_2_1769_11198_frame_2_fft	2	2	0.166720;0.333333	4948.622;3226.680	6;3	0.232479874661511
without_coding_region	5000	NC_072429.2	SCFR_NC_072429_2_1764_11199_frame1_fft	2	2	0.166720;0.333333	4953.805;3227.600	6;3	0.2324495560848045
without_coding_region	5000	NC_072429.2	SCFR_NC_072429_2_1357_11206_frame2_fft	3	3	0.166717;0.333333;0.333536	5423.197;3155.641;523.674	6;3;3	0.23407632387257496
without_coding_region	5000	NC_072429.2	SCFR_NC_072429_2_1356_11205_frame_1_fft	3	3	0.166717;0.333333;0.333536	5423.694;3156.917;523.839	6;3;3	0.23408836027030738
without_coding_region	5000	NC_072436.2	SCFR_NC_072436_2_124951298_124960595_frame3_fft	2	2	0.166720;0.333333	4681.813;3101.733	6;3	0.23311506470816773
without_coding_region	5000	NC_072436.2	SCFR_NC_072436_2_124951297_124960594_frame_3_fft	2	2	0.166720;0.333333	4682.453;3100.500	6;3	0.23309372813378162
without_coding_region	5000	NC_072436.2	SCFR_NC_072436_2_124951167_124961547_frame1_fft	3	3	0.166667;0.333333;0.168401	7448.208;3058.069;467.397	6;3;6	0.21318620535929897
without_coding_region	5000	NC_072436.2	SCFR_NC_072436_2_124951166_124961546_frame_2_fft	3	3	0.166667;0.333333;0.168401	7448.821;3058.798;465.512	6;3;6	0.21319928192354579
without_coding_region	5000	NC_072436.2	SCFR_NC_072436_2_64247346_64252368_frame_1_fft	18	3	0.025687;0.051175;0.075667	1193.821;670.171;442.414	39;20;13	0.042680179070814075
without_coding_region	5000	NC_072436.2	SCFR_NC_072436_2_4604_10568_frame_2_fft	2	2	0.166667;0.333333	4357.947;1511.621	6;3	0.20958937956626453
without_coding_region	5000	NC_072436.2	SCFR_NC_072436_2_4605_10569_frame1_fft	2	2	0.166667;0.333333	4356.184;1510.297	6;3	0.20957435106821284
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_107515205_107520419_frame_1_fft	20	3	0.025508;0.075949;0.051208	1484.607;528.164;520.857	39;13;20	0.04130635130650594
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_146180627_146186960_frame3_fft	14	3	0.025738;0.051318;0.077057	1670.022;768.365;555.084	39;19;13	0.04182004405387593
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_146180730_146187000_frame1_fft	16	3	0.025678;0.051356;0.077193	1883.248;905.866;532.542	39;19;13	0.04093988391513149
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_107516068_107521240_frame_2_fft	21	3	0.025522;0.051044;0.375097	1543.399;552.578;546.506	39;20;3	0.10315645617852603
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_146180962_146186896_frame2_fft	16	3	0.025615;0.051399;0.077182	1314.226;932.775;528.059	39;19;13	0.044094272178979904
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_153280127_153289373_frame3_fft	2	2	0.166667;0.333333	7237.740;3014.484	6;3	0.21567217100913907
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_153280257_153291897_frame_3_fft	2	2	0.166667;0.333333	8361.157;2715.051	6;3	0.2075209357482272
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_674_10388_frame_1_fft	5	3	-0.166667;0.166667;-0.333333	7458.108;7458.108;3240.167	8;38;10	-0.05948621961824664
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_153280126_153289372_frame_2_fft	2	2	0.166667;0.333333	7238.263;3014.752	6;3	0.21567274678102002
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_153280258_153291898_frame2_fft	3	3	0.166667;0.333333;0.167268	8359.434;2716.033;421.895	6;3;6	0.20606072482774743
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_811_10456_frame2_fft	5	3	-0.166615;0.166615;-0.333333	4897.957;4897.957;3211.255	8;39;10	-0.0822944072545686
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_82827984_82834731_frame_3_fft	1	1	0.333333	1006.408	3	0.333333
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_675_10389_frame1_fft	5	3	-0.166667;0.166667;-0.333333	7457.617;7457.617;3240.177	8;38;10	-0.05948958797688468
without_coding_region	5000	NC_072430.2	SCFR_NC_072430_2_816_10455_frame_3_fft	5	3	-0.166615;0.166615;-0.333333	4898.597;4898.597;3211.913	8;39;10	-0.08229900761282077
without_coding_region	5000	NC_072435.2	SCFR_NC_072435_2_22936865_22942058_frame_1_fft	10	3	0.368381;0.361063;0.360678	550.726;521.168;406.957	3;3;3	0.36368228647510803
without_coding_region	5000	NC_072435.2	SCFR_NC_072435_2_22936891_22942126_frame_2_fft	8	3	0.368290;0.361032;0.358930	580.055;575.422;371.769	3;3;3	0.3632769433503182
without_coding_region	5000	NC_072435.2	SCFR_NC_072435_2_22936687_22942063_frame2_fft	9	3	0.368304;0.361049;0.360677	579.245;571.455;418.588	3;3;3	0.3636276902971284
