Region	Window_Size	Chromosome	SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods	Metric
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18602130_18609711_frame1_fft	22	3	0.176362;0.352724;0.470782	4643.524;1975.652;1462.986	6;3;2	0.2727671792260536
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18607465_18614122_frame2_fft	24	3	0.176356;0.352711;0.470632	4079.859;1710.728;1414.482	6;3;2	0.2760002284552723
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18612690_18621318_frame1_fft	18	3	0.176402;0.352805;0.470793	5495.533;2669.934;1687.505	6;3;2	0.27462319172337035
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18618668_18629369_frame3_fft	36	3	0.176432;0.352771;0.470797	4515.335;3638.093;1713.580	6;3;2	0.2925721367290875
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18622903_18631954_frame2_fft	28	3	0.176334;0.352779;0.470887	4340.269;2960.709;1889.517	6;3;2	0.29373411831854535
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18627546_18639555_frame1_fft	43	3	0.176368;0.352735;0.470814	7373.128;3183.984;2180.558	6;3;2	0.27085987229658176
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18629372_18634721_frame3_fft	18	3	0.176295;0.352776;0.470929	2334.314;1857.471;958.114	6;3;2	0.29476359517575
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18631957_18637306_frame2_fft	16	3	0.176295;0.352776;0.470742	2273.170;1876.268;942.697	6;3;2	0.29583227787401545
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18634724_18644291_frame3_fft	31	3	0.176440;0.352775;0.470785	4031.346;3189.851;1440.738	6;3;2	0.29033561370467453
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18637309_18642316_frame2_fft	16	3	0.176353;0.352706;0.411823	3048.616;1244.840;945.225	6;3;2	0.26074512070175676
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18639690_18648291_frame1_fft	29	3	0.176375;0.352750;0.352982	5237.335;2244.149;1412.591	6;3;3	0.24892725963486925
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18652407_18659763_frame1_fft	9	3	0.176455;0.352909;0.470636	4903.857;2696.738;2096.523	6;3;2	0.2891284190215072
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18657977_18663044_frame3_fft	8	3	0.176436;0.352872;0.058812	3232.514;1567.217;1438.097	6;3;17	0.19364692295010386
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18668058_18674400_frame1_fft	8	3	0.176443;0.352886;0.058814	4045.236;1967.290;1783.668	6;3;17	0.194054602058389
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18673940_18688697_frame3_fft	8	3	0.176459;0.352917;0.058820	9439.095;4598.561;4116.604	6;3;17	0.1944811996920833
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18683053_18691570_frame2_fft	8	3	0.176471;0.352941;0.470588	5729.503;3299.935;2691.279	6;3;2	0.29368997517813966
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18689988_18701328_frame1_fft	8	3	0.176455;0.352910;0.058818	7227.061;3516.617;3147.827	6;3;17	0.19446771553629355
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18707651_18718583_frame3_fft	8	3	0.176454;0.352909;0.058818	6987.151;3414.820;3055.436	6;3;17	0.19452083812148951
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18710575_18719227_frame2_fft	8	3	0.176491;0.352982;0.058830	5527.895;2703.167;2428.453	6;3;17	0.1944421392932981
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18717834_18729276_frame1_fft	8	3	0.176455;0.352910;0.058818	7317.416;3558.803;3205.232	6;3;17	0.19427381047492898
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18729411_18734427_frame1_fft	8	3	0.176435;0.352871;0.058812	3206.657;1561.127;1416.318	6;3;17	0.1940361701065086
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18733525_18739969_frame2_fft	8	3	0.176443;0.352886;0.058814	4122.092;2007.377;1800.342	6;3;17	0.19440246850347379
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18744694_18749710_frame2_fft	8	3	0.176435;0.352871;0.058812	3201.887;1560.433;1402.997	6;3;17	0.19432407864056303
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18460955_18847313_frame_3_fft	367	3	0.176471;0.352937;0.176476	153633.949;60254.256;54902.071	6;3;6	0.21603010238974196
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18754044_18759417_frame1_fft	8	3	0.176438;0.352875;0.058813	3436.723;1669.835;1495.912	6;3;17	0.19441067218101712
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18768239_18774389_frame3_fft	9	3	0.176423;0.352846;0.470732	3968.236;1999.837;1339.190	6;3;2	0.27864361430675205
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18749845_18757156_frame2_fft	8	3	0.176446;0.352893;0.058815	4659.248;2258.503;2038.786	6;3;17	0.19416285226946528
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18781245_18787848_frame1_fft	13	3	0.176435;0.352870;0.058761	4278.571;2160.256;1579.748	6;3;17	0.20078465080553595
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18789445_18795736_frame2_fft	8	3	0.176443;0.352885;0.058814	4012.041;1955.854;1778.636	6;3;17	0.1939831889470267
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18796704_18802383_frame1_fft	8	3	0.176440;0.352879;0.058813	3603.678;1757.094;1564.166	6;3;17	0.1946396942332191
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18803097_18808248_frame1_fft	8	3	0.176471;0.352941;0.470588	3456.666;1979.011;1599.808	6;3;2	0.29298987548704886
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18813687_18819621_frame1_fft	8	3	0.176441;0.352882;0.058814	3803.390;1857.071;1668.408	6;3;17	0.19437195721795547
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18807499_18817717_frame2_fft	8	3	0.176453;0.352907;0.058818	6542.937;3181.473;2854.495	6;3;17	0.194387400285001
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18823369_18828784_frame2_fft	8	3	0.176547;0.352909;0.470545	2719.645;1970.491;1541.651	6;3;2	0.3050433758292766
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18815642_18821525_frame3_fft	8	3	0.176441;0.352881;0.058814	3764.613;1830.837;1657.975	6;3;17	0.19408924961380317
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18833288_18839885_frame3_fft	8	3	0.176444;0.352888;0.058815	4237.482;2077.985;1893.059	6;3;17	0.1939830013053501
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18851444_18856868_frame3_fft	8	3	0.176438;0.352876;0.058813	3465.844;1689.113;1524.532	6;3;17	0.19420891675635665
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18858057_18863532_frame1_fft	8	3	0.176438;0.352877;0.058813	3505.351;1703.859;1534.659	6;3;17	0.19424868304055137
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18861712_18867574_frame2_fft	8	3	0.176390;0.352951;0.058854	2668.817;2260.386;1590.339	6;3;17	0.20893429955999981
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18868818_18887247_frame1_fft	8	3	0.176461;0.352922;0.058820	11772.451;5769.882;5292.876	6;3;17	0.19378074172366894
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18873340_18912373_frame2_fft	8	3	0.176466;0.352932;0.058822	24927.902;12243.759;11208.765	6;3;17	0.1938689725582408
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18878117_18890426_frame3_fft	8	3	0.176456;0.352913;0.058819	7850.769;3852.228;3567.479	6;3;17	0.19348789010434256
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18887382_18911676_frame1_fft	8	3	0.176463;0.352927;0.058821	15538.998;7631.178;6978.592	6;3;17	0.1938982953503108
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18847316_18977078_frame_3_fft	97	3	0.176477;0.176462;0.352946	47297.792;45176.158;32997.334	6;6;3	0.22288067664744707
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18900044_18909755_frame3_fft	8	3	0.176501;0.470600;0.352899	5644.374;3048.534;2817.073	6;2;3	0.2975695616179557
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18913260_18919947_frame1_fft	8	3	0.176462;0.352924;0.470615	4432.711;2538.789;2021.467	6;3;2	0.2923993060046812
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18910421_18925187_frame3_fft	20	3	0.352905;0.176487;0.470540	4939.868;4937.553;3622.821	3;6;2	0.3199498369133679
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18913384_18924823_frame2_fft	10	3	0.176501;0.352915;0.470583	5725.221;4066.390;3234.687	6;3;2	0.304598126888545
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18586218_19032354_frame_2_fft	384	3	0.176471;0.176475;0.352937	143576.742;104964.602;95535.725	6;6;3	0.22546940362874632
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18925190_18932015_frame3_fft	8	3	0.176410;0.352967;0.470623	3408.249;2525.218;1992.795	6;3;2	0.30662915119144435
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18461140_19049575_frame_1_fft	483	3	0.176471;0.176468;0.352938	183211.408;142024.002;125107.639	6;6;3	0.22549350341918123
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18932732_18969911_frame3_fft	8	3	0.176471;0.352941;0.470588	25018.217;14471.460;11723.597	6;3;2	0.29366498617336984
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18924826_18973396_frame2_fft	8	3	0.176467;0.352934;0.058822	30980.626;15181.674;13682.893	6;3;17	0.19433544465140254
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18969030_18977079_frame1_fft	8	3	0.176419;0.352963;0.470617	3973.480;2986.266;2318.014	6;3;2	0.30674813413108337
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18929280_18969027_frame1_fft	8	3	0.176466;0.352932;0.058822	25400.005;12466.971;11162.204	6;3;17	0.19455380357146496
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18974266_18984871_frame2_fft	8	3	0.176426;0.352947;0.058840	4740.620;4122.733;2851.222	6;3;17	0.20993000349999896
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18977394_18992334_frame1_fft	8	3	0.176439;0.352945;0.058835	6700.319;5834.032;4041.811	6;3;17	0.2098851325455193
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18982817_18988424_frame3_fft	8	3	0.176387;0.352952;0.058855	2504.947;2197.446;1514.773	6;3;17	0.21015765253750665
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18984874_18992113_frame2_fft	8	3	0.176406;0.352949;0.058848	3255.337;2835.495;1971.704	6;3;17	0.209745040588842
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18992116_19003213_frame2_fft	10	3	0.176444;0.352978;0.058845	5295.573;3434.213;2990.056	6;3;17	0.19817021117230077
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18988427_18996566_frame3_fft	11	3	0.176557;0.352992;0.058852	3531.013;2644.530;2227.623	6;3;17	0.20087941435370907
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18992337_18999456_frame1_fft	10	3	0.176429;0.352999;0.058857	3165.709;2230.559;1933.970	6;3;17	0.19913891498366085
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19003216_19009366_frame2_fft	9	3	0.176423;0.353008;0.058862	2531.177;1973.865;1670.051	6;3;17	0.20107397860291332
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18977081_19025996_frame_3_fft	37	3	0.176490;0.352959;0.117653	21839.926;14543.997;10900.685	6;3;8	0.2172051731753386
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_18996569_19009145_frame3_fft	15	3	0.176527;0.352974;0.058842	5451.327;4089.834;3472.667	6;3;17	0.20057512203626787
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19009369_19018852_frame2_fft	8	3	0.176421;0.352947;0.058842	4228.191;3695.722;2575.059	6;3;17	0.20972122783287736
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19003437_19010622_frame1_fft	9	3	0.176479;0.352958;0.058873	4460.142;2183.657;1779.386	6;3;17	0.19738595310467477
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19026424_19032355_frame2_fft	8	3	0.176530;0.352892;0.470578	3173.367;2014.639;1970.463	6;3;2	0.3071049130913328
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19009148_19018631_frame3_fft	8	3	0.176421;0.352947;0.058842	4239.725;3693.628;2578.022	6;3;17	0.20961362490302174
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19018855_19024258_frame2_fft	8	3	0.176383;0.352952;0.058856	2396.039;2119.610;1465.965	6;3;17	0.21014762431962342
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19010625_19020108_frame1_fft	8	3	0.176421;0.352947;0.058842	4252.941;3697.289;2587.188	6;3;17	0.2094906438313446
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19029263_19042622_frame_3_fft	8	3	0.176435;0.352946;0.058837	5960.532;5231.105;3652.673	6;3;17	0.2097003073939442
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19036794_19046175_frame_2_fft	8	3	0.176420;0.352947;0.058842	4223.854;3666.081;2597.619	6;3;17	0.20900523712059074
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19042625_19058126_frame_3_fft	9	3	0.176440;0.352945;0.058835	6939.376;6061.522;4295.056	6;3;17	0.20909323668934365
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19042604_19049576_frame3_fft	8	3	0.176420;0.352983;0.470597	3740.584;2380.583;2276.788	6;3;2	0.3062255943030178
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19048095_19058127_frame1_fft	8	3	0.176435;0.352970;0.470594	5395.250;3396.053;3244.469	6;3;2	0.30554279407635837
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19049578_19055185_frame_1_fft	8	3	0.176387;0.352952;0.058855	2514.972;2187.138;1539.682	6;3;17	0.20926379502072479
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19055167_19062814_frame2_fft	8	3	0.176409;0.352949;0.058847	3423.312;2987.832;2113.062	6;3;17	0.2091458984789903
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19055188_19063804_frame_1_fft	8	3	0.176416;0.352948;0.058844	3856.506;3365.345;2382.494	6;3;17	0.2091070891864047
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19061661_19068990_frame1_fft	8	3	0.176422;0.352981;0.470596	3928.639;2481.479;2367.337	6;3;2	0.30567774046224105
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19046178_19081059_frame_2_fft	8	3	0.176457;0.352943;0.058829	15617.127;13646.242;9602.285	6;3;17	0.20936196760023648
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19059965_19068989_frame_3_fft	8	3	0.176418;0.352948;0.058843	4030.155;3528.568;2484.073	6;3;17	0.2093603425572918
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19073293_19079563_frame_1_fft	8	3	0.176396;0.352951;0.058852	2790.540;2460.606;1722.012	6;3;17	0.20966931946329054
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19065643_19073290_frame_1_fft	8	3	0.176409;0.352949;0.058847	3413.630;2999.520;2100.849	6;3;17	0.209596136933185
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19068992_19076537_frame_3_fft	8	3	0.176408;0.352949;0.058847	3379.569;2956.926;2069.857	6;3;17	0.20955962322360522
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19082184_19089066_frame_2_fft	8	3	0.176402;0.352950;0.058849	3081.045;2686.531;1871.545	6;3;17	0.2096906395703118
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19087739_19093958_frame3_fft	8	3	0.176395;0.352951;0.058852	2756.424;2435.701;1691.322	6;3;17	0.20998784438595952
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_1907_7673_frame3_fft	2	2	0.166667;0.333333	4285.330;1999.041	6;3	0.2196829927391301
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19096311_19102989_frame_2_fft	8	3	0.176400;0.352950;0.058850	2969.276;2615.102;1815.944	6;3;17	0.20994341080023274
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19076540_19099589_frame_3_fft	8	3	0.176450;0.352944;0.058831	10287.670;9013.982;6291.304	6;3;17	0.20969886949096458
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19099592_19107749_frame_3_fft	8	3	0.176413;0.352948;0.058845	3665.740;3194.098;2233.157	6;3;17	0.2095508482286639
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19102992_19108905_frame_2_fft	8	3	0.176391;0.352951;0.058853	2638.272;2322.464;1634.646	6;3;17	0.209432486041597
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19089069_19096308_frame_2_fft	8	3	0.176406;0.352949;0.058848	3215.594;2831.453;1961.243	6;3;17	0.21003532690811644
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19106239_19113325_frame_1_fft	8	3	0.176404;0.352949;0.058848	3162.110;2777.454;1953.604	6;3;17	0.20943101077767506
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19108908_19119870_frame_2_fft	8	3	0.176428;0.352947;0.058840	4914.208;4299.286;3006.937	6;3;17	0.20959589379016175
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19113329_19118336_frame3_fft	8	3	0.176553;0.352906;0.470541	2484.021;1868.225;1488.478	6;3;2	0.3078829093894866
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19079566_19106236_frame_1_fft	8	3	0.176453;0.352943;0.058830	11909.895;10432.068;7272.553	6;3;17	0.20973857454057326
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19125377_19130651_frame3_fft	14	3	0.176716;0.352863;0.117747	1549.816;1408.683;986.438	6;3;8	0.2248703867440722
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19127179_19132453_frame2_fft	15	3	0.176716;0.176337;0.352863	1837.062;1836.614;1417.856	6;6;3	0.2256315335026864
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19132456_19139605_frame2_fft	16	3	0.176528;0.058889;0.353196	3898.585;1855.174;1432.114	6;17;3	0.18136636855535854
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19107752_19139135_frame_3_fft	38	3	0.176465;0.352930;0.176561	14750.729;7766.891;6608.482	6;3;6	0.2235436936949888
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19143758_19149671_frame3_fft	8	3	0.176391;0.352951;0.058853	2648.515;2304.030;1627.856	6;3;17	0.20913438422111358
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19146087_19153377_frame1_fft	8	3	0.176406;0.352949;0.058848	3260.670;2839.795;2009.524	6;3;17	0.2090953546086191
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19156695_19163934_frame1_fft	8	3	0.176406;0.352949;0.058848	3231.712;2822.346;1993.871	6;3;17	0.20919330998496635
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19119873_19172223_frame_2_fft	42	3	0.176485;0.352932;0.058816	20248.843;14045.050;11016.523	6;3;17	0.20256959150900314
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19160282_19170887_frame3_fft	8	3	0.176426;0.352947;0.058840	4772.723;4123.446;2930.961	6;3;17	0.20882902856398805
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19164753_19176456_frame1_fft	8	3	0.176450;0.470563;0.352901	7103.340;3267.725;3055.248	6;2;3	0.2881844700494469
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19139138_19176983_frame_3_fft	8	3	0.176483;0.352940;0.058819	16948.329;14685.829;10404.566	6;3;17	0.20900478810253612
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19182548_19191698_frame3_fft	8	3	0.176503;0.470601;0.352896	5270.261;2848.209;2628.683	6;2;3	0.2975893798906557
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19183311_19257468_frame1_fft	80	3	0.176463;0.470583;0.352927	30307.989;17076.506;16258.329	6;2;3	0.3004605101258235
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19178703_19287357_frame_2_fft	133	3	0.176468;0.470586;0.352946	48527.007;29371.703;26103.596	6;2;3	0.30382533915209536
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19113328_19287679_frame_1_fft	199	3	0.176477;0.176466;0.058824	65138.614;57241.180;34276.544	6;6;17	0.15073040119841177
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19191956_19215290_frame3_fft	8	3	0.176481;0.470601;0.352961	14188.721;6648.720;6139.630	6;2;3	0.2891338313173806
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19183310_19287365_frame_3_fft	121	3	0.176464;0.176484;0.470588	46182.693;32277.224;28205.790	6;6;2	0.25424574969055425
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19254032_19261412_frame3_fft	8	3	0.176423;0.352981;0.470596	4000.985;2484.277;2416.366	6;3;2	0.30555090939859536
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19257471_19264761_frame1_fft	8	3	0.176406;0.352949;0.058848	3296.841;2831.367;2072.579	6;3;17	0.20764809691082087
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19261415_19270775_frame3_fft	8	3	0.176496;0.470620;0.352991	5694.898;2699.396;2488.824	6;2;3	0.28981114929673646
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19270778_19286483_frame3_fft	8	3	0.176441;0.352945;0.058835	7175.739;5945.206;4405.964	6;3;17	0.20674781779884863
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19275304_19280554_frame2_fft	8	3	0.176381;0.352952;0.058857	2372.846;2047.878;1474.460	6;3;17	0.20832426577389274
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19271496_19279836_frame1_fft	8	3	0.176499;0.470624;0.352998	5075.742;2406.492;2206.206	6;2;3	0.2897476357240175
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19215293_19254029_frame3_fft	73	3	0.176528;0.176451;0.352928	9707.222;9253.039;8931.307	6;6;3	0.23298843531138158
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19279839_19286097_frame1_fft	8	3	0.176414;0.352988;0.470598	3367.003;2123.298;2038.621	6;3;2	0.3058679777827424
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19280557_19286446_frame2_fft	8	3	0.176431;0.470538;0.352861	3613.029;1596.101;1582.123	6;2;3	0.2866549067955501
without_coding_region	5000	NC_073236.2	SCFR_NC_073236_2_19190800_19275301_frame2_fft	98	3	0.176483;0.352931;0.470586	34223.113;23801.560;23186.255	6;3;2	0.3121652915894398
