frame,chromosome,shadow_start,shadow_end,strand,sequence_length,GC_percent,AT_percent
1,NC_073249.2,101268927,101269258,+,331,67.069,32.931
3,NC_073249.2,101271341,101271378,+,37,62.162,37.838
1,NC_073249.2,101271894,101272425,+,531,63.842,36.158
3,NC_073249.2,101275685,101276018,+,333,73.574,26.426
3,NC_073249.2,101278817,101278882,+,65,63.077,36.923
2,NC_073249.2,101282041,101282112,+,71,59.155,40.845
3,NC_073249.2,101285720,101285781,+,61,42.623,57.377
3,NC_073249.2,101293928,101294300,+,372,53.763,46.237
1,NC_073249.2,101294778,101294986,+,208,45.192,54.808
1,NC_073249.2,101295198,101295262,+,64,34.375,65.625
3,NC_073249.2,101297633,101297658,+,25,56.0,44.0
1,NC_073249.2,101300775,101300829,+,54,16.667,83.333
1,NC_073249.2,101306253,101306334,+,81,33.333,66.667
-1,NC_073249.2,101353423,101353443,-,20,85.0,15.0
-1,NC_073249.2,101356407,101356569,-,162,79.63,20.37
-1,NC_073249.2,101470227,101470323,-,96,58.333,41.667
-3,NC_073249.2,101661120,101661151,-,31,29.032,70.968
-3,NC_073249.2,101670000,101670034,-,34,38.235,61.765
-1,NC_073249.2,101670587,101670645,-,58,46.552,53.448
-1,NC_073249.2,101670587,101670645,-,58,46.552,53.448
-2,NC_073249.2,101678745,101678849,-,104,35.577,64.423
-2,NC_073249.2,101703080,101703158,-,78,35.897,64.103
-2,NC_073249.2,101798042,101798045,-,3,33.333,66.667
1,NC_073249.2,101948463,101948560,+,97,46.392,53.608
-1,NC_073249.2,1020768,1020897,-,129,48.837,51.163
1,NC_073249.2,102037710,102037837,+,127,70.079,29.921
3,NC_073249.2,102050813,102050817,+,4,75.0,25.0
2,NC_073249.2,102051490,102051553,+,63,22.222,77.778
1,NC_073249.2,102055311,102055349,+,38,57.895,42.105
3,NC_073249.2,102056237,102056270,+,33,21.212,78.788
3,NC_073249.2,102058031,102058053,+,22,50.0,50.0
2,NC_073249.2,102060355,102060376,+,21,38.095,61.905
2,NC_073249.2,102062167,102062203,+,36,50.0,50.0
3,NC_073249.2,102063029,102063048,+,19,42.105,57.895
2,NC_073249.2,102079477,102079538,+,61,24.59,75.41
-1,NC_073249.2,102086777,102086808,-,31,25.806,74.194
-1,NC_073249.2,102086741,102086808,-,67,32.836,67.164
-3,NC_073249.2,102088350,102088387,-,37,35.135,64.865
-1,NC_073249.2,102091806,102091908,-,102,30.392,69.608
-3,NC_073249.2,102094823,102094963,-,140,37.143,62.857
-1,NC_073249.2,102096200,102096267,-,67,29.851,70.149
-1,NC_073249.2,102097744,102097935,-,191,47.644,52.356
-1,NC_073249.2,102097744,102097935,-,191,47.644,52.356
-1,NC_073249.2,102098784,102098904,-,120,60.0,40.0
-3,NC_073249.2,102099031,102099043,-,12,58.333,41.667
-3,NC_073249.2,102182447,102182461,-,14,35.714,64.286
-1,NC_073249.2,102185431,102185457,-,26,19.231,80.769
-2,NC_073249.2,102190277,102190475,-,198,48.485,51.515
-3,NC_073249.2,102431297,102431326,-,29,41.379,58.621
-3,NC_073249.2,102432321,102432352,-,31,35.484,64.516
-3,NC_073249.2,102433117,102433210,-,93,54.839,45.161
-2,NC_073249.2,102435244,102435383,-,139,45.324,54.676
-2,NC_073249.2,102439078,102439133,-,55,36.364,63.636
-2,NC_073249.2,102440403,102440405,-,2,50.0,50.0
-3,NC_073249.2,102442359,102442411,-,52,28.846,71.154
-2,NC_073249.2,102446690,102446759,-,69,34.783,65.217
-3,NC_073249.2,102450620,102450631,-,11,45.455,54.545
-1,NC_073249.2,102451364,102451413,-,49,42.857,57.143
-1,NC_073249.2,102454550,102454668,-,118,38.136,61.864
-1,NC_073249.2,102455803,102455847,-,44,38.636,61.364
-1,NC_073249.2,102457952,102458016,-,64,50.0,50.0
-1,NC_073249.2,102459308,102459462,-,154,31.818,68.182
-3,NC_073249.2,102460794,102460873,-,79,34.177,65.823
-2,NC_073249.2,102462302,102462359,-,57,28.07,71.93
-3,NC_073249.2,102466901,102466951,-,50,32.0,68.0
-2,NC_073249.2,102470213,102470234,-,21,38.095,61.905
-2,NC_073249.2,102470934,102470969,-,35,25.714,74.286
-3,NC_073249.2,102471877,102471985,-,108,41.667,58.333
-3,NC_073249.2,102471778,102471985,-,207,39.614,60.386
-2,NC_073249.2,102474029,102474158,-,129,48.837,51.163
-2,NC_073249.2,102474118,102474158,-,40,35.0,65.0
-1,NC_073249.2,102484056,102484341,-,285,70.526,29.474
2,NC_073249.2,102503998,102504014,+,16,56.25,43.75
3,NC_073249.2,102513023,102513120,+,97,30.928,69.072
2,NC_073249.2,102515377,102515591,+,214,40.187,59.813
3,NC_073249.2,102516407,102516529,+,122,31.967,68.033
1,NC_073249.2,102519981,102520012,+,31,45.161,54.839
1,NC_073249.2,102527484,102527532,+,48,39.583,60.417
1,NC_073249.2,102538947,102538961,+,14,21.429,78.571
3,NC_073249.2,102541904,102541952,+,48,37.5,62.5
3,NC_073249.2,102544568,102544574,+,6,50.0,50.0
1,NC_073249.2,102557037,102557095,+,58,70.69,29.31
3,NC_073249.2,102561200,102561300,+,100,47.0,53.0
1,NC_073249.2,102562209,102562290,+,81,35.802,64.198
3,NC_073249.2,102562529,102562611,+,82,31.707,68.293
3,NC_073249.2,102566927,102566968,+,41,26.829,73.171
2,NC_073249.2,102569854,102569885,+,31,41.935,58.065
3,NC_073249.2,102698930,102698937,+,7,42.857,57.143
1,NC_073249.2,102700464,102700553,+,89,55.056,44.944
2,NC_073249.2,102701188,102701229,+,41,31.707,68.293
2,NC_073249.2,102702355,102702389,+,34,58.824,41.176
3,NC_073249.2,102703598,102703620,+,22,45.455,54.545
2,NC_073249.2,102705691,102705771,+,80,45.0,55.0
-1,NC_073249.2,102727183,102727479,-,296,39.865,60.135
-1,NC_073249.2,102728746,102728814,-,68,45.588,54.412
-1,NC_073249.2,102729446,102729486,-,40,40.0,60.0
-3,NC_073249.2,102730328,102730396,-,68,45.588,54.412
-1,NC_073249.2,102730976,102731043,-,67,40.299,59.701
-2,NC_073249.2,102731868,102731936,-,68,45.588,54.412
-2,NC_073249.2,102732550,102732581,-,31,45.161,54.839
-1,NC_073249.2,102733756,102733791,-,35,51.429,48.571
-2,NC_073249.2,102737710,102737735,-,25,36.0,64.0
-2,NC_073249.2,102739206,102739295,-,89,53.933,46.067
-1,NC_073249.2,102739742,102739764,-,22,31.818,68.182
-3,NC_073249.2,102740993,102741046,-,53,39.623,60.377
-2,NC_073249.2,102741934,102741959,-,25,56.0,44.0
-2,NC_073249.2,102743891,102743957,-,66,53.03,46.97
2,NC_073249.2,102920710,102920780,+,70,44.286,55.714
2,NC_073249.2,102921160,102921280,+,120,54.167,45.833
1,NC_073249.2,102927477,102927601,+,124,56.452,43.548
3,NC_073249.2,102928208,102928249,+,41,31.707,68.293
1,NC_073249.2,102929373,102929407,+,34,58.824,41.176
1,NC_073249.2,102930615,102930637,+,22,50.0,50.0
3,NC_073249.2,102931034,102931081,+,47,40.426,59.574
3,NC_073249.2,102931034,102931081,+,47,40.426,59.574
1,NC_073249.2,102932766,102932789,+,23,34.783,65.217
-1,NC_073249.2,102943058,102943119,-,61,37.705,62.295
-1,NC_073249.2,102943691,102943773,-,82,43.902,56.098
1,NC_073249.2,102943413,102943416,+,3,66.667,33.333
-3,NC_073249.2,102944183,102944188,-,5,60.0,40.0
-2,NC_073249.2,102944368,102944498,-,130,39.231,60.769
-2,NC_073249.2,102945161,102945179,-,18,44.444,55.556
1,NC_073249.2,102997323,102997399,+,76,68.421,31.579
3,NC_073249.2,103005464,103005489,+,25,40.0,60.0
3,NC_073249.2,103005464,103005522,+,58,36.207,63.793
2,NC_073249.2,103007569,103007573,+,4,50.0,50.0
2,NC_073249.2,103012186,103012306,+,120,40.0,60.0
1,NC_073249.2,103012821,103012865,+,44,36.364,63.636
1,NC_073249.2,103012821,103012934,+,113,38.053,61.947
1,NC_073249.2,103012821,103012912,+,91,38.462,61.538
1,NC_073249.2,103019955,103019975,+,20,40.0,60.0
1,NC_073249.2,103020864,103020957,+,93,44.086,55.914
1,NC_073249.2,103033113,103033167,+,54,42.593,57.407
1,NC_073249.2,103035462,103035488,+,26,50.0,50.0
3,NC_073249.2,103036448,103036479,+,31,38.71,61.29
3,NC_073249.2,103052555,103052574,+,19,42.105,57.895
1,NC_073249.2,103054749,103054807,+,58,41.379,58.621
3,NC_073249.2,103058867,103058871,+,4,50.0,50.0
2,NC_073249.2,103058974,103059080,+,106,31.132,68.868
-2,NC_073249.2,103060724,103060841,-,117,35.043,64.957
-3,NC_073249.2,103062256,103062304,-,48,39.583,60.417
-3,NC_073249.2,103063117,103063195,-,78,25.641,74.359
-1,NC_073249.2,103067879,103068042,-,163,41.718,58.282
-3,NC_073249.2,103070365,103070455,-,90,42.222,57.778
-3,NC_073249.2,103070341,103070455,-,114,44.737,55.263
-2,NC_073249.2,103071883,103072001,-,118,48.305,51.695
-3,NC_073249.2,103077279,103077298,-,19,21.053,78.947
-3,NC_073249.2,103077277,103077298,-,21,19.048,80.952
-1,NC_073249.2,103079364,103079415,-,51,49.02,50.98
-1,NC_073249.2,103117806,103117956,-,150,50.667,49.333
-1,NC_073249.2,103136370,103136391,-,21,23.81,76.19
-1,NC_073249.2,103137482,103137504,-,22,40.909,59.091
-1,NC_073249.2,103140883,103140909,-,26,42.308,57.692
-1,NC_073249.2,103142425,103142460,-,35,28.571,71.429
-1,NC_073249.2,103176799,103176909,-,110,39.091,60.909
-3,NC_073249.2,103179264,103179292,-,28,39.286,60.714
-2,NC_073249.2,103181126,103181129,-,3,66.667,33.333
-1,NC_073249.2,103215807,103215864,-,57,77.193,22.807
3,NC_073249.2,103217591,103217721,+,130,41.538,58.462
1,NC_073249.2,103218711,103218764,+,53,43.396,56.604
1,NC_073249.2,103220661,103220690,+,29,31.034,68.966
2,NC_073249.2,103225123,103225196,+,73,35.616,64.384
1,NC_073249.2,103225311,103225426,+,115,44.348,55.652
2,NC_073249.2,103229428,103229469,+,41,34.146,65.854
2,NC_073249.2,103229947,103229989,+,42,38.095,61.905
3,NC_073249.2,103231988,103232040,+,52,40.385,59.615
2,NC_073249.2,103232758,103232845,+,87,50.575,49.425
1,NC_073249.2,103234233,103234272,+,39,41.026,58.974
-1,NC_073249.2,103242956,103242981,-,25,48.0,52.0
-2,NC_073249.2,103243170,103243370,-,200,42.5,57.5
-2,NC_073249.2,103245686,103245758,-,72,50.0,50.0
-1,NC_073249.2,103245908,103245939,-,31,54.839,45.161
-1,NC_073249.2,103246902,103246989,-,87,50.575,49.425
-1,NC_073249.2,103247827,103247910,-,83,40.964,59.036
-3,NC_073249.2,103248119,103248298,-,179,49.162,50.838
-3,NC_073249.2,103248432,103248526,-,94,55.319,44.681
-2,NC_073249.2,103249007,103249136,-,129,55.814,44.186
-3,NC_073249.2,103250992,103251190,-,198,74.242,25.758
-3,NC_073249.2,103261762,103261771,-,9,44.444,55.556
-3,NC_073249.2,103262422,103262446,-,24,45.833,54.167
-1,NC_073249.2,103262766,103262841,-,75,52.0,48.0
-1,NC_073249.2,103268552,103268658,-,106,42.453,57.547
-2,NC_073249.2,103269366,103269488,-,122,49.18,50.82
-2,NC_073249.2,103270604,103270838,-,234,50.855,49.145
-2,NC_073249.2,103270586,103270838,-,252,51.587,48.413
-1,NC_073249.2,103270997,103271040,-,43,48.837,51.163
-2,NC_073249.2,103271231,103271423,-,192,50.521,49.479
-3,NC_073249.2,103272402,103272457,-,55,54.545,45.455
-2,NC_073249.2,103272849,103272929,-,80,51.25,48.75
-1,NC_073249.2,103273758,103273893,-,135,44.444,55.556
-2,NC_073249.2,103280150,103280249,-,99,72.727,27.273
-3,NC_073249.2,103287295,103287316,-,21,33.333,66.667
-3,NC_073249.2,103287706,103287730,-,24,45.833,54.167
-1,NC_073249.2,103290796,103290879,-,83,49.398,50.602
-2,NC_073249.2,103291302,103291310,-,8,62.5,37.5
-3,NC_073249.2,103291783,103291849,-,66,60.606,39.394
-2,NC_073249.2,103292097,103292198,-,101,50.495,49.505
-3,NC_073249.2,103292344,103292581,-,237,50.211,49.789
-1,NC_073249.2,103292667,103292691,-,24,45.833,54.167
-3,NC_073249.2,103293522,103293559,-,37,54.054,45.946
-3,NC_073249.2,103293785,103293868,-,83,50.602,49.398
-2,NC_073249.2,103294631,103294673,-,42,54.762,45.238
-3,NC_073249.2,103295437,103295464,-,27,48.148,51.852
-3,NC_073249.2,103295722,103295809,-,87,54.023,45.977
-3,NC_073249.2,103296108,103296172,-,64,50.0,50.0
-1,NC_073249.2,103296465,103296543,-,78,46.154,53.846
-3,NC_073249.2,103296762,103296844,-,82,48.78,51.22
-2,NC_073249.2,103297404,103297592,-,188,46.809,53.191
-1,NC_073249.2,103298631,103298730,-,99,41.414,58.586
-1,NC_073249.2,103299242,103299303,-,61,52.459,47.541
-2,NC_073249.2,103300940,103300985,-,45,62.222,37.778
-3,NC_073249.2,103301256,103301428,-,172,46.512,53.488
-3,NC_073249.2,103301579,103301827,-,248,49.194,50.806
-3,NC_073249.2,103301785,103301827,-,42,47.619,52.381
-2,NC_073249.2,103301912,103301975,-,63,50.794,49.206
-1,NC_073249.2,103301894,103301916,-,22,54.545,45.455
-2,NC_073249.2,103304255,103304321,-,66,50.0,50.0
-1,NC_073249.2,103306807,103306851,-,44,45.455,54.545
-1,NC_073249.2,103306785,103306851,-,66,42.424,57.576
-1,NC_073249.2,103311275,103311285,-,10,50.0,50.0
-2,NC_073249.2,103312077,103312127,-,50,62.0,38.0
-2,NC_073249.2,103312247,103312283,-,36,47.222,52.778
-2,NC_073249.2,103312949,103313000,-,51,80.392,19.608
-3,NC_073249.2,103320185,103320232,-,47,44.681,55.319
-1,NC_073249.2,103320435,103320492,-,57,43.86,56.14
-3,NC_073249.2,103320876,103320922,-,46,54.348,45.652
-1,NC_073249.2,103321142,103321239,-,97,50.515,49.485
-1,NC_073249.2,103321145,103321239,-,94,51.064,48.936
-2,NC_073249.2,103321336,103321367,-,31,38.71,61.29
-3,NC_073249.2,103321687,103321726,-,39,58.974,41.026
-1,NC_073249.2,103331298,103331376,-,78,43.59,56.41
-1,NC_073249.2,103332009,103332054,-,45,37.778,62.222
-3,NC_073249.2,103342098,103342153,-,55,40.0,60.0
-3,NC_073249.2,103352242,103352311,-,69,72.464,27.536
-3,NC_073249.2,103356073,103356130,-,57,66.667,33.333
-3,NC_073249.2,103356341,103356460,-,119,63.025,36.975
-3,NC_073249.2,103356942,103356985,-,43,76.744,23.256
-3,NC_073249.2,103357275,103357309,-,34,35.294,64.706
-2,NC_073249.2,103358792,103358915,-,123,59.35,40.65
-1,NC_073249.2,103359059,103359156,-,97,59.794,40.206
-3,NC_073249.2,103359214,103359232,-,18,22.222,77.778
1,NC_073249.2,103367136,103367437,+,301,38.206,61.794
3,NC_073249.2,103369646,103369663,+,17,64.706,35.294
1,NC_073249.2,103369938,103370063,+,125,48.8,51.2
2,NC_073249.2,103370278,103370358,+,80,45.0,55.0
1,NC_073249.2,103370463,103370563,+,100,48.0,52.0
1,NC_073249.2,103370913,103370944,+,31,22.581,77.419
-2,NC_073249.2,103386772,103386833,-,61,39.344,60.656
-2,NC_073249.2,103386772,103386833,-,61,39.344,60.656
-2,NC_073249.2,103387405,103387487,-,82,43.902,56.098
-1,NC_073249.2,103387897,103387902,-,5,60.0,40.0
-3,NC_073249.2,103388082,103388212,-,130,39.231,60.769
-3,NC_073249.2,103388881,103388899,-,18,44.444,55.556
-3,NC_073249.2,103411006,103411042,-,36,44.444,55.556
-1,NC_073249.2,103412036,103412103,-,67,50.746,49.254
-3,NC_073249.2,103412533,103412704,-,171,48.538,51.462
-3,NC_073249.2,103458953,103459243,-,290,39.655,60.345
-2,NC_073249.2,103459675,103459742,-,67,41.791,58.209
-2,NC_073249.2,103460562,103460630,-,68,45.588,54.412
-1,NC_073249.2,103461242,103461282,-,40,40.0,60.0
-3,NC_073249.2,103462121,103462189,-,68,45.588,54.412
-2,NC_073249.2,103462798,103462829,-,31,41.935,58.065
-1,NC_073249.2,103464004,103464039,-,35,51.429,48.571
-1,NC_073249.2,103467953,103467978,-,25,36.0,64.0
-3,NC_073249.2,103469447,103469536,-,89,53.933,46.067
-1,NC_073249.2,103469984,103470006,-,22,31.818,68.182
-1,NC_073249.2,103471240,103471293,-,53,43.396,56.604
-3,NC_073249.2,103472181,103472206,-,25,56.0,44.0
-3,NC_073249.2,103474170,103474201,-,31,51.613,48.387
-3,NC_073249.2,103474135,103474201,-,66,59.091,40.909
-2,NC_073249.2,103476698,103476761,-,63,57.143,42.857
2,NC_073249.2,103717696,103717715,+,19,68.421,31.579
-2,NC_073249.2,103817661,103817948,-,287,40.418,59.582
-1,NC_073249.2,103818380,103818447,-,67,40.299,59.701
-1,NC_073249.2,103819267,103819335,-,68,45.588,54.412
-2,NC_073249.2,103819951,103819991,-,40,40.0,60.0
-1,NC_073249.2,103820833,103820901,-,68,45.588,54.412
-3,NC_073249.2,103823172,103823197,-,25,36.0,64.0
-1,NC_073249.2,103824667,103824756,-,89,53.933,46.067
-3,NC_073249.2,103825203,103825240,-,37,29.73,70.27
-3,NC_073249.2,103826468,103826521,-,53,41.509,58.491
-2,NC_073249.2,103827409,103827434,-,25,56.0,44.0
-2,NC_073249.2,103829327,103829333,-,6,66.667,33.333
-2,NC_073249.2,1039520,1039529,-,9,66.667,33.333
2,NC_073249.2,103939999,103940045,+,46,93.478,6.522
-1,NC_073249.2,103951946,103952076,-,130,30.769,69.231
-2,NC_073249.2,103955296,103955327,-,31,32.258,67.742
-2,NC_073249.2,103958139,103958198,-,59,37.288,62.712
-2,NC_073249.2,103963739,103963838,-,99,35.354,64.646
-1,NC_073249.2,103971204,103971213,-,9,33.333,66.667
2,NC_073249.2,104101180,104101343,+,163,79.141,20.859
2,NC_073249.2,104104306,104104327,+,21,85.714,14.286
3,NC_073249.2,104298344,104298735,+,391,65.985,34.015
2,NC_073249.2,104349208,104349224,+,16,43.75,56.25
2,NC_073249.2,104358034,104358066,+,32,43.75,56.25
2,NC_073249.2,104358034,104358101,+,67,50.746,49.254
2,NC_073249.2,104360029,104360055,+,26,50.0,50.0
1,NC_073249.2,104360940,104360994,+,54,46.296,53.704
1,NC_073249.2,104362227,104362250,+,23,30.435,69.565
3,NC_073249.2,104362697,104362787,+,90,53.333,46.667
1,NC_073249.2,104364261,104364287,+,26,34.615,65.385
3,NC_073249.2,104368205,104368241,+,36,52.778,47.222
3,NC_073249.2,104368205,104368241,+,36,52.778,47.222
3,NC_073249.2,104369414,104369446,+,32,43.75,56.25
2,NC_073249.2,104370040,104370109,+,69,46.377,53.623
1,NC_073249.2,104370933,104371001,+,68,39.706,60.294
3,NC_073249.2,104371580,104371649,+,69,43.478,56.522
3,NC_073249.2,104372468,104372536,+,68,41.176,58.824
1,NC_073249.2,104373186,104373205,+,19,42.105,57.895
-1,NC_073249.2,104397138,104397273,-,135,49.63,50.37
-2,NC_073249.2,104397194,104397221,-,27,37.037,62.963
-3,NC_073249.2,104398869,104398915,-,46,41.304,58.696
-3,NC_073249.2,104399314,104399335,-,21,47.619,52.381
-2,NC_073249.2,104400542,104400575,-,33,57.576,42.424
-3,NC_073249.2,104401701,104401741,-,40,30.0,70.0
-1,NC_073249.2,104402387,104402475,-,88,55.682,44.318
-1,NC_073249.2,104404667,104404761,-,94,47.872,52.128
-1,NC_073249.2,104407906,104407989,-,83,60.241,39.759
-2,NC_073249.2,104408788,104408813,-,25,48.0,52.0
-3,NC_073249.2,104410398,104410435,-,37,40.541,59.459
-1,NC_073249.2,104410376,104410626,-,250,47.6,52.4
-1,NC_073249.2,104411192,104411244,-,52,57.692,42.308
-1,NC_073249.2,104412623,104412711,-,88,40.909,59.091
-1,NC_073249.2,104416328,104416362,-,34,38.235,61.765
-1,NC_073249.2,104418476,104418513,-,37,29.73,70.27
-1,NC_073249.2,104419351,104419464,-,113,52.212,47.788
-3,NC_073249.2,104420475,104420488,-,13,30.769,69.231
-1,NC_073249.2,104421718,104421765,-,47,42.553,57.447
-1,NC_073249.2,104424011,104424093,-,82,43.902,56.098
-2,NC_073249.2,104425309,104425361,-,52,46.154,53.846
-2,NC_073249.2,104425306,104425361,-,55,47.273,52.727
-1,NC_073249.2,104426070,104426094,-,24,54.167,45.833
-3,NC_073249.2,104427329,104427355,-,26,46.154,53.846
-3,NC_073249.2,104427329,104427355,-,26,46.154,53.846
-2,NC_073249.2,104437027,104437199,-,172,41.86,58.14
-2,NC_073249.2,104447448,104447714,-,266,37.594,62.406
-2,NC_073249.2,104447448,104447714,-,266,37.594,62.406
-3,NC_073249.2,104449000,104449072,-,72,38.889,61.111
-2,NC_073249.2,104450801,104450981,-,180,36.111,63.889
-1,NC_073249.2,104454236,104454255,-,19,21.053,78.947
-3,NC_073249.2,104463760,104463958,-,198,36.869,63.131
-1,NC_073249.2,104464056,104464086,-,30,26.667,73.333
-3,NC_073249.2,104465116,104465230,-,114,31.579,68.421
-1,NC_073249.2,104468127,104468145,-,18,33.333,66.667
-3,NC_073249.2,104468359,104468380,-,21,38.095,61.905
-1,NC_073249.2,104468718,104468724,-,6,33.333,66.667
-3,NC_073249.2,104469898,104469901,-,3,100.0,0.0
-1,NC_073249.2,104477769,104477817,-,48,77.083,22.917
-3,NC_073249.2,104488762,104488765,-,3,66.667,33.333
-1,NC_073249.2,104492827,104492856,-,29,34.483,65.517
-1,NC_073249.2,104498502,104498547,-,45,37.778,62.222
-2,NC_073249.2,104498814,104498873,-,59,44.068,55.932
-1,NC_073249.2,104501418,104501436,-,18,44.444,55.556
-3,NC_073249.2,104542213,104542369,-,156,63.462,36.538
-3,NC_073249.2,104563482,104563531,-,49,28.571,71.429
-1,NC_073249.2,104568679,104568696,-,17,52.941,47.059
-1,NC_073249.2,104586741,104586909,-,168,55.952,44.048
-1,NC_073249.2,104622954,104623155,-,201,64.677,35.323
3,NC_073249.2,104639060,104639070,+,10,30.0,70.0
3,NC_073249.2,104646308,104646408,+,100,34.0,66.0
1,NC_073249.2,104651934,104651994,+,60,40.0,60.0
2,NC_073249.2,104654800,104654832,+,32,31.25,68.75
2,NC_073249.2,104658052,104658183,+,131,31.298,68.702
1,NC_073249.2,104738271,104738317,+,46,67.391,32.609
2,NC_073249.2,104764318,104764353,+,35,28.571,71.429
2,NC_073249.2,104769460,104769487,+,27,25.926,74.074
3,NC_073249.2,104772491,104772556,+,65,35.385,64.615
2,NC_073249.2,104791216,104791236,+,20,35.0,65.0
2,NC_073249.2,104793067,104793069,+,2,100.0,0.0
1,NC_073249.2,104795793,104795812,+,19,42.105,57.895
1,NC_073249.2,104798547,104798558,+,11,36.364,63.636
3,NC_073249.2,104800292,104800335,+,43,34.884,65.116
2,NC_073249.2,104811064,104811225,+,161,37.267,62.733
1,NC_073249.2,104908131,104908156,+,25,40.0,60.0
-1,NC_073249.2,1052364,1052448,-,84,47.619,52.381
1,NC_073249.2,105223986,105224017,+,31,19.355,80.645
2,NC_073249.2,105224272,105224276,+,4,75.0,25.0
2,NC_073249.2,105224737,105224739,+,2,100.0,0.0
3,NC_073249.2,105230765,105230854,+,89,55.056,44.944
2,NC_073249.2,105231496,105231537,+,41,31.707,68.293
3,NC_073249.2,105232661,105232695,+,34,58.824,41.176
3,NC_073249.2,105233195,105233217,+,22,68.182,31.818
-3,NC_073249.2,105246336,105246397,-,61,39.344,60.656
-3,NC_073249.2,105246336,105246397,-,61,39.344,60.656
-1,NC_073249.2,105246977,105247059,-,82,43.902,56.098
-1,NC_073249.2,105247468,105247473,-,5,60.0,40.0
-3,NC_073249.2,105247653,105247783,-,130,39.231,60.769
-2,NC_073249.2,105248450,105248468,-,18,44.444,55.556
-3,NC_073249.2,105290330,105290467,-,137,36.496,63.504
-1,NC_073249.2,105291053,105291120,-,67,40.299,59.701
-1,NC_073249.2,105291940,105292008,-,68,44.118,55.882
-3,NC_073249.2,105293073,105293104,-,31,41.935,58.065
-2,NC_073249.2,105294279,105294314,-,35,51.429,48.571
-1,NC_073249.2,105298229,105298254,-,25,36.0,64.0
-1,NC_073249.2,105299719,105299808,-,89,53.933,46.067
-2,NC_073249.2,105300256,105300278,-,22,31.818,68.182
-2,NC_073249.2,105301512,105301565,-,53,41.509,58.491
-1,NC_073249.2,105302453,105302478,-,25,56.0,44.0
-2,NC_073249.2,105304364,105304370,-,6,66.667,33.333
-2,NC_073249.2,105304441,105304472,-,31,51.613,48.387
-1,NC_073249.2,105307379,105307410,-,31,32.258,67.742
