frame,chromosome,shadow_start,shadow_end,strand,sequence_length,GC_percent,AT_percent,GC_stretch
-3,NC_072373.2,100188028,100188055,-,27,51.852,48.148,3.0
-3,NC_072373.2,100189282,100189363,-,81,48.148,51.852,5.42857142857143
3,NC_072373.2,100193545,100193546,+,1,100.0,0.0,3.8
1,NC_072373.2,100194287,100194288,+,1,100.0,0.0,3.5
2,NC_072373.2,100194287,100194382,+,95,60.0,40.0,3.33333333333333
3,NC_072373.2,100194528,100194578,+,50,66.0,34.0,3.0
3,NC_072373.2,100194888,100195379,+,491,51.324,48.676,3.0
3,NC_072373.2,100195166,100195379,+,213,48.826,51.174,4.14285714285714
2,NC_072373.2,100195706,100195714,+,8,50.0,50.0,4.0
-3,NC_072373.2,100198360,100198362,-,2,100.0,0.0,3.83333333333333
-1,NC_072373.2,100198485,100198821,-,336,57.44,42.56,3.9
-3,NC_072373.2,100198546,100198561,-,15,53.333,46.667,3.66666666666667
-3,NC_072373.2,100198546,100198561,-,15,53.333,46.667,3.66666666666667
-1,NC_072373.2,100199019,100199041,-,22,50.0,50.0,3.0
-1,NC_072373.2,100199361,100199370,-,9,66.667,33.333,4.0
-2,NC_072373.2,100199417,100199613,-,196,47.959,52.041,4.15384615384615
-3,NC_072373.2,100199809,100199933,-,124,50.806,49.194,3.875
-3,NC_072373.2,100200568,100200595,-,27,51.852,48.148,3.0
-1,NC_072373.2,100202046,100202052,-,6,66.667,33.333,4.09090909090909
-1,NC_072373.2,100204005,100204017,-,12,50.0,50.0,3.83333333333333
2,NC_072373.2,100225873,100225879,+,6,50.0,50.0,4.0
3,NC_072373.2,100229531,100229558,+,27,37.037,62.963,3.0
1,NC_072373.2,100230750,100230831,+,81,29.63,70.37,3.0
2,NC_072373.2,100232252,100232263,+,11,27.273,72.727,5.0
1,NC_072373.2,100234836,100234875,+,39,30.769,69.231,3.5
2,NC_072373.2,100238237,100238248,+,11,36.364,63.636,3.0
-1,NC_072373.2,100304115,100304266,-,151,50.331,49.669,3.0
-3,NC_072373.2,100304680,100304744,-,64,70.312,29.688,4.0
-1,NC_072373.2,100305408,100305553,-,145,55.172,44.828,6.0
-2,NC_072373.2,100310696,100310715,-,19,68.421,31.579,3.0
-3,NC_072373.2,100310749,100311512,-,763,72.215,27.785,3.5
-3,NC_072373.2,100351393,100351395,-,2,100.0,0.0,5.5
-2,NC_072373.2,100368368,100368370,-,2,100.0,0.0,3.83333333333333
-3,NC_072373.2,100369627,100369631,-,4,50.0,50.0,4.0
-1,NC_072373.2,100369875,100369942,-,67,38.806,61.194,3.5
-2,NC_072373.2,100379156,100379169,-,13,46.154,53.846,4.5
-2,NC_072373.2,100380002,100380009,-,7,28.571,71.429,3.66666666666667
-2,NC_072373.2,100380509,100380531,-,22,22.727,77.273,4.0
-3,NC_072373.2,100384186,100384208,-,22,45.455,54.545,3.44444444444444
-3,NC_072373.2,100384657,100384757,-,100,34.0,66.0,3.0
-1,NC_072373.2,100384968,100385005,-,37,35.135,64.865,3.74074074074074
-1,NC_072373.2,100385655,100385674,-,19,42.105,57.895,3.0
-2,NC_072373.2,100389698,100389758,-,60,30.0,70.0,3.0
-1,NC_072373.2,100393173,100393228,-,55,49.091,50.909,4.0
-2,NC_072373.2,100393991,100394043,-,52,44.231,55.769,6.0
1,NC_072373.2,100487206,100487217,+,11,54.545,45.455,3.8
3,NC_072373.2,100493565,100493621,+,56,46.429,53.571,3.75
1,NC_072373.2,100493565,100493574,+,9,55.556,44.444,4.11111111111111
1,NC_072373.2,100497316,100497321,+,5,60.0,40.0,3.55555555555556
1,NC_072373.2,100497316,100497321,+,5,60.0,40.0,4.28571428571429
2,NC_072373.2,100498835,100498843,+,8,50.0,50.0,3.66666666666667
3,NC_072373.2,100500383,100500416,+,33,63.636,36.364,3.0
3,NC_072373.2,100504861,100504862,+,1,100.0,0.0,3.57142857142857
2,NC_072373.2,100514432,100514557,+,125,49.6,50.4,3.0
1,NC_072373.2,100514893,100514901,+,8,50.0,50.0,4.0
2,NC_072373.2,100515558,100515559,+,1,100.0,0.0,3.0
2,NC_072373.2,100517263,100517347,+,84,45.238,54.762,4.0
2,NC_072373.2,100527916,100527955,+,39,58.974,41.026,3.0
1,NC_072373.2,100528342,100528479,+,137,50.365,49.635,4.63636363636364
3,NC_072373.2,100528342,100528343,+,1,100.0,0.0,5.0
1,NC_072373.2,100528914,100528938,+,24,58.333,41.667,4.16666666666667
1,NC_072373.2,100528914,100528938,+,24,58.333,41.667,4.08333333333333
3,NC_072373.2,100529199,100529219,+,20,60.0,40.0,4.33333333333333
1,NC_072373.2,100529514,100529526,+,12,66.667,33.333,3.33333333333333
1,NC_072373.2,100530040,100530045,+,5,60.0,40.0,3.71428571428571
2,NC_072373.2,100530297,100530298,+,1,100.0,0.0,4.0
1,NC_072373.2,100530633,100530666,+,33,51.515,48.485,3.0
1,NC_072373.2,100530878,100530879,+,1,100.0,0.0,3.0
1,NC_072373.2,100531084,100531098,+,14,35.714,64.286,3.64705882352941
2,NC_072373.2,100532214,100532245,+,31,41.935,58.065,4.75
2,NC_072373.2,100532528,100532542,+,14,50.0,50.0,3.42857142857143
3,NC_072373.2,100533191,100533257,+,66,36.364,63.636,5.0
1,NC_072373.2,100533654,100533672,+,18,33.333,66.667,3.33333333333333
2,NC_072373.2,100534081,100534135,+,54,50.0,50.0,3.375
3,NC_072373.2,100534823,100534871,+,48,52.083,47.917,3.0
3,NC_072373.2,100535289,100535312,+,23,73.913,26.087,4.36842105263158
2,NC_072373.2,100536707,100536868,+,161,68.944,31.056,3.0
1,NC_072373.2,100537267,100537338,+,71,47.887,52.113,3.0
2,NC_072373.2,100538057,100538071,+,14,35.714,64.286,3.95238095238095
1,NC_072373.2,100538596,100538775,+,179,40.223,59.777,4.2
1,NC_072373.2,100540582,100540878,+,296,59.797,40.203,3.0
2,NC_072373.2,100551461,100551814,+,353,54.674,45.326,3.38888888888889
3,NC_072373.2,100552876,100552877,+,1,100.0,0.0,3.8
3,NC_072373.2,100553853,100554071,+,218,58.716,41.284,3.71428571428571
2,NC_072373.2,100554109,100554208,+,99,63.636,36.364,5.13793103448276
2,NC_072373.2,100554883,100554994,+,111,62.162,37.838,3.25
2,NC_072373.2,100555228,100555288,+,60,58.333,41.667,3.42857142857143
2,NC_072373.2,100555497,100555498,+,1,100.0,0.0,3.33333333333333
2,NC_072373.2,100556670,100556908,+,238,48.739,51.261,3.0
3,NC_072373.2,100557009,100557089,+,80,50.0,50.0,4.0
1,NC_072373.2,100558054,100558080,+,26,57.692,42.308,4.14285714285714
1,NC_072373.2,100558826,100558827,+,1,100.0,0.0,3.0
1,NC_072373.2,100653131,100653132,+,1,100.0,0.0,3.0
1,NC_072373.2,100653490,100653507,+,17,29.412,70.588,4.4
-3,NC_072373.2,100674808,100674814,-,6,66.667,33.333,3.5
-3,NC_072373.2,100676509,100676524,-,15,40.0,60.0,3.0
-1,NC_072373.2,100680657,100680867,-,210,49.524,50.476,7.5
-1,NC_072373.2,100681923,100681929,-,6,66.667,33.333,4.33333333333333
-2,NC_072373.2,100682207,100682345,-,138,46.377,53.623,3.5
1,NC_072373.2,100718167,100718244,+,77,49.351,50.649,4.06060606060606
3,NC_072373.2,100730956,100730957,+,1,100.0,0.0,4.3
3,NC_072373.2,100730956,100730957,+,1,100.0,0.0,4.09411764705882
1,NC_072373.2,100735753,100735935,+,182,49.451,50.549,4.0
3,NC_072373.2,100736899,100736900,+,1,100.0,0.0,3.0
1,NC_072373.2,100738252,100738344,+,92,55.435,44.565,3.0
-3,NC_072373.2,106482661,106482674,-,13,30.769,69.231,4.125
-3,NC_072373.2,106485088,106485090,-,2,50.0,50.0,3.33333333333333
-2,NC_072373.2,106485899,106485974,-,75,18.667,81.333,3.2
-2,NC_072373.2,106488962,106488969,-,7,42.857,57.143,4.84615384615385
-1,NC_072373.2,106494117,106494126,-,9,44.444,55.556,4.33333333333333
-2,NC_072373.2,106494443,106494445,-,2,100.0,0.0,4.04347826086957
-2,NC_072373.2,106512638,106512698,-,60,25.0,75.0,4.08333333333333
-1,NC_072373.2,106531815,106531995,-,180,74.444,25.556,4.25
2,NC_072373.2,106960772,106960807,+,35,37.143,62.857,3.33333333333333
2,NC_072373.2,106961421,106961422,+,1,100.0,0.0,4.5
3,NC_072373.2,106962191,106962206,+,15,33.333,66.667,3.5
1,NC_072373.2,107585187,107585253,+,66,77.273,22.727,4.14285714285714
2,NC_072373.2,107595397,107595514,+,117,49.573,50.427,4.0
2,NC_072373.2,107595648,107595649,+,1,100.0,0.0,3.28571428571429
1,NC_072373.2,107596084,107596200,+,116,50.0,50.0,5.0
2,NC_072373.2,107605923,107605924,+,1,100.0,0.0,3.54545454545455
1,NC_072373.2,107606886,107606943,+,57,61.404,38.596,4.74193548387097
1,NC_072373.2,107608646,107608647,+,1,100.0,0.0,3.4
2,NC_072373.2,107610969,107611072,+,103,56.311,43.689,3.33333333333333
3,NC_072373.2,107612873,107612939,+,66,59.091,40.909,4.88235294117647
-3,NC_072373.2,107638501,107638531,-,30,46.667,53.333,4.90909090909091
-1,NC_072373.2,107639889,107639973,-,84,44.048,55.952,3.23076923076923
-3,NC_072373.2,107645113,107645132,-,19,36.842,63.158,4.0
-2,NC_072373.2,107646437,107646439,-,2,50.0,50.0,3.33333333333333
-2,NC_072373.2,107647820,107647856,-,36,41.667,58.333,3.25
-3,NC_072373.2,107649160,107649162,-,2,100.0,0.0,4.22222222222222
-2,NC_072373.2,107993378,107993455,-,77,41.558,58.442,3.66666666666667
-3,NC_072373.2,107994148,107994244,-,96,43.75,56.25,3.0
-3,NC_072373.2,107996389,107996570,-,181,44.751,55.249,3.77777777777778
-2,NC_072373.2,108000365,108000392,-,27,48.148,51.852,3.0
-3,NC_072373.2,108001351,108001618,-,267,45.693,54.307,3.0
-3,NC_072373.2,108002602,108002637,-,35,54.286,45.714,4.42857142857143
-1,NC_072373.2,108003582,108003631,-,49,28.571,71.429,4.14285714285714
-1,NC_072373.2,108007881,108008019,-,138,47.101,52.899,3.81818181818182
-1,NC_072373.2,108011976,108011980,-,4,50.0,50.0,4.0
-1,NC_072373.2,108012762,108012764,-,2,50.0,50.0,4.84615384615385
-3,NC_072373.2,108014668,108014671,-,3,66.667,33.333,3.9
-1,NC_072373.2,108015954,108015972,-,18,55.556,44.444,3.0
-2,NC_072373.2,108017216,108017255,-,39,48.718,51.282,7.75
-3,NC_072373.2,108019372,108019374,-,2,100.0,0.0,3.0
-3,NC_072373.2,108020680,108020758,-,78,39.744,60.256,4.8
-2,NC_072373.2,108022160,108022196,-,36,38.889,61.111,4.28571428571429
-3,NC_072373.2,108023623,108023698,-,75,46.667,53.333,3.0
-3,NC_072373.2,108023623,108023698,-,75,46.667,53.333,3.5
-3,NC_072373.2,108028147,108028193,-,46,28.261,71.739,3.57142857142857
-1,NC_072373.2,108031554,108031556,-,2,100.0,0.0,4.5
-1,NC_072373.2,108032151,108032191,-,40,40.0,60.0,8.0
-2,NC_072373.2,108033074,108033151,-,77,27.273,72.727,4.14285714285714
-2,NC_072373.2,108033074,108033151,-,77,27.273,72.727,4.4
-2,NC_072373.2,108035345,108035397,-,52,44.231,55.769,3.0
-3,NC_072373.2,108045172,108045388,-,216,77.315,22.685,3.0
2,NC_072373.2,108063382,108063559,+,177,55.932,44.068,4.16666666666667
2,NC_072373.2,108072568,108072622,+,54,33.333,66.667,4.0
2,NC_072373.2,108074993,108075022,+,29,58.621,41.379,4.0
3,NC_072373.2,108075911,108075914,+,3,33.333,66.667,3.44444444444444
2,NC_072373.2,108079467,108079495,+,28,60.714,39.286,3.75
2,NC_072373.2,108087116,108087121,+,5,40.0,60.0,3.33333333333333
2,NC_072373.2,108093294,108093295,+,1,100.0,0.0,4.18518518518519
2,NC_072373.2,108109690,108109840,+,150,52.667,47.333,4.57894736842105
3,NC_072373.2,108113932,108113933,+,1,100.0,0.0,4.25
2,NC_072373.2,108114853,108114862,+,9,55.556,44.444,3.57894736842105
1,NC_072373.2,108115201,108115254,+,53,35.849,64.151,3.66666666666667
2,NC_072373.2,108119563,108119602,+,39,53.846,46.154,3.0
2,NC_072373.2,108120280,108120319,+,39,58.974,41.026,4.18181818181818
1,NC_072373.2,108121189,108121212,+,23,52.174,47.826,3.0
-1,NC_072373.2,108259428,108259430,-,2,100.0,0.0,3.0
-3,NC_072373.2,108260158,108260194,-,36,41.667,58.333,3.0
-1,NC_072373.2,108260982,108260984,-,2,100.0,0.0,3.0
-2,NC_072373.2,108261620,108261749,-,129,49.612,50.388,3.5
-2,NC_072373.2,108262535,108262537,-,2,100.0,0.0,4.5
-1,NC_072373.2,108263382,108263631,-,249,51.406,48.594,3.0
-2,NC_072373.2,108267593,108267595,-,2,100.0,0.0,3.0
-2,NC_072373.2,108268895,108268937,-,42,47.619,52.381,4.33333333333333
-3,NC_072373.2,108269605,108269607,-,2,100.0,0.0,3.0
-2,NC_072373.2,108270647,108270722,-,75,49.333,50.667,7.16666666666667
-3,NC_072373.2,108271777,108271779,-,2,100.0,0.0,4.0
-3,NC_072373.2,108271777,108271779,-,2,100.0,0.0,4.0
-3,NC_072373.2,108273610,108273667,-,57,40.351,59.649,4.66666666666667
-3,NC_072373.2,108276364,108276394,-,30,53.333,46.667,4.07142857142857
2,NC_072373.2,108667412,108667453,+,41,56.098,43.902,4.0
2,NC_072373.2,108668368,108668461,+,93,52.688,47.312,4.5
2,NC_072373.2,108668368,108668461,+,93,52.688,47.312,3.33333333333333
3,NC_072373.2,108692022,108692057,+,35,51.429,48.571,3.33333333333333
1,NC_072373.2,108692639,108692640,+,1,100.0,0.0,6.0
3,NC_072373.2,108692897,108692969,+,72,38.889,61.111,3.0
1,NC_072373.2,108693112,108693180,+,68,51.471,48.529,4.0
3,NC_072373.2,108693497,108693611,+,114,43.86,56.14,5.0
1,NC_072373.2,108693760,108693870,+,110,41.818,58.182,4.0
3,NC_072373.2,108694025,108694070,+,45,33.333,66.667,3.0
-2,NC_072373.2,108709820,108709872,-,52,53.846,46.154,4.75
-3,NC_072373.2,108710098,108710117,-,19,47.368,52.632,3.5
-3,NC_072373.2,108710377,108710428,-,51,49.02,50.98,3.0
-2,NC_072373.2,108710813,108710819,-,6,66.667,33.333,3.25
-2,NC_072373.2,108712526,108712541,-,15,53.333,46.667,4.54545454545455
-2,NC_072373.2,108712934,108712989,-,55,54.545,45.455,4.5
1,NC_072373.2,108730417,108730611,+,194,58.763,41.237,3.66666666666667
2,NC_072373.2,108744142,108744163,+,21,52.381,47.619,3.33333333333333
2,NC_072373.2,108749056,108749131,+,75,49.333,50.667,4.64285714285714
3,NC_072373.2,108754151,108754178,+,27,51.852,48.148,5.0
1,NC_072373.2,108754839,108754866,+,27,44.444,55.556,3.0
2,NC_072373.2,108766115,108766459,+,344,53.779,46.221,5.3125
3,NC_072373.2,108766458,108766490,+,32,59.375,40.625,3.0
3,NC_072373.2,108766668,108766673,+,5,60.0,40.0,3.80392156862745
3,NC_072373.2,108766668,108766673,+,5,60.0,40.0,3.0
3,NC_072373.2,108766997,108767003,+,6,50.0,50.0,3.42857142857143
1,NC_072373.2,108767438,108767439,+,1,100.0,0.0,4.07142857142857
-3,NC_072373.2,108769090,108769114,-,24,58.333,41.667,3.0
-2,NC_072373.2,108772931,108772980,-,49,61.224,38.776,3.0
2,NC_072373.2,108774243,108774376,+,133,64.662,35.338,4.16666666666667
2,NC_072373.2,108775175,108775180,+,5,40.0,60.0,4.1
1,NC_072373.2,108776063,108776205,+,142,35.915,64.085,5.22222222222222
1,NC_072373.2,108782917,108782928,+,11,54.545,45.455,3.0
1,NC_072373.2,108785240,108785241,+,1,100.0,0.0,3.28571428571429
2,NC_072373.2,108785549,108785584,+,35,51.429,48.571,3.16666666666667
2,NC_072373.2,108785857,108785863,+,6,66.667,33.333,3.5
1,NC_072373.2,108786196,108786213,+,17,64.706,35.294,4.0
2,NC_072373.2,108787894,108787942,+,48,52.083,47.917,10.0
2,NC_072373.2,108787894,108787942,+,48,52.083,47.917,4.0625
2,NC_072373.2,108788526,108788527,+,1,100.0,0.0,4.8
1,NC_072373.2,108789750,108789807,+,57,54.386,45.614,3.71428571428571
3,NC_072373.2,108790107,108790310,+,203,49.754,50.246,3.75
2,NC_072373.2,108790315,108790354,+,39,48.718,51.282,4.25
3,NC_072373.2,108790683,108790787,+,104,51.923,48.077,4.0
3,NC_072373.2,108791051,108791186,+,135,57.037,42.963,3.5
3,NC_072373.2,108791432,108791510,+,78,60.256,39.744,3.30769230769231
3,NC_072373.2,108791777,108791849,+,72,51.389,48.611,3.76470588235294
3,NC_072373.2,108791777,108791849,+,72,51.389,48.611,3.75
1,NC_072373.2,108792506,108792507,+,1,100.0,0.0,7.5
1,NC_072373.2,108793387,108793392,+,5,60.0,40.0,3.0
1,NC_072373.2,108793626,108793641,+,15,60.0,40.0,3.5
1,NC_072373.2,108794445,108794532,+,87,57.471,42.529,4.375
3,NC_072373.2,108794740,108794771,+,31,51.613,48.387,4.0
2,NC_072373.2,108795043,108795127,+,84,58.333,41.667,3.0
3,NC_072373.2,108795308,108795326,+,18,55.556,44.444,3.0
3,NC_072373.2,108795544,108795545,+,1,100.0,0.0,3.33333333333333
2,NC_072373.2,108795786,108795817,+,31,58.065,41.935,4.0
2,NC_072373.2,108796285,108796321,+,36,55.556,44.444,4.0
1,NC_072373.2,108796563,108796575,+,12,58.333,41.667,5.0
2,NC_072373.2,108796915,108796918,+,3,33.333,66.667,3.5
2,NC_072373.2,108797266,108797317,+,51,45.098,54.902,4.66666666666667
2,NC_072373.2,108799027,108799237,+,210,49.524,50.476,3.0
3,NC_072373.2,108799406,108799463,+,57,50.877,49.123,5.33333333333333
2,NC_072373.2,108806815,108806878,+,63,57.143,42.857,3.5
2,NC_072373.2,108813300,108813301,+,1,100.0,0.0,4.25
1,NC_072373.2,108814168,108814173,+,5,60.0,40.0,3.25
2,NC_072373.2,108814591,108814606,+,15,46.667,53.333,3.33333333333333
1,NC_072373.2,108815746,108815808,+,62,59.677,40.323,4.0
3,NC_072373.2,108815993,108816050,+,57,57.895,42.105,4.16666666666667
1,NC_072373.2,108816428,108816429,+,1,100.0,0.0,3.0
1,NC_072373.2,108816428,108816429,+,1,100.0,0.0,3.0
3,NC_072373.2,108817755,108817874,+,119,38.655,61.345,3.0
3,NC_072373.2,108818432,108818441,+,9,55.556,44.444,3.57142857142857
1,NC_072373.2,108820605,108820614,+,9,66.667,33.333,3.0
3,NC_072373.2,108824366,108824441,+,75,46.667,53.333,3.33333333333333
2,NC_072373.2,108824662,108824680,+,18,50.0,50.0,4.0
2,NC_072373.2,108833689,108833926,+,237,72.996,27.004,4.23076923076923
1,NC_072373.2,108836059,108836193,+,134,52.239,47.761,4.3
2,NC_072373.2,108836301,108836347,+,46,50.0,50.0,3.5
2,NC_072373.2,108836580,108836581,+,1,100.0,0.0,3.0
3,NC_072373.2,108836912,108836939,+,27,44.444,55.556,4.2
3,NC_072373.2,108837905,108838112,+,207,53.14,46.86,4.5
2,NC_072373.2,108838193,108838198,+,5,60.0,40.0,4.0
3,NC_072373.2,108838838,108838898,+,60,55.0,45.0,3.57142857142857
1,NC_072373.2,108839147,108839148,+,1,100.0,0.0,3.0
1,NC_072373.2,108839147,108839148,+,1,100.0,0.0,3.0
2,NC_072373.2,108841601,108841606,+,5,60.0,40.0,4.0
1,NC_072373.2,108841850,108841866,+,16,37.5,62.5,3.3
2,NC_072373.2,108842168,108842515,+,347,48.127,51.873,5.8
2,NC_072373.2,108842389,108842515,+,126,50.0,50.0,3.125
-1,NC_072373.2,108844350,108844352,-,2,100.0,0.0,3.5
-2,NC_072373.2,108844895,108844897,-,2,50.0,50.0,4.0
-2,NC_072373.2,108845102,108845268,-,166,55.422,44.578,3.0
-1,NC_072373.2,108845895,108845968,-,73,49.315,50.685,3.0
-2,NC_072373.2,108852851,108852853,-,2,50.0,50.0,3.0
-2,NC_072373.2,108853754,108853756,-,2,50.0,50.0,3.0
-1,NC_072373.2,108853851,108853930,-,79,55.696,44.304,3.5
-1,NC_072373.2,108855672,108855718,-,46,47.826,52.174,3.0
-1,NC_072373.2,108856329,108856331,-,2,100.0,0.0,3.14285714285714
-3,NC_072373.2,108857023,108857068,-,45,44.444,55.556,6.31818181818182
-3,NC_072373.2,108857326,108857360,-,34,20.588,79.412,4.0
-1,NC_072373.2,108860313,108860335,-,22,50.0,50.0,5.2
-2,NC_072373.2,108860480,108860553,-,73,42.466,57.534,4.71428571428571
-1,NC_072373.2,108865092,108865111,-,19,47.368,52.632,3.0
-1,NC_072373.2,108866919,108866931,-,12,33.333,66.667,3.66666666666667
-2,NC_072373.2,108867203,108867227,-,24,45.833,54.167,3.33333333333333
-1,NC_072373.2,108867957,108868018,-,61,29.508,70.492,3.0
1,NC_072373.2,108870162,108870198,+,36,52.778,47.222,4.28571428571429
2,NC_072373.2,108906516,108906532,+,16,37.5,62.5,3.2
3,NC_072373.2,108906516,108906536,+,20,35.0,65.0,3.33333333333333
3,NC_072373.2,108908407,108908432,+,25,28.0,72.0,4.125
3,NC_072373.2,108910877,108910907,+,30,33.333,66.667,3.0
1,NC_072373.2,108923753,108923754,+,1,100.0,0.0,3.625
1,NC_072373.2,108943553,108943554,+,1,100.0,0.0,3.7
1,NC_072373.2,108945081,108945195,+,114,46.491,53.509,3.71428571428571
3,NC_072373.2,108946113,108946199,+,86,33.721,66.279,4.16666666666667
2,NC_072373.2,108948559,108948592,+,33,54.545,45.455,4.71428571428571
-3,NC_072373.2,108960199,108960364,-,165,45.455,54.545,4.0
-2,NC_072373.2,108965291,108965456,-,165,47.879,52.121,3.25
-1,NC_072373.2,108968091,108968106,-,15,60.0,40.0,5.5
2,NC_072373.2,109009186,109009246,+,60,50.0,50.0,3.5
2,NC_072373.2,109010528,109010605,+,77,54.545,45.455,3.75
1,NC_072373.2,109014477,109014573,+,96,47.917,52.083,3.63636363636364
1,NC_072373.2,109016062,109016136,+,74,44.595,55.405,5.0
3,NC_072373.2,109018532,109018652,+,120,44.167,55.833,4.0
1,NC_072373.2,109023279,109023285,+,6,50.0,50.0,4.0
1,NC_072373.2,109024206,109024236,+,30,50.0,50.0,4.3
-2,NC_072373.2,109027058,109027230,-,172,33.721,66.279,3.5
-3,NC_072373.2,109031257,109031306,-,49,26.531,73.469,4.5
-2,NC_072373.2,109033472,109033542,-,70,31.429,68.571,4.2
-1,NC_072373.2,109047747,109047778,-,31,22.581,77.419,4.9
-1,NC_072373.2,109048713,109048774,-,61,36.066,63.934,5.22222222222222
-1,NC_072373.2,109051053,109051074,-,21,47.619,52.381,3.5
-3,NC_072373.2,109069600,109069602,-,2,100.0,0.0,4.6
-2,NC_072373.2,109070534,109070536,-,2,100.0,0.0,4.25
-2,NC_072373.2,109077569,109077617,-,48,52.083,47.917,4.0
-2,NC_072373.2,109077569,109077617,-,48,52.083,47.917,4.0
-3,NC_072373.2,109078141,109078171,-,30,40.0,60.0,4.1
-2,NC_072373.2,109078169,109078171,-,2,100.0,0.0,3.0
-2,NC_072373.2,109082891,109082893,-,2,100.0,0.0,4.0
-1,NC_072373.2,109084860,109085020,-,160,27.5,72.5,5.33333333333333
-1,NC_072373.2,109092897,109093192,-,295,70.847,29.153,3.33333333333333
-3,NC_072373.2,109109701,109109966,-,265,50.189,49.811,3.66666666666667
-1,NC_072373.2,109110243,109110318,-,75,53.333,46.667,3.88888888888889
-2,NC_072373.2,109111415,109111532,-,117,47.009,52.991,3.0
-1,NC_072373.2,109112409,109112608,-,199,45.226,54.774,4.0
-1,NC_072373.2,109113384,109113399,-,15,40.0,60.0,4.13333333333333
-2,NC_072373.2,109239080,109239098,-,18,44.444,55.556,3.0
-1,NC_072373.2,109239096,109239098,-,2,100.0,0.0,4.0
-3,NC_072373.2,109240018,109240037,-,19,47.368,52.632,3.76470588235294
-3,NC_072373.2,109240324,109240390,-,66,59.091,40.909,4.0
-2,NC_072373.2,109241486,109241604,-,118,47.458,52.542,3.0
-1,NC_072373.2,109242480,109242679,-,199,44.221,55.779,3.0
-3,NC_072373.2,109243459,109243474,-,15,40.0,60.0,3.4
-3,NC_072373.2,109245484,109245613,-,129,52.713,47.287,3.4
-1,NC_072373.2,109248864,109248918,-,54,53.704,46.296,4.0
-2,NC_072373.2,109249742,109249744,-,2,100.0,0.0,8.23076923076923
-3,NC_072373.2,109251388,109251424,-,36,50.0,50.0,3.0
-2,NC_072373.2,109252175,109252214,-,39,53.846,46.154,4.88888888888889
-2,NC_072373.2,109253498,109253528,-,30,50.0,50.0,4.4
-2,NC_072373.2,109257215,109257299,-,84,55.952,44.048,4.76923076923077
-2,NC_072373.2,109259324,109259483,-,159,47.17,52.83,3.5
-3,NC_072373.2,109260250,109260286,-,36,52.778,47.222,3.57142857142857
-1,NC_072373.2,109261578,109261580,-,2,100.0,0.0,3.4
-3,NC_072373.2,109262539,109262632,-,93,53.763,46.237,3.65
-1,NC_072373.2,109264650,109264652,-,2,100.0,0.0,3.42857142857143
-3,NC_072373.2,109266190,109266358,-,168,48.214,51.786,4.2
