frame,chromosome,shadow_start,shadow_end,strand,sequence_length,GC_percent,AT_percent,GC_stretch
-3,NC_073224.2,100090872,100090886,-,14,64.286,35.714,3.0
-3,NC_073224.2,100090885,100090886,-,1,100.0,0.0,3.0
-2,NC_073224.2,100091779,100091787,-,8,62.5,37.5,4.5
-1,NC_073224.2,100091779,100091791,-,12,58.333,41.667,3.0
-2,NC_073224.2,100093920,100094001,-,81,54.321,45.679,4.09090909090909
-3,NC_073224.2,100094543,100094549,-,6,66.667,33.333,3.5
-2,NC_073224.2,100094937,100095129,-,192,49.479,50.521,5.5
-1,NC_073224.2,100095641,100095700,-,59,54.237,45.763,3.33333333333333
-1,NC_073224.2,100095844,100095931,-,87,49.425,50.575,5.29166666666667
-1,NC_073224.2,100098823,100098913,-,90,72.222,27.778,4.0
2,NC_073224.2,100100218,100100285,+,67,49.254,50.746,3.0
2,NC_073224.2,100103485,100103585,+,100,49.0,51.0,3.0
3,NC_073224.2,100104377,100104471,+,94,52.128,47.872,3.0
2,NC_073224.2,100122088,100122122,+,34,76.471,23.529,3.0
2,NC_073224.2,100126519,100126548,+,29,62.069,37.931,5.33333333333333
1,NC_073224.2,100126848,100126942,+,94,60.638,39.362,5.0
1,NC_073224.2,100127502,100127524,+,22,45.455,54.545,4.41666666666667
1,NC_073224.2,100149864,100150321,+,457,61.05,38.95,3.0
1,NC_073224.2,100151868,100152244,+,376,59.309,40.691,4.57142857142857
3,NC_073224.2,100154030,100154057,+,27,62.963,37.037,3.5
2,NC_073224.2,100154341,100154379,+,38,47.368,52.632,4.64102564102564
-2,NC_073224.2,100168506,100168557,-,51,60.784,39.216,3.0
-3,NC_073224.2,100168990,100169006,-,16,50.0,50.0,4.5
-2,NC_073224.2,100169406,100169463,-,57,70.175,29.825,4.89655172413793
-2,NC_073224.2,100169858,100170072,-,214,63.551,36.449,4.0
-1,NC_073224.2,100170600,100170736,-,136,66.176,33.824,3.0
-3,NC_073224.2,100171258,100171385,-,127,64.567,35.433,4.3
-2,NC_073224.2,100175294,100175379,-,85,54.118,45.882,4.0
-1,NC_073224.2,100176075,100176157,-,82,53.659,46.341,4.0
-2,NC_073224.2,100178957,100179069,-,112,58.036,41.964,4.36363636363636
-1,NC_073224.2,100179542,100179565,-,23,52.174,47.826,4.11111111111111
-1,NC_073224.2,100180017,100180213,-,196,55.102,44.898,3.0
-3,NC_073224.2,100180720,100180763,-,43,62.791,37.209,4.0
-3,NC_073224.2,100181465,100181537,-,72,56.944,43.056,3.0
-1,NC_073224.2,100202799,100203112,-,313,67.732,32.268,3.0
-2,NC_073224.2,100203299,100203549,-,250,67.6,32.4,3.0
-1,NC_073224.2,100203549,100203736,-,187,73.262,26.738,6.0
-1,NC_073224.2,100203524,100203736,-,212,71.226,28.774,3.5
-2,NC_073224.2,100204094,100204152,-,58,67.241,32.759,3.0
-1,NC_073224.2,100204153,100204213,-,60,60.0,40.0,3.83333333333333
-2,NC_073224.2,100204410,100204419,-,9,77.778,22.222,7.0
3,NC_073224.2,100228856,100228887,+,31,41.935,58.065,3.33333333333333
2,NC_073224.2,100229323,100229436,+,113,55.752,44.248,6.66666666666667
1,NC_073224.2,100229538,100229611,+,73,56.164,43.836,4.5
1,NC_073224.2,100229760,100229809,+,49,42.857,57.143,3.5
3,NC_073224.2,100231772,100231793,+,21,52.381,47.619,3.66666666666667
3,NC_073224.2,100232021,100232072,+,51,58.824,41.176,3.5
-2,NC_073224.2,100234034,100234089,-,55,50.909,49.091,3.0
-3,NC_073224.2,100234508,100234532,-,24,54.167,45.833,3.0
-3,NC_073224.2,100235555,100235567,-,12,58.333,41.667,3.0
-1,NC_073224.2,100235819,100236349,-,530,72.075,27.925,3.71428571428571
-2,NC_073224.2,100236114,100236249,-,135,79.259,20.741,3.5
-1,NC_073224.2,100241249,100241320,-,71,66.197,33.803,3.0
-1,NC_073224.2,100241769,100241887,-,118,50.847,49.153,3.0
-2,NC_073224.2,100242005,100242033,-,28,42.857,57.143,4.5
-1,NC_073224.2,100242593,100242670,-,77,64.935,35.065,5.0
-1,NC_073224.2,100242841,100242919,-,78,52.564,47.436,3.0
-3,NC_073224.2,100243919,100244132,-,213,55.399,44.601,4.5
-2,NC_073224.2,100244378,100244616,-,238,62.185,37.815,8.0
-1,NC_073224.2,100244676,100244875,-,199,63.819,36.181,4.0
-3,NC_073224.2,100245487,100245506,-,19,57.895,42.105,4.90909090909091
-2,NC_073224.2,100246353,100246419,-,66,59.091,40.909,4.1875
2,NC_073224.2,100254892,100255133,+,241,62.656,37.344,4.33333333333333
2,NC_073224.2,100254892,100255133,+,241,62.656,37.344,4.22222222222222
3,NC_073224.2,100258166,100258216,+,50,46.0,54.0,3.77777777777778
3,NC_073224.2,100261061,100261148,+,87,48.276,51.724,3.88888888888889
3,NC_073224.2,100261565,100261590,+,25,36.0,64.0,4.0
2,NC_073224.2,100264303,100264380,+,77,57.143,42.857,3.0
2,NC_073224.2,100264954,100265027,+,73,50.685,49.315,3.5
1,NC_073224.2,100265646,100265693,+,47,40.426,59.574,3.2
1,NC_073224.2,100266669,100266757,+,88,56.818,43.182,4.0
2,NC_073224.2,100268725,100268766,+,41,58.537,41.463,7.6
1,NC_073224.2,100273320,100273377,+,57,54.386,45.614,5.0
1,NC_073224.2,100273569,100273604,+,35,60.0,40.0,3.0
1,NC_073224.2,100275081,100275121,+,40,50.0,50.0,3.33333333333333
2,NC_073224.2,100276645,100276716,+,71,63.38,36.62,4.0
1,NC_073224.2,100276887,100276976,+,89,60.674,39.326,3.0
1,NC_073224.2,100276887,100276979,+,92,59.783,40.217,4.22222222222222
3,NC_073224.2,100277165,100277220,+,55,56.364,43.636,3.44444444444444
3,NC_073224.2,100280924,100280985,+,61,52.459,47.541,3.0
3,NC_073224.2,100281167,100281234,+,67,58.209,41.791,5.33333333333333
2,NC_073224.2,100281361,100281407,+,46,54.348,45.652,3.75
1,NC_073224.2,100284498,100284536,+,38,57.895,42.105,3.8
2,NC_073224.2,100285321,100285463,+,142,54.93,45.07,6.0
2,NC_073224.2,100285810,100285916,+,106,50.0,50.0,3.0
3,NC_073224.2,100286336,100286420,+,84,44.048,55.952,3.0
3,NC_073224.2,100288043,100288115,+,72,58.333,41.667,3.0
2,NC_073224.2,100289818,100290181,+,363,57.3,42.7,4.0
2,NC_073224.2,100290673,100290695,+,22,63.636,36.364,3.0
1,NC_073224.2,100291221,100291287,+,66,65.152,34.848,4.7
2,NC_073224.2,100291486,100291553,+,67,62.687,37.313,3.0
3,NC_073224.2,100292228,100292320,+,92,53.261,46.739,4.5
2,NC_073224.2,100294069,100294180,+,111,58.559,41.441,3.0
1,NC_073224.2,100295079,100295107,+,28,67.857,32.143,3.0
3,NC_073224.2,100296263,100296342,+,79,62.025,37.975,3.69230769230769
2,NC_073224.2,100296787,100296814,+,27,40.741,59.259,4.0
3,NC_073224.2,100297205,100297364,+,159,56.604,43.396,3.36842105263158
2,NC_073224.2,100298779,100298833,+,54,57.407,42.593,3.33333333333333
2,NC_073224.2,100343923,100343939,+,16,68.75,31.25,3.0
3,NC_073224.2,100344551,100344591,+,40,65.0,35.0,4.72727272727273
3,NC_073224.2,100346204,100346280,+,76,65.789,34.211,3.375
2,NC_073224.2,100347793,100347891,+,98,54.082,45.918,3.88888888888889
3,NC_073224.2,100349990,100350040,+,50,46.0,54.0,3.61538461538462
2,NC_073224.2,100350697,100350728,+,31,41.935,58.065,4.42857142857143
2,NC_073224.2,100351954,100352003,+,49,53.061,46.939,7.725
1,NC_073224.2,100358469,100358633,+,164,51.829,48.171,3.4
3,NC_073224.2,100359197,100359353,+,156,51.282,48.718,4.0
3,NC_073224.2,100359869,100359996,+,127,62.205,37.795,4.16666666666667
2,NC_073224.2,100397533,100397567,+,34,55.882,44.118,3.0
3,NC_073224.2,100397972,100398103,+,131,57.252,42.748,3.75
2,NC_073224.2,100400761,100400765,+,4,75.0,25.0,3.58333333333333
1,NC_073224.2,100412790,100412895,+,105,37.143,62.857,3.33333333333333
3,NC_073224.2,100414136,100414155,+,19,57.895,42.105,4.10810810810811
-3,NC_073224.2,10042133,10042172,-,39,46.154,53.846,4.0
3,NC_073224.2,100419926,100420069,+,143,59.441,40.559,3.4
-1,NC_073224.2,100482558,100482700,-,142,48.592,51.408,3.7
-3,NC_073224.2,100482547,100482554,-,7,42.857,57.143,4.0
-2,NC_073224.2,100484756,100484811,-,55,38.182,61.818,4.0
-3,NC_073224.2,100489559,100489601,-,42,50.0,50.0,4.81818181818182
-3,NC_073224.2,100489582,100489601,-,19,42.105,57.895,4.5
-3,NC_073224.2,100490765,100490846,-,81,74.074,25.926,4.33333333333333
1,NC_073224.2,100491018,100491130,+,112,60.714,39.286,3.0
1,NC_073224.2,100493379,100493441,+,62,43.548,56.452,3.0
2,NC_073224.2,100494409,100494452,+,43,44.186,55.814,4.17777777777778
1,NC_073224.2,100502559,100502606,+,47,31.915,68.085,4.0
1,NC_073224.2,100506615,100506681,+,66,36.364,63.636,4.2
2,NC_073224.2,100508656,100508690,+,34,38.235,61.765,3.14285714285714
1,NC_073224.2,100510134,100510162,+,28,35.714,64.286,4.0
3,NC_073224.2,100510415,100510462,+,47,42.553,57.447,3.0
1,NC_073224.2,100515456,100515483,+,27,48.148,51.852,3.0
3,NC_073224.2,100516373,100516506,+,133,45.865,54.135,3.5
2,NC_073224.2,100516963,100517012,+,49,36.735,63.265,3.33333333333333
2,NC_073224.2,100532086,100532207,+,121,51.24,48.76,5.5
2,NC_073224.2,100532566,100532834,+,268,57.09,42.91,3.6
3,NC_073224.2,100533218,100533285,+,67,61.194,38.806,3.64285714285714
2,NC_073224.2,100534075,100534274,+,199,53.266,46.734,4.88679245283019
1,NC_073224.2,100534569,100534641,+,72,56.944,43.056,3.47058823529412
-1,NC_073224.2,100536446,100536466,-,20,55.0,45.0,3.0
-2,NC_073224.2,100541924,100542003,-,79,58.228,41.772,4.45454545454545
-3,NC_073224.2,100542959,100542968,-,9,88.889,11.111,5.6
1,NC_073224.2,100545453,100545505,+,52,78.846,21.154,6.0
3,NC_073224.2,100549070,100549145,+,75,53.333,46.667,3.0
2,NC_073224.2,100550002,100550134,+,132,57.576,42.424,4.04545454545455
3,NC_073224.2,100553423,100553509,+,86,45.349,54.651,3.5
2,NC_073224.2,100554718,100554756,+,38,44.737,55.263,4.5
2,NC_073224.2,100555744,100555815,+,71,47.887,52.113,3.44444444444444
3,NC_073224.2,100559762,100559783,+,21,52.381,47.619,5.66666666666667
1,NC_073224.2,100559967,100560015,+,48,45.833,54.167,5.0
2,NC_073224.2,100560490,100560520,+,30,63.333,36.667,3.36363636363636
1,NC_073224.2,100561506,100561529,+,23,56.522,43.478,3.0
2,NC_073224.2,100561723,100561827,+,104,57.692,42.308,5.77777777777778
2,NC_073224.2,100564606,100564671,+,65,50.769,49.231,3.86486486486486
3,NC_073224.2,100566698,100566867,+,169,49.704,50.296,4.0
1,NC_073224.2,100567452,100567649,+,197,51.269,48.731,3.0
1,NC_073224.2,100568967,100569112,+,145,65.517,34.483,3.72727272727273
3,NC_073224.2,100575083,100575165,+,82,69.512,30.488,3.33333333333333
3,NC_073224.2,100575701,100575739,+,38,47.368,52.632,4.0
3,NC_073224.2,100576739,100576766,+,27,62.963,37.037,3.6875
2,NC_073224.2,100577104,100577248,+,144,67.361,32.639,3.7
3,NC_073224.2,100577330,100577574,+,244,56.557,43.443,3.33333333333333
1,NC_073224.2,100581462,100581514,+,52,61.538,38.462,5.33333333333333
2,NC_073224.2,100581994,100582016,+,22,50.0,50.0,3.0
3,NC_073224.2,100582157,100582599,+,442,74.434,25.566,4.16666666666667
2,NC_073224.2,100582240,100582258,+,18,88.889,11.111,4.25
2,NC_073224.2,100582537,100582584,+,47,78.723,21.277,4.4
1,NC_073224.2,100582797,100583004,+,207,53.14,46.86,3.0
2,NC_073224.2,100582978,100583004,+,26,69.231,30.769,3.0
3,NC_073224.2,100583327,100583331,+,4,75.0,25.0,3.4
3,NC_073224.2,100583327,100583331,+,4,75.0,25.0,6.0
3,NC_073224.2,100583327,100583453,+,126,67.46,32.54,4.0
3,NC_073224.2,100583618,100583839,+,221,53.394,46.606,4.2
1,NC_073224.2,100583676,100583839,+,163,53.374,46.626,4.0
-1,NC_073224.2,100585208,100585231,-,23,60.87,39.13,5.0
-1,NC_073224.2,100585479,100585501,-,22,68.182,31.818,4.05555555555556
-2,NC_073224.2,100585688,100585896,-,208,60.096,39.904,5.33333333333333
-3,NC_073224.2,100586006,100586036,-,30,70.0,30.0,4.125
-2,NC_073224.2,100588704,100588710,-,6,33.333,66.667,3.4
-3,NC_073224.2,100588704,100588739,-,35,42.857,57.143,4.48
-1,NC_073224.2,100591886,100592089,-,203,62.562,37.438,3.75
-3,NC_073224.2,100591947,100592258,-,311,58.842,41.158,3.0
-3,NC_073224.2,100594292,100594415,-,123,40.65,59.35,3.4
-1,NC_073224.2,100595600,100595653,-,53,66.038,33.962,5.83333333333333
-3,NC_073224.2,100602330,100602455,-,125,48.0,52.0,3.0
-1,NC_073224.2,100604356,100604359,-,3,0.0,100.0,6.0
-2,NC_073224.2,100614033,100614054,-,21,38.095,61.905,3.0
-3,NC_073224.2,100616786,100616795,-,9,44.444,55.556,4.14285714285714
-1,NC_073224.2,100619148,100619275,-,127,55.118,44.882,3.0
-1,NC_073224.2,100619172,100619275,-,103,56.311,43.689,4.61538461538461
-1,NC_073224.2,100627189,100627348,-,159,56.604,43.396,3.6
-1,NC_073224.2,100627297,100627348,-,51,56.863,43.137,3.0
-1,NC_073224.2,100649874,100649902,-,28,46.429,53.571,3.66666666666667
-1,NC_073224.2,100650734,100650880,-,146,50.0,50.0,3.71428571428571
-1,NC_073224.2,100651204,100651225,-,21,47.619,52.381,3.25
-3,NC_073224.2,100651468,100651499,-,31,51.613,48.387,3.0
-3,NC_073224.2,100651468,100651499,-,31,51.613,48.387,4.8
-2,NC_073224.2,100663345,100663488,-,143,61.538,38.462,3.0
-2,NC_073224.2,100664946,100664964,-,18,77.778,22.222,3.5
-3,NC_073224.2,100665394,100665683,-,289,54.671,45.329,6.0
-2,NC_073224.2,100665854,100665966,-,112,62.5,37.5,4.0
-3,NC_073224.2,100667525,100667570,-,45,51.111,48.889,3.66666666666667
-2,NC_073224.2,100667901,100667919,-,18,50.0,50.0,3.66666666666667
-2,NC_073224.2,100668219,100668330,-,111,53.153,46.847,3.33333333333333
-2,NC_073224.2,100669874,100670028,-,154,55.195,44.805,4.0
-3,NC_073224.2,100671710,100671902,-,192,60.938,39.062,3.75
-1,NC_073224.2,100686533,100686583,-,50,46.0,54.0,5.57142857142857
-2,NC_073224.2,100687815,100687866,-,51,66.667,33.333,3.0
-2,NC_073224.2,100688649,100688679,-,30,63.333,36.667,3.33333333333333
-2,NC_073224.2,100688649,100688679,-,30,63.333,36.667,4.0
-1,NC_073224.2,100689193,100689214,-,21,52.381,47.619,4.0
-1,NC_073224.2,100689385,100689607,-,222,56.306,43.694,4.625
-3,NC_073224.2,100690092,100690301,-,209,63.158,36.842,3.0
-1,NC_073224.2,100690405,100690492,-,87,64.368,35.632,3.375
-1,NC_073224.2,100690445,100690492,-,47,59.574,40.426,4.42857142857143
-3,NC_073224.2,100691109,100691129,-,20,65.0,35.0,3.64705882352941
-1,NC_073224.2,100691491,100691653,-,162,60.494,39.506,3.0
-1,NC_073224.2,100691893,100692055,-,162,57.407,42.593,5.42857142857143
-2,NC_073224.2,100695664,100695711,-,47,46.809,53.191,3.78571428571429
-2,NC_073224.2,100711398,100711632,-,234,73.932,26.068,3.0
2,NC_073224.2,100743901,100744253,+,352,63.92,36.08,3.0
2,NC_073224.2,100748500,100748580,+,80,52.5,47.5,3.5
-2,NC_073224.2,100756103,100756125,-,22,68.182,31.818,4.0
-3,NC_073224.2,100756591,100756661,-,70,32.857,67.143,5.4
-2,NC_073224.2,100757989,100758024,-,35,51.429,48.571,5.33333333333333
-2,NC_073224.2,100760348,100760445,-,97,56.701,43.299,4.75
-3,NC_073224.2,100764854,100764917,-,63,61.905,38.095,3.0
-2,NC_073224.2,100767927,100768251,-,324,57.407,42.593,3.5
-1,NC_073224.2,100768264,100768309,-,45,55.556,44.444,3.0
-2,NC_073224.2,100770979,100771011,-,32,65.625,34.375,3.54545454545455
-1,NC_073224.2,100771351,100771483,-,132,66.667,33.333,3.0
2,NC_073224.2,100771849,100772555,+,706,70.822,29.178,3.5
1,NC_073224.2,100774398,100774405,+,7,42.857,57.143,5.0
1,NC_073224.2,100774896,100774935,+,39,51.282,48.718,3.0
1,NC_073224.2,100775709,100775729,+,20,75.0,25.0,3.81818181818182
1,NC_073224.2,100777572,100777624,+,52,57.692,42.308,3.5
1,NC_073224.2,100782039,100782064,+,25,56.0,44.0,3.6
3,NC_073224.2,100783283,100783345,+,62,50.0,50.0,5.50847457627119
3,NC_073224.2,100783937,100784022,+,85,62.353,37.647,5.0
3,NC_073224.2,100784243,100784271,+,28,42.857,57.143,3.0
2,NC_073224.2,100784482,100784587,+,105,46.667,53.333,4.0
2,NC_073224.2,100789015,100789085,+,70,54.286,45.714,4.5
1,NC_073224.2,100807272,100807405,+,133,57.895,42.105,3.71428571428571
3,NC_073224.2,100808162,100808187,+,25,32.0,68.0,4.33333333333333
3,NC_073224.2,100809959,100809986,+,27,33.333,66.667,3.5
1,NC_073224.2,100813284,100813290,+,6,66.667,33.333,4.4
2,NC_073224.2,100816438,100816478,+,40,40.0,60.0,4.5
2,NC_073224.2,100818589,100818716,+,127,40.157,59.843,3.66666666666667
1,NC_073224.2,100838820,100838881,+,61,52.459,47.541,5.0
2,NC_073224.2,100840435,100840513,+,78,61.538,38.462,7.375
1,NC_073224.2,100845927,100845988,+,61,55.738,44.262,3.78378378378378
1,NC_073224.2,100845927,100845934,+,7,57.143,42.857,4.09090909090909
1,NC_073224.2,100846767,100846931,+,164,59.756,40.244,6.95238095238095
3,NC_073224.2,100847948,100848164,+,216,47.222,52.778,3.5
3,NC_073224.2,100847948,100848240,+,292,50.685,49.315,3.25
3,NC_073224.2,100852631,100852938,+,307,71.01,28.99,4.0
1,NC_073224.2,100861761,100861807,+,46,63.043,36.957,5.0
3,NC_073224.2,100861838,100862079,+,241,60.996,39.004,3.71428571428571
3,NC_073224.2,100861838,100862097,+,259,60.618,39.382,4.0
1,NC_073224.2,100862166,100862176,+,10,50.0,50.0,6.0
2,NC_073224.2,100864312,100864488,+,176,65.341,34.659,3.4
3,NC_073224.2,100864817,100864896,+,79,56.962,43.038,5.27272727272727
2,NC_073224.2,100865578,100865610,+,32,62.5,37.5,3.0
1,NC_073224.2,100865862,100865958,+,96,58.333,41.667,3.14285714285714
3,NC_073224.2,100866071,100866238,+,167,61.078,38.922,3.82142857142857
3,NC_073224.2,100866071,100866241,+,170,60.588,39.412,3.77777777777778
1,NC_073224.2,100868136,100868165,+,29,55.172,44.828,3.66666666666667
2,NC_073224.2,100869394,100869435,+,41,65.854,34.146,5.0
3,NC_073224.2,100872923,100872952,+,29,55.172,44.828,3.5
1,NC_073224.2,100873437,100873462,+,25,60.0,40.0,4.0
1,NC_073224.2,100875234,100875321,+,87,51.724,48.276,4.0
3,NC_073224.2,100877363,100877473,+,110,59.091,40.909,3.0
2,NC_073224.2,100878004,100878066,+,62,53.226,46.774,3.0
2,NC_073224.2,100878217,100878315,+,98,56.122,43.878,3.0
3,NC_073224.2,100878386,100878525,+,139,58.273,41.727,3.0
3,NC_073224.2,100878614,100878768,+,154,54.545,45.455,3.5
3,NC_073224.2,100879001,100879029,+,28,57.143,42.857,4.2
1,NC_073224.2,100879788,100879819,+,31,61.29,38.71,5.5
1,NC_073224.2,100879788,100879819,+,31,61.29,38.71,3.5
2,NC_073224.2,100882180,100882269,+,89,55.056,44.944,3.0
-3,NC_073224.2,100888592,100888601,-,9,77.778,22.222,3.2
3,NC_073224.2,100897676,100897692,+,16,62.5,37.5,6.33333333333333
3,NC_073224.2,100898192,100898216,+,24,37.5,62.5,3.0
3,NC_073224.2,100904741,100904891,+,150,34.0,66.0,4.22222222222222
1,NC_073224.2,100905207,100905209,+,2,100.0,0.0,4.33333333333333
1,NC_073224.2,100906182,100906204,+,22,36.364,63.636,4.16666666666667
1,NC_073224.2,100908282,100908372,+,90,28.889,71.111,3.5
1,NC_073224.2,100909764,100909861,+,97,42.268,57.732,3.0
2,NC_073224.2,100910035,100910151,+,116,36.207,63.793,3.0
1,NC_073224.2,100914522,100914589,+,67,37.313,62.687,3.88888888888889
2,NC_073224.2,100916251,100916299,+,48,22.917,77.083,3.0
3,NC_073224.2,100916270,100916299,+,29,24.138,75.862,3.8
2,NC_073224.2,100917979,100918080,+,101,31.683,68.317,3.9
3,NC_073224.2,100921499,100921521,+,22,50.0,50.0,3.0
1,NC_073224.2,100921545,100921645,+,100,59.0,41.0,3.0
1,NC_073224.2,100921545,100921602,+,57,56.14,43.86,7.33333333333333
3,NC_073224.2,100921799,100921900,+,101,35.644,64.356,6.54545454545455
3,NC_073224.2,100927550,100927582,+,32,40.625,59.375,3.5
1,NC_073224.2,100931757,100931800,+,43,32.558,67.442,3.5
-1,NC_073224.2,100951296,100951636,-,340,45.0,55.0,3.5
-3,NC_073224.2,100951994,100952123,-,129,51.163,48.837,3.875
-3,NC_073224.2,100951994,100952123,-,129,51.163,48.837,3.66666666666667
-2,NC_073224.2,100964546,100964559,-,13,53.846,46.154,3.33333333333333
-2,NC_073224.2,100972704,100972869,-,165,59.394,40.606,3.5
3,NC_073224.2,100978679,100978728,+,49,28.571,71.429,4.44444444444444
1,NC_073224.2,101005689,101005730,+,41,41.463,58.537,3.5
1,NC_073224.2,101005689,101005741,+,52,40.385,59.615,3.0
2,NC_073224.2,101010313,101010402,+,89,39.326,60.674,4.0
1,NC_073224.2,101011311,101011330,+,19,36.842,63.158,3.64864864864865
1,NC_073224.2,101011311,101011360,+,49,36.735,63.265,4.0
2,NC_073224.2,101018938,101019065,+,127,37.795,62.205,3.0
2,NC_073224.2,101027866,101027942,+,76,42.105,57.895,3.0
3,NC_073224.2,101037863,101037913,+,50,32.0,68.0,4.0
3,NC_073224.2,101047625,101047669,+,44,34.091,65.909,3.0
2,NC_073224.2,101048860,101048942,+,82,50.0,50.0,3.75
3,NC_073224.2,101055119,101055239,+,120,44.167,55.833,22.0
3,NC_073224.2,101056559,101056593,+,34,44.118,55.882,3.83333333333333
3,NC_073224.2,101057858,101057904,+,46,41.304,58.696,3.0
2,NC_073224.2,101059648,101059872,+,224,38.393,61.607,3.71428571428571
1,NC_073224.2,101061846,101061873,+,27,37.037,62.963,4.0
2,NC_073224.2,101065348,101065529,+,181,40.331,59.669,3.0
2,NC_073224.2,101069422,101069495,+,73,39.726,60.274,3.66666666666667
1,NC_073224.2,101069451,101069485,+,34,44.118,55.882,3.0
2,NC_073224.2,101070598,101070690,+,92,52.174,47.826,4.0
3,NC_073224.2,101072408,101072425,+,17,52.941,47.059,3.5
3,NC_073224.2,101075585,101075727,+,142,49.296,50.704,5.0
3,NC_073224.2,101075894,101075973,+,79,56.962,43.038,4.4
3,NC_073224.2,101079617,101079639,+,22,68.182,31.818,3.2
2,NC_073224.2,101080441,101080466,+,25,44.0,56.0,5.0
1,NC_073224.2,101080461,101080466,+,5,80.0,20.0,4.0
1,NC_073224.2,101081169,101081184,+,15,53.333,46.667,3.85714285714286
-3,NC_073224.2,101094898,101094977,-,79,46.835,53.165,3.33333333333333
-3,NC_073224.2,101096120,101096153,-,33,42.424,57.576,3.0
-2,NC_073224.2,101100993,101101050,-,57,35.088,64.912,3.0
-3,NC_073224.2,101101580,101101625,-,45,44.444,55.556,3.0
-1,NC_073224.2,101105331,101105404,-,73,35.616,64.384,3.6
-2,NC_073224.2,101107013,101107074,-,61,34.426,65.574,4.2
-3,NC_073224.2,101107559,101107685,-,126,45.238,54.762,3.0
-1,NC_073224.2,101124046,101124130,-,84,33.333,66.667,3.0
1,NC_073224.2,101136036,101136055,+,19,78.947,21.053,3.0
2,NC_073224.2,101136655,101136832,+,177,66.102,33.898,4.2
3,NC_073224.2,101144546,101144581,+,35,31.429,68.571,4.71428571428571
3,NC_073224.2,101144546,101144601,+,55,34.545,65.455,3.5
1,NC_073224.2,101145447,101145529,+,82,47.561,52.439,4.0
1,NC_073224.2,101145447,101145541,+,94,46.809,53.191,5.5
2,NC_073224.2,101148187,101148289,+,102,43.137,56.863,4.5
1,NC_073224.2,101149941,101149975,+,34,41.176,58.824,3.66666666666667
3,NC_073224.2,101151983,101152029,+,46,41.304,58.696,3.0
1,NC_073224.2,101154189,101154290,+,101,34.653,65.347,3.8
1,NC_073224.2,101155956,101156037,+,81,39.506,60.494,3.8
1,NC_073224.2,101155956,101155977,+,21,38.095,61.905,3.0
3,NC_073224.2,101163104,101163285,+,181,40.331,59.669,3.5
1,NC_073224.2,101163759,101163775,+,16,50.0,50.0,4.16666666666667
1,NC_073224.2,101173551,101173576,+,25,36.0,64.0,3.0
1,NC_073224.2,101174583,101174731,+,148,50.676,49.324,3.33333333333333
1,NC_073224.2,101175831,101175937,+,106,44.34,55.66,4.18181818181818
2,NC_073224.2,101187130,101187168,+,38,57.895,42.105,5.5
1,NC_073224.2,101192634,101192871,+,237,44.304,55.696,3.2
2,NC_073224.2,101192854,101192871,+,17,35.294,64.706,4.375
3,NC_073224.2,101200904,101201151,+,247,56.275,43.725,3.0
3,NC_073224.2,101201612,101201627,+,15,46.667,53.333,3.57142857142857
-1,NC_073224.2,101203566,101203780,-,214,43.458,56.542,5.0
-1,NC_073224.2,101203569,101203780,-,211,43.128,56.872,3.66666666666667
