frame,chromosome,shadow_start,shadow_end,strand,sequence_length,GC_percent,AT_percent,GC_stretch
3,NC_071985.2,100443087,100443098,+,11,36.364,63.636,4.0
-1,NC_071985.2,100508951,100509102,-,151,50.331,49.669,3.63636363636364
-1,NC_071985.2,100508951,100509102,-,151,50.331,49.669,4.6
-3,NC_071985.2,100509516,100509580,-,64,70.312,29.688,3.75
-1,NC_071985.2,100510244,100510389,-,145,55.172,44.828,5.0
-2,NC_071985.2,100515523,100515542,-,19,68.421,31.579,4.0
-3,NC_071985.2,100515576,100516339,-,763,72.215,27.785,5.23076923076923
-2,NC_071985.2,100556221,100556223,-,2,100.0,0.0,3.14285714285714
-2,NC_071985.2,100573183,100573185,-,2,100.0,0.0,4.125
-3,NC_071985.2,100574442,100574446,-,4,50.0,50.0,3.66666666666667
-1,NC_071985.2,100574690,100574757,-,67,38.806,61.194,3.0
-3,NC_071985.2,100583970,100583983,-,13,46.154,53.846,3.0
-3,NC_071985.2,100584816,100584823,-,7,28.571,71.429,4.5
-3,NC_071985.2,100585323,100585345,-,22,22.727,77.273,5.0
-1,NC_071985.2,100589003,100589025,-,22,45.455,54.545,4.0
-1,NC_071985.2,100589474,100589574,-,100,35.0,65.0,5.16666666666667
-2,NC_071985.2,100589785,100589822,-,37,35.135,64.865,4.28571428571429
-2,NC_071985.2,100590466,100590485,-,19,42.105,57.895,3.5
-3,NC_071985.2,100594509,100594569,-,60,30.0,70.0,5.21212121212121
-2,NC_071985.2,100597993,100598048,-,55,50.909,49.091,4.5
-3,NC_071985.2,100598811,100598863,-,52,44.231,55.769,4.0
2,NC_071985.2,100691897,100691908,+,11,54.545,45.455,4.33333333333333
2,NC_071985.2,100698254,100698310,+,56,46.429,53.571,4.08333333333333
3,NC_071985.2,100698254,100698263,+,9,55.556,44.444,3.6
1,NC_071985.2,100702006,100702011,+,5,60.0,40.0,4.0
1,NC_071985.2,100702006,100702011,+,5,60.0,40.0,3.0
2,NC_071985.2,100703525,100703533,+,8,50.0,50.0,4.5
3,NC_071985.2,100705073,100705106,+,33,63.636,36.364,4.5
1,NC_071985.2,100709552,100709553,+,1,100.0,0.0,7.0
1,NC_071985.2,100719112,100719237,+,125,49.6,50.4,3.0
3,NC_071985.2,100719573,100719581,+,8,50.0,50.0,3.5
1,NC_071985.2,100720238,100720239,+,1,100.0,0.0,4.8
1,NC_071985.2,100721943,100722027,+,84,44.048,55.952,5.25
1,NC_071985.2,100732473,100732488,+,15,60.0,40.0,4.0
1,NC_071985.2,100732602,100732641,+,39,58.974,41.026,3.0
3,NC_071985.2,100733028,100733165,+,137,50.365,49.635,4.66666666666667
3,NC_071985.2,100733600,100733624,+,24,58.333,41.667,6.0
2,NC_071985.2,100733885,100733905,+,20,60.0,40.0,4.0
3,NC_071985.2,100734200,100734212,+,12,66.667,33.333,4.25
3,NC_071985.2,100734738,100734743,+,5,60.0,40.0,4.0
1,NC_071985.2,100734995,100734996,+,1,100.0,0.0,7.09523809523809
3,NC_071985.2,100735331,100735364,+,33,51.515,48.485,3.57142857142857
3,NC_071985.2,100735576,100735577,+,1,100.0,0.0,3.7
3,NC_071985.2,100735782,100735796,+,14,35.714,64.286,3.83333333333333
2,NC_071985.2,100736913,100736944,+,31,45.161,54.839,4.0
2,NC_071985.2,100737227,100737241,+,14,50.0,50.0,4.0
3,NC_071985.2,100737890,100737956,+,66,37.879,62.121,3.85714285714286
1,NC_071985.2,100738353,100738371,+,18,33.333,66.667,4.3
2,NC_071985.2,100738780,100738834,+,54,50.0,50.0,3.75
3,NC_071985.2,100739522,100739570,+,48,52.083,47.917,3.66666666666667
1,NC_071985.2,100741405,100741566,+,161,68.944,31.056,3.82857142857143
2,NC_071985.2,100741964,100742035,+,71,47.887,52.113,4.0
3,NC_071985.2,100742754,100742768,+,14,35.714,64.286,4.16666666666667
2,NC_071985.2,100743293,100743472,+,179,40.223,59.777,3.95238095238095
1,NC_071985.2,100756189,100756542,+,353,54.674,45.326,4.75
2,NC_071985.2,100757601,100757602,+,1,100.0,0.0,3.0
2,NC_071985.2,100758578,100758796,+,218,58.716,41.284,4.0
1,NC_071985.2,100758834,100758933,+,99,63.636,36.364,4.5
1,NC_071985.2,100759608,100759719,+,111,62.162,37.838,4.41666666666667
1,NC_071985.2,100759953,100760013,+,60,58.333,41.667,3.5
1,NC_071985.2,100760222,100760223,+,1,100.0,0.0,5.0
3,NC_071985.2,100761394,100761632,+,238,48.739,51.261,5.94117647058824
1,NC_071985.2,100761733,100761813,+,80,50.0,50.0,3.25
2,NC_071985.2,100762778,100762804,+,26,57.692,42.308,3.0
1,NC_071985.2,100763537,100763538,+,1,100.0,0.0,4.41379310344828
3,NC_071985.2,100828904,100828907,+,3,66.667,33.333,4.0
1,NC_071985.2,100829291,100829292,+,1,100.0,0.0,4.55555555555556
1,NC_071985.2,100835582,100835640,+,58,41.379,58.621,3.75
2,NC_071985.2,100836925,100837030,+,105,59.048,40.952,3.0
2,NC_071985.2,100855054,100855102,+,48,35.417,64.583,3.0
-1,NC_071985.2,100879505,100879511,-,6,66.667,33.333,3.0
-2,NC_071985.2,100881205,100881220,-,15,40.0,60.0,6.0
-3,NC_071985.2,100885359,100885569,-,210,49.524,50.476,3.5
-3,NC_071985.2,100886625,100886631,-,6,66.667,33.333,3.33333333333333
-1,NC_071985.2,100886909,100887047,-,138,46.377,53.623,3.6
3,NC_071985.2,100935646,100935647,+,1,100.0,0.0,3.0
2,NC_071985.2,100940453,100940638,+,185,49.189,50.811,3.30769230769231
2,NC_071985.2,100940606,100940638,+,32,56.25,43.75,4.75
1,NC_071985.2,100941602,100941603,+,1,100.0,0.0,3.0
1,NC_071985.2,100941602,100941603,+,1,100.0,0.0,3.0
2,NC_071985.2,100942955,100943047,+,92,55.435,44.565,4.06666666666667
-1,NC_071985.2,101008490,101008492,-,2,100.0,0.0,4.0
-2,NC_071985.2,101010082,101010085,-,3,66.667,33.333,4.125
-3,NC_071985.2,101010300,101010312,-,12,41.667,58.333,3.0
3,NC_071985.2,101321159,101321165,+,6,66.667,33.333,3.0
3,NC_071985.2,101323862,101323883,+,21,57.143,42.857,4.2
3,NC_071985.2,101325535,101325611,+,76,42.105,57.895,3.0
3,NC_071985.2,101330106,101330126,+,20,55.0,45.0,4.6
3,NC_071985.2,10298949,10298990,+,41,24.39,75.61,5.0
-3,NC_071985.2,109462626,109462639,-,13,30.769,69.231,6.23076923076923
-3,NC_071985.2,109465053,109465055,-,2,50.0,50.0,4.0
-3,NC_071985.2,109465863,109465938,-,75,18.667,81.333,4.5
-2,NC_071985.2,109468927,109468934,-,7,42.857,57.143,4.1
-2,NC_071985.2,109474075,109474084,-,9,44.444,55.556,3.5
-3,NC_071985.2,109474401,109474403,-,2,100.0,0.0,3.4
-3,NC_071985.2,109492608,109492668,-,60,26.667,73.333,4.27027027027027
-3,NC_071985.2,109511778,109511958,-,180,74.444,25.556,3.0
3,NC_071985.2,109940094,109940129,+,35,40.0,60.0,6.63157894736842
1,NC_071985.2,109940858,109940859,+,1,100.0,0.0,3.71428571428571
3,NC_071985.2,110290,110414,+,124,63.71,36.29,4.6
-1,NC_071985.2,110229419,110229449,-,30,50.0,50.0,4.0
-3,NC_071985.2,110235312,110235471,-,159,45.283,54.717,3.0
-2,NC_071985.2,110236234,110236273,-,39,51.282,48.718,4.33333333333333
1,NC_071985.2,110593,110598,+,5,60.0,40.0,4.5
1,NC_071985.2,110573079,110573145,+,66,77.273,22.727,3.4
3,NC_071985.2,110583293,110583410,+,117,49.573,50.427,4.04
3,NC_071985.2,110583544,110583545,+,1,100.0,0.0,4.66666666666667
2,NC_071985.2,110583980,110584096,+,116,50.0,50.0,4.77272727272727
3,NC_071985.2,110593819,110593820,+,1,100.0,0.0,3.5
2,NC_071985.2,110594782,110594839,+,57,61.404,38.596,4.8
3,NC_071985.2,110596549,110596550,+,1,100.0,0.0,3.0
1,NC_071985.2,110598872,110598975,+,103,55.34,44.66,3.0
3,NC_071985.2,110600774,110600840,+,66,59.091,40.909,3.75
-1,NC_071985.2,110626463,110626493,-,30,43.333,56.667,3.5
-2,NC_071985.2,110627851,110627935,-,84,44.048,55.952,3.66666666666667
-1,NC_071985.2,110633075,110633094,-,19,36.842,63.158,6.0
-2,NC_071985.2,110634397,110634399,-,2,50.0,50.0,4.08333333333333
-2,NC_071985.2,110635780,110635816,-,36,41.667,58.333,3.66666666666667
-2,NC_071985.2,110635780,110636038,-,258,55.039,44.961,3.66666666666667
-2,NC_071985.2,110635780,110635816,-,36,41.667,58.333,3.81818181818182
-3,NC_071985.2,110637120,110637122,-,2,100.0,0.0,4.53846153846154
-2,NC_071985.2,1107736,1107796,-,60,51.667,48.333,3.0
-3,NC_071985.2,1107969,1107992,-,23,43.478,56.522,3.0
1,NC_071985.2,111184,111264,+,80,43.75,56.25,5.37931034482759
-3,NC_071985.2,110982222,110982233,-,11,36.364,63.636,3.4
-1,NC_071985.2,110982926,110983022,-,96,43.75,56.25,6.0
-1,NC_071985.2,110985167,110985348,-,181,44.751,55.249,3.0
-3,NC_071985.2,110989143,110989170,-,27,48.148,51.852,3.0
-1,NC_071985.2,110990129,110990396,-,267,45.693,54.307,3.0
-1,NC_071985.2,110991380,110991415,-,35,54.286,45.714,4.33333333333333
-2,NC_071985.2,110992360,110992409,-,49,28.571,71.429,3.33333333333333
-3,NC_071985.2,110996658,110996796,-,138,47.101,52.899,4.625
-3,NC_071985.2,111000753,111000757,-,4,50.0,50.0,7.0
-3,NC_071985.2,111001539,111001541,-,2,50.0,50.0,3.64102564102564
-3,NC_071985.2,111003447,111003450,-,3,66.667,33.333,3.30769230769231
-1,NC_071985.2,111004733,111004751,-,18,55.556,44.444,4.0
-2,NC_071985.2,111005995,111006034,-,39,48.718,51.282,3.0
-3,NC_071985.2,111008151,111008153,-,2,100.0,0.0,3.14285714285714
-3,NC_071985.2,111009459,111009537,-,78,39.744,60.256,3.25
-2,NC_071985.2,111010939,111010975,-,36,38.889,61.111,3.0
-3,NC_071985.2,111012402,111012477,-,75,46.667,53.333,4.25
-3,NC_071985.2,111012402,111012477,-,75,46.667,53.333,3.0
-1,NC_071985.2,111016823,111016869,-,46,28.261,71.739,3.33333333333333
-2,NC_071985.2,111020230,111020232,-,2,100.0,0.0,3.33333333333333
-2,NC_071985.2,111020827,111020867,-,40,40.0,60.0,3.6
-3,NC_071985.2,111021750,111021827,-,77,27.273,72.727,4.30555555555556
-3,NC_071985.2,111024021,111024073,-,52,46.154,53.846,5.0
-2,NC_071985.2,111033847,111034063,-,216,77.315,22.685,3.33333333333333
3,NC_071985.2,111052070,111052247,+,177,55.367,44.633,3.5
3,NC_071985.2,111061268,111061322,+,54,33.333,66.667,4.85714285714286
2,NC_071985.2,111063692,111063721,+,29,58.621,41.379,4.0
1,NC_071985.2,111064611,111064614,+,3,33.333,66.667,3.5
3,NC_071985.2,111068164,111068192,+,28,60.714,39.286,3.57142857142857
-2,NC_071985.2,1110697,1110887,-,190,47.368,52.632,3.6
2,NC_071985.2,111075815,111075820,+,5,40.0,60.0,3.5
2,NC_071985.2,111081990,111081991,+,1,100.0,0.0,5.0
3,NC_071985.2,111098378,111098528,+,150,52.667,47.333,3.33333333333333
1,NC_071985.2,111098378,111098379,+,1,100.0,0.0,4.13953488372093
1,NC_071985.2,111102623,111102624,+,1,100.0,0.0,4.66666666666667
2,NC_071985.2,111103546,111103555,+,9,55.556,44.444,3.54545454545455
1,NC_071985.2,111103894,111103947,+,53,35.849,64.151,3.0
1,NC_071985.2,111108258,111108297,+,39,53.846,46.154,5.27586206896552
1,NC_071985.2,111108975,111109014,+,39,58.974,41.026,3.0
3,NC_071985.2,111109896,111109919,+,23,52.174,47.826,4.0
-1,NC_071985.2,1115030,1115091,-,61,49.18,50.82,3.2
1,NC_071985.2,111651607,111651648,+,41,56.098,43.902,3.0
1,NC_071985.2,111652563,111652656,+,93,52.688,47.312,4.23076923076923
3,NC_071985.2,111676215,111676250,+,35,51.429,48.571,3.16666666666667
1,NC_071985.2,111676832,111676833,+,1,100.0,0.0,3.66666666666667
3,NC_071985.2,111677090,111677162,+,72,38.889,61.111,3.16666666666667
1,NC_071985.2,111677305,111677373,+,68,51.471,48.529,7.0
1,NC_071985.2,111677694,111677808,+,114,43.86,56.14,3.5
2,NC_071985.2,111677957,111678067,+,110,41.818,58.182,3.0
1,NC_071985.2,111678222,111678267,+,45,33.333,66.667,3.28571428571429
-3,NC_071985.2,111694023,111694075,-,52,53.846,46.154,4.0
-1,NC_071985.2,111694301,111694320,-,19,52.632,47.368,4.23529411764706
-1,NC_071985.2,111694580,111694631,-,51,49.02,50.98,3.33333333333333
-2,NC_071985.2,111695020,111695026,-,6,66.667,33.333,3.57142857142857
-1,NC_071985.2,111696734,111696749,-,15,53.333,46.667,4.33333333333333
-1,NC_071985.2,111697142,111697197,-,55,54.545,45.455,3.5
2,NC_071985.2,111714950,111715144,+,194,58.763,41.237,3.16666666666667
3,NC_071985.2,111724982,111725003,+,21,52.381,47.619,4.0
1,NC_071985.2,111729897,111729972,+,75,49.333,50.667,3.30769230769231
2,NC_071985.2,111734959,111734986,+,27,51.852,48.148,4.0
3,NC_071985.2,111735647,111735674,+,27,44.444,55.556,3.0
3,NC_071985.2,111745185,111745529,+,344,53.779,46.221,3.5
1,NC_071985.2,111745528,111745560,+,32,59.375,40.625,5.7
1,NC_071985.2,111745738,111745743,+,5,60.0,40.0,3.25
1,NC_071985.2,111745738,111745743,+,5,60.0,40.0,3.41666666666667
1,NC_071985.2,111746067,111746073,+,6,50.0,50.0,3.0
2,NC_071985.2,111746508,111746509,+,1,100.0,0.0,3.7
-3,NC_071985.2,111748161,111748185,-,24,58.333,41.667,4.77777777777778
-2,NC_071985.2,111752002,111752051,-,49,61.224,38.776,4.0
1,NC_071985.2,111753314,111753447,+,133,64.662,35.338,3.0
1,NC_071985.2,111753992,111753993,+,1,100.0,0.0,3.33333333333333
1,NC_071985.2,111754246,111754251,+,5,40.0,60.0,4.0
3,NC_071985.2,111755134,111755276,+,142,35.915,64.085,3.0
3,NC_071985.2,111761988,111761999,+,11,54.545,45.455,3.9
2,NC_071985.2,111764307,111764308,+,1,100.0,0.0,3.75
3,NC_071985.2,111764616,111764651,+,35,51.429,48.571,4.0
3,NC_071985.2,111764924,111764930,+,6,66.667,33.333,4.5
2,NC_071985.2,111765263,111765280,+,17,64.706,35.294,3.66666666666667
2,NC_071985.2,111766960,111767008,+,48,52.083,47.917,4.5
2,NC_071985.2,111767592,111767593,+,1,100.0,0.0,5.0
2,NC_071985.2,111768814,111768871,+,57,54.386,45.614,4.0
1,NC_071985.2,111769171,111769374,+,203,49.754,50.246,3.25
3,NC_071985.2,111769379,111769418,+,39,48.718,51.282,6.53571428571429
1,NC_071985.2,111769747,111769851,+,104,51.923,48.077,3.375
1,NC_071985.2,111770115,111770250,+,135,57.778,42.222,4.0
1,NC_071985.2,111770496,111770574,+,78,60.256,39.744,4.0
1,NC_071985.2,111770841,111770913,+,72,51.389,48.611,3.7
2,NC_071985.2,111771570,111771571,+,1,100.0,0.0,4.0
1,NC_071985.2,111772450,111772455,+,5,60.0,40.0,4.33333333333333
1,NC_071985.2,111772689,111772704,+,15,60.0,40.0,3.5
1,NC_071985.2,111773508,111773595,+,87,57.471,42.529,9.66666666666667
3,NC_071985.2,111773803,111773834,+,31,51.613,48.387,4.65957446808511
2,NC_071985.2,111774106,111774190,+,84,58.333,41.667,3.54545454545455
3,NC_071985.2,111774371,111774389,+,18,55.556,44.444,5.16666666666667
3,NC_071985.2,111774607,111774608,+,1,100.0,0.0,3.16666666666667
2,NC_071985.2,111774849,111774880,+,31,58.065,41.935,3.82608695652174
2,NC_071985.2,111775348,111775384,+,36,55.556,44.444,3.0
1,NC_071985.2,111775626,111775638,+,12,58.333,41.667,3.64705882352941
2,NC_071985.2,111775978,111775981,+,3,33.333,66.667,3.14285714285714
2,NC_071985.2,111776329,111776380,+,51,45.098,54.902,3.4
1,NC_071985.2,111778092,111778302,+,210,49.524,50.476,3.33333333333333
2,NC_071985.2,111778471,111778528,+,57,50.877,49.123,3.63636363636364
2,NC_071985.2,111785470,111785527,+,57,71.93,28.07,4.0
2,NC_071985.2,111785887,111785950,+,63,57.143,42.857,6.0
-2,NC_071985.2,1117903,1118087,-,184,77.717,22.283,3.47058823529412
2,NC_071985.2,111791619,111791620,+,1,100.0,0.0,4.5
1,NC_071985.2,111792487,111792492,+,5,60.0,40.0,3.0
2,NC_071985.2,111792910,111792925,+,15,46.667,53.333,3.5
1,NC_071985.2,111794065,111794127,+,62,59.677,40.323,3.875
3,NC_071985.2,111794312,111794369,+,57,57.895,42.105,3.0
1,NC_071985.2,111794747,111794748,+,1,100.0,0.0,3.66666666666667
3,NC_071985.2,111796068,111796187,+,119,38.655,61.345,3.0
3,NC_071985.2,111796745,111796754,+,9,55.556,44.444,4.25
1,NC_071985.2,111798918,111798927,+,9,66.667,33.333,3.0
3,NC_071985.2,111802685,111802760,+,75,46.667,53.333,3.0
2,NC_071985.2,111802981,111802999,+,18,50.0,50.0,4.5
2,NC_071985.2,111812011,111812248,+,237,72.996,27.004,3.66666666666667
1,NC_071985.2,111814381,111814515,+,134,52.239,47.761,3.0
2,NC_071985.2,111814623,111814669,+,46,50.0,50.0,4.33333333333333
2,NC_071985.2,111814902,111814903,+,1,100.0,0.0,3.2
3,NC_071985.2,111815234,111815261,+,27,44.444,55.556,3.58823529411765
3,NC_071985.2,111816227,111816434,+,207,53.14,46.86,3.5
2,NC_071985.2,111816515,111816520,+,5,60.0,40.0,3.6
3,NC_071985.2,111817160,111817220,+,60,55.0,45.0,3.5
1,NC_071985.2,111817469,111817470,+,1,100.0,0.0,3.0
2,NC_071985.2,111819932,111819937,+,5,60.0,40.0,4.25
1,NC_071985.2,111820181,111820197,+,16,37.5,62.5,4.0
-3,NC_071985.2,111822681,111822683,-,2,100.0,0.0,3.5
-1,NC_071985.2,111823226,111823228,-,2,50.0,50.0,3.0
-1,NC_071985.2,111823433,111823599,-,166,56.627,43.373,3.33333333333333
-3,NC_071985.2,111824226,111824299,-,73,49.315,50.685,4.54545454545455
-1,NC_071985.2,111825125,111825158,-,33,78.788,21.212,3.0
-3,NC_071985.2,111831195,111831197,-,2,50.0,50.0,4.0
-3,NC_071985.2,111832098,111832100,-,2,50.0,50.0,3.57142857142857
-2,NC_071985.2,111832195,111832274,-,79,54.43,45.57,5.0
-3,NC_071985.2,111834012,111834058,-,46,47.826,52.174,4.0
-3,NC_071985.2,111834669,111834671,-,2,100.0,0.0,4.33333333333333
2,NC_071985.2,111924,111925,+,1,100.0,0.0,4.66666666666667
-3,NC_071985.2,111835365,111835410,-,45,44.444,55.556,4.2
-3,NC_071985.2,111835668,111835702,-,34,20.588,79.412,3.4
-2,NC_071985.2,111838651,111838673,-,22,50.0,50.0,4.7
-3,NC_071985.2,111838818,111838891,-,73,42.466,57.534,3.0
-1,NC_071985.2,111843422,111843441,-,19,47.368,52.632,3.0
-3,NC_071985.2,111845250,111845262,-,12,41.667,58.333,3.0
-1,NC_071985.2,111845534,111845558,-,24,45.833,54.167,4.67241379310345
-3,NC_071985.2,111846288,111846349,-,61,29.508,70.492,3.57142857142857
2,NC_071985.2,111848497,111848533,+,36,52.778,47.222,3.0
2,NC_071985.2,111886044,111886060,+,16,37.5,62.5,3.0
3,NC_071985.2,111886044,111886064,+,20,35.0,65.0,3.3
3,NC_071985.2,111887938,111887963,+,25,28.0,72.0,3.0
3,NC_071985.2,111890408,111890438,+,30,33.333,66.667,3.0
1,NC_071985.2,111904349,111904350,+,1,100.0,0.0,3.4
2,NC_071985.2,111924156,111924157,+,1,100.0,0.0,4.0
1,NC_071985.2,111925686,111925800,+,114,46.491,53.509,3.0
3,NC_071985.2,111926718,111926804,+,86,33.721,66.279,3.0
1,NC_071985.2,111929166,111929199,+,33,54.545,45.455,5.42105263157895
-2,NC_071985.2,111945913,111946078,-,165,47.879,52.121,4.625
-1,NC_071985.2,111948713,111948728,-,15,60.0,40.0,3.5
1,NC_071985.2,111989397,111989457,+,60,50.0,50.0,6.0
